Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    4   1.136072e+05    41.57%
   2   22   2.253383e+04     8.25%
   3   10   2.202618e+04     8.06%
   4    0   1.996171e+04     7.30%
   5    2   1.596516e+04     5.84%
   6    1   1.542812e+04     5.65%
   7   11   1.161368e+04     4.25%
   8   24   8.817069e+03     3.23%
   9   13   6.842292e+03     2.50%
  10   17   6.751233e+03     2.47%
  11    3   6.198097e+03     2.27%
  12   21   4.008318e+03     1.47%
  13   14   3.049760e+03     1.12%
  14    9   2.773545e+03     1.01%
  15   12   2.349018e+03     0.86%
  16    6   2.316142e+03     0.85%
  17   20   1.571801e+03     0.58%
  18   18   1.453844e+03     0.53%
  19   16   1.390276e+03     0.51%
  20    8   1.314317e+03     0.48%
  21    7   1.227697e+03     0.45%
  22   19   6.887389e+02     0.25%
  23    5   6.707912e+02     0.25%
  24   15   5.777023e+02     0.21%
  25   23   1.468450e+02     0.05%
