image_index,dominant_wavelength_km,dominant_theta_deg,pt1,pt2,pt3,pt4,pt5,pt6,pt7
41,30.20397800581419,175.0,-0.6431543027951834,-0.041206605050913114,0.6291431051853527,0.966097304636772,0.8103980411381948,0.1560902460656517,-0.5600036737079075
42,30.20397800581419,175.0,-0.6581751073445686,-0.05339880284344911,0.6231240829773861,0.9680203976490258,0.8204925316363889,0.17087290738911998,-0.5393302523013843
43,30.20397800581419,175.0,-0.637435936082005,-0.03290736703194164,0.6329554797368826,0.9683809930064233,0.8213387885506251,0.17366816750311842,-0.534763169646546
44,30.20397800581419,175.0,-0.6321742918926315,-0.016309953751556416,0.6519073529411055,0.9782674094118085,0.8140401699617572,0.1562724997783751,-0.5495495347386572
45,30.20397800581419,175.0,-0.6865107508468147,-0.08813948887279566,0.6092686704836925,0.9799841590201854,0.8331435067974453,0.17420542850085163,-0.5501074388696546
46,30.20397800581419,175.0,-0.6894409993965478,-0.09649065773168153,0.5998098488122556,0.9736458067510527,0.8301798202308412,0.17754246453114786,-0.5452766008292221
47,30.20397800581419,175.0,-0.6814649258798102,-0.07993929419929613,0.6158481036058454,0.9821900929511211,0.8292157363968,0.16829839103509592,-0.5568394999698714
48,30.20397800581419,175.0,-0.6975643274082076,-0.09002998318955502,0.6179575413060268,0.9856133325531498,0.8284024986668741,0.1446363851325072,-0.5864209446386965
49,30.20397800581419,175.0,-0.7029039725226072,-0.10739963898144589,0.597836986061925,0.9788063273119796,0.8419179392154161,0.1780886314484258,-0.5558690069351181
50,30.20397800581419,175.0,-0.7067795847230647,-0.11067816823780185,0.5967312455183822,0.9791708720663799,0.8418795059634963,0.17260069775309095,-0.5697438073339716
