cluster_a  cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
      301        749       1   0.073  0.073   1712     1.000           0.0       130.0       130.0      41.5      41.5
      301        674       1   0.042  0.448  11132     1.189           8.0       128.4       120.4      49.4      58.7
      301        691       0   0.035  0.241   5760     1.542           3.5       128.7       125.2      49.4      76.1
      301        736       0   0.031  0.171   4016     1.834           2.0       132.0       130.0      49.4      90.5
      301        730       1   0.015  0.120   2832     1.189           5.6       130.0       124.4      45.3      38.1
      301        885       0   0.014  0.020    480     1.414           0.0       130.0       130.0      41.5      29.3
      301        679       0   0.005  0.144   3500     1.189          23.0       124.6       147.6      49.4      41.5
      301        738       0   0.005  0.118   2784     2.000          11.0       130.0       119.0      49.4      24.7
      301        853       0   0.004  0.028    660     1.834           2.5       130.0       132.5      49.4      26.9
      301        698       0   0.004  0.041    964     1.091           7.9       117.0       124.9      45.3      41.5
      301        682       0   0.004  0.141   3364     1.297          27.5       127.5       100.0      53.8      69.8
      301        690       0   0.004  0.170   3996     1.414          30.8       128.8       159.6      53.8      76.1
      301        728       0   0.003  0.103   2416     1.091          26.9       132.8       105.8      45.3      41.5
      301        714       0   0.003  0.054   1260     1.000          15.7       132.6       148.3      53.8      53.8
      301        676       0   0.003  0.100   2400     1.297          23.1       131.6       108.5      53.8      41.5
      301        735       0   0.003  0.152   3588     1.091          46.0       130.0        84.0      45.3      49.4
      301        721       0   0.003  0.050   1172     1.091          14.8       134.8       120.0      49.4      53.8
      301        677       0   0.003  0.155   3672     1.542          34.4       129.3        94.9      49.4      32.0
      301        815       0   0.002  0.097   2280     2.000          19.4       130.8       150.2      53.8      26.9
      301        742       0   0.002  0.175   4112     1.682          44.3       130.2        85.9      49.4      29.3
      301        767       0   0.002  0.040    936     1.834          10.0       130.0       120.0      53.8      98.7
      301        689       0   0.002  0.073   1736     1.189          32.6       122.6        90.0      53.8      64.0
      301        791       0   0.002  0.002     56     1.414           0.0       110.0       110.0      45.3      32.0
      301        844       0   0.002  0.021    496     2.181           5.1       130.0       135.1      49.4      22.6
      301        813       0   0.001  0.010    244     1.091           5.4       133.6       139.0      45.3      41.5
      301        840       0   0.001  0.044   1040     1.542          20.0       130.0       110.0      49.4      32.0
      301        713       0   0.001  0.079   1872     1.000          69.8       119.8        50.0      49.4      49.4
      301        688       0   0.001  0.065   1540     1.414          45.5       125.5        80.0      49.4      34.9
      301        704       0   0.001  0.074   1884     1.091          72.2       121.3        49.1      49.4      45.3
      301        771       0   0.001  0.007    156     1.297           4.6       134.6       130.0      45.3      58.7
      301        769       0   0.001  0.001     32     1.542           0.0       110.0       110.0      45.3      29.3
      301        859       0   0.001  0.032    764     1.542          24.3       125.7       150.0      49.4      32.0
      301        820       0   0.001  0.012    284     1.297          10.6       139.4       150.0      49.4      38.1
      301        753       0   0.001  0.015    356     1.414          12.7       132.7       120.0      53.8      38.1
      301        763       0   0.001  0.032    756     1.414          28.9       138.9       110.0      53.8      76.1
      301        731       0   0.001  0.062   1616     2.378          36.9       130.0        93.1      69.8      29.3
      301        715       0   0.001  0.067   2112     2.378          45.0       125.0        80.0      49.4     117.4
      301        766       0   0.001  0.027    644     1.189          40.0       130.0       170.0      53.8      64.0
      301        884       0   0.001  0.001     16     1.297           0.0       140.0       140.0      49.4      38.1
      301        906       0   0.000  0.039    920     2.000          45.9       131.0        85.1      49.4      24.7
      301        862       0   0.000  0.004     96     1.297           6.7       136.7       130.0      49.4      38.1
      301        892       0   0.000  0.006    148     1.414          10.0       130.0       120.0      49.4      34.9
      301        740       0   0.000  0.025    608     1.297          49.2       139.2        90.0      53.8      69.8
      301        727       0   0.000  0.017    412     1.091          41.1       121.1        80.0      53.8      58.7
      301        707       0   0.000  0.019    452     1.297          40.0       140.0       100.0      53.8      41.5
      301        898       0   0.000  0.028    664     2.828          30.0       130.0       100.0      69.8      24.7
      301        806       0   0.000  0.007    160     1.091          20.0       140.0       120.0      49.4      45.3
      301        867       0   0.000  0.004     88     1.297          10.0       130.0       140.0      49.4      38.1
      301        860       0   0.000  0.014    332     1.297          50.0       110.0       160.0      45.3      34.9
      301        705       0   0.000  0.015    356     2.181          31.6       131.6       100.0      53.8      24.7
      301        718       0   0.000  0.009    208     1.091          40.0       130.0       170.0      53.8      49.4
      301        817       0   0.000  0.007    172     1.091          40.0       130.0        90.0      41.5      45.3
      301        834       0   0.000  0.004     96     1.189          20.0       140.0       160.0      49.4      41.5
      301        724       0   0.000  0.001     28     1.000           7.2       132.8       140.0      53.8      53.8
      301        871       0   0.000  0.003     80     1.297          20.0       140.0       160.0      49.4      38.1
      301        685       0   0.000  0.001     32     1.091          10.0       140.0       130.0      49.4      45.3
      301        889       0   0.000  0.015    348     3.084          56.1       128.9        72.7      53.8      17.4
      301        837       0   0.000  0.009    228     2.000          59.0       140.0        81.0      53.8      26.9
      301        794       0   0.000  0.004     88     1.297          40.0       140.0       100.0      53.8      69.8
      301        755       0   0.000  0.003     68     1.000          40.0       140.0       100.0      53.8      53.8
      301        912       0   0.000  0.001     24     1.414          10.0       130.0       140.0      49.4      34.9
      301        788       0   0.000  0.005    120     1.189          70.0       110.0        40.0      45.3      53.8
      301        711       0   0.000  0.005    156     2.181          60.0       140.0        80.0      53.8      24.7
      301        899       0   0.000  0.003     64     2.000          50.0       130.0        80.0      69.8      34.9
      301        875       0   0.000  0.002     56     1.542          67.9       127.9        60.0      53.8      34.9
      301        776       0   0.000  0.001     12     1.542          20.0       140.0       120.0      49.4      76.1
      301        865       0   0.000  0.002     40     1.414          90.0       140.0        50.0      53.8      38.1
      301        792       0   0.000  0.000      4     1.189          40.0       140.0       100.0      53.8      64.0
      301        856       0   0.000  0.000      4     1.297          80.0       130.0        50.0      53.8      41.5
      301        869       0   0.000  0.000      4     1.834          90.0       130.0        40.0      49.4      26.9
      301        675       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      301        678       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      301        680       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
