Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 22680000
n_zero_after_white   = 3356010
n_zero_after_scaled  = 22395200
sMAD_WPS min         = 0.046768976642800615
sMAD_WPS median      = 0.05125601060551238
WPS_scaled min       = -0.9424130838225947
WPS_scaled median    = 0.0
WPS_scaled max       = 66.18938640167295
