cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
        2             441       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3             441       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        4             441       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        5             441       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        6             441       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        7             441       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        8             441       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        9             441       0   0.000  0.000      8     1.414          90.0       100.0        10.0      69.8      98.7
       10             441       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       11             441       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       12             441       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
