Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    1   3.355503e+05    39.85%
   2    0   2.099916e+05    24.94%
   3    8   1.198782e+05    14.24%
   4    2   2.621690e+04     3.11%
   5    3   2.339994e+04     2.78%
   6   16   2.209188e+04     2.62%
   7    5   2.139218e+04     2.54%
   8    7   1.985618e+04     2.36%
   9   20   1.756469e+04     2.09%
  10    9   1.702388e+04     2.02%
  11   12   6.578708e+03     0.78%
  12   22   4.783284e+03     0.57%
  13    6   3.744738e+03     0.44%
  14   19   2.484127e+03     0.29%
  15   14   2.167223e+03     0.26%
  16   15   1.961516e+03     0.23%
  17   17   1.805516e+03     0.21%
  18   13   1.782796e+03     0.21%
  19    4   9.270724e+02     0.11%
  20   21   8.277423e+02     0.10%
  21   18   7.651064e+02     0.09%
  22   10   7.332784e+02     0.09%
  23   11   3.225542e+02     0.04%
  24   23   2.686147e+02     0.03%
