cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
        6              51       1   0.099  0.382   7392     1.000           2.8        90.8        93.7      32.0      32.0
        7             252       1   0.038  0.051    656     1.091           0.2        50.2        50.0      26.9      29.3
        8              49       1   0.132  0.250   5336     1.091           0.7        71.5        72.2      49.4      53.8
        9              32       1   0.150  0.204   8016     1.189           0.1       140.0       140.1      45.3      38.1
       10              93       1   0.130  0.193   1952     1.000           0.5        80.5        80.0      45.3      45.3
       11             104       1   0.159  0.549   2716     1.189           1.9        17.1        19.0      19.0      22.6
       12              32       1   0.096  0.493  10648     1.000           4.1       136.1       140.2      38.1      38.1
       13             147       1   0.003  0.051    496     1.189          11.3        31.3        20.0      34.9      41.5
       14              90       1   0.100  0.511   1584     1.091           3.7        53.7        50.0      17.4      16.0
       15              34       1   0.105  0.141   3656     1.189           0.1       140.0       140.1      58.7      49.4
       16              30       1   0.026  0.206   6084     1.000           6.8       123.6       116.8      32.0      32.0
       17              63       1   0.042  0.093    648     1.189           0.9        99.1       100.0      34.9      41.5
       18             158       1   0.118  0.128    684     1.091           0.0       120.0       120.0      34.9      32.0
       19              84       1   0.127  0.336   2016     1.000           1.6        58.4        60.0      24.7      24.7
       20              34       1   0.254  0.293   4636     1.000           0.2       140.6       140.7      45.3      45.3
       21              57       1   0.662  0.674  28840     1.000           0.0        19.1        19.1      90.5      90.5
       22              66       1   0.278  0.303   3020     1.091           0.0       110.0       110.0      41.5      45.3
       23              91       1   0.331  0.331   1824     1.000           0.0       170.0       170.0      53.8      53.8
       24              77       1   0.124  0.394   1988     1.189           1.7       151.7       150.0      32.0      38.1
       25             239       1   0.087  0.302   1524     1.189           1.9        70.0        68.1      22.6      19.0
       26              82       1   0.038  0.090   1288     1.000           1.3         0.0         1.3      69.8      69.8
       27              69       1   0.052  0.307   3132     1.000           4.9        54.9        50.0      32.0      32.0
       28             448       1   0.086  0.269    880     1.189           1.6       116.1       117.7      22.6      19.0
       29              92       1   0.227  0.376   2280     1.091           0.5        39.5        40.0      26.9      24.7
       30              43       1   0.068  0.611  11640     1.091           7.2       162.8       170.0      83.0      90.5
       31             143       1   0.194  0.249   1336     1.091           0.2        89.8        90.0      49.4      45.3
       32              61       1   0.161  0.229   1796     1.091           0.3       160.0       159.7      34.9      38.1
       33              40       1   0.133  0.290   3944     1.000           1.2        19.9        21.1      32.0      32.0
       34              40       1   0.064  0.224   3208     1.189           2.0        20.2        22.2      24.7      29.3
       35             293       1   0.251  0.274    860     1.000           0.1        99.9       100.0      32.0      32.0
       36             294       1   0.119  0.415    844     1.091           2.2         2.2         0.0      26.9      24.7
       37              30       1   0.005  0.072   2076     1.189          11.2        95.9       107.1      26.9      32.0
       38             133       1   0.118  0.222   1028     1.000           0.9       169.1       170.0      69.8      69.8
       39              78       1   0.125  0.609   1836     1.189           3.1       167.1       164.0      19.0      22.6
       40             308       1   0.050  0.050    240     1.000           0.0       130.0       130.0      41.5      41.5
       41             252       1   0.220  0.239    632     1.091           0.0        50.0        50.0      32.0      29.3
       42             110       1   0.234  0.278   1908     1.189           0.0        60.0        60.0      53.8      64.0
       43             367       1   0.093  0.358   1932     1.091           2.5         0.2         2.7      24.7      22.6
       44             102       1   0.284  0.319   2620     1.091           0.0       128.0       128.0      38.1      34.9
       45             335       1   0.249  0.249    748     1.000           0.0       170.0       170.0      26.9      26.9
       46              53       1   0.153  0.346   2132     1.000           1.3       168.7       170.0      41.5      41.5
       47             286       1   0.150  0.150    372     1.000           0.0        70.0        70.0      38.1      38.1
       48              95       1   0.070  0.070    816     1.000           0.0       110.0       110.0      32.0      32.0
       49              51       1   0.108  0.118   1280     1.091           0.0       100.0       100.0      41.5      38.1
       50              95       1   0.053  0.063    408     1.189           0.0       110.0       110.0      32.0      26.9
       51             308       1   0.051  0.056    240     1.091           0.0       130.0       130.0      45.3      41.5
       52             361       1   0.316  0.376    564     1.189           0.0       110.0       110.0      22.6      26.9
       53              52       1   0.046  0.333   4016     1.091           5.7        37.8        32.2      41.5      38.1
       54              87       0   0.003  0.008    156     2.378           0.0       150.0       150.0      49.4     117.4
       55             290       1   0.283  0.328    244     1.000           0.2        70.0        70.2      38.1      38.1
       56              54       1   0.284  0.349   1520     1.091           0.1         0.0         0.1      41.5      45.3
       57             164       1   0.153  0.329   1276     1.189           0.8        43.6        44.4      32.0      26.9
       58              57       1   0.160  0.410  17656     1.091           1.3        18.1        19.5      98.7      90.5
       59             140       1   0.149  0.342   1480     1.000           1.3       159.6       158.3      19.0      19.0
       60             188       1   0.058  0.476   1120     1.189           5.9        44.1        50.0      41.5      34.9
       61              45       1   0.155  0.231   1296     1.091           0.4       170.0       169.6      22.6      24.7
       62             222       1   0.056  0.066    184     1.189           0.0        70.0        70.0      58.7      49.4
       63             361       1   0.021  0.093    120     1.189           2.7       107.3       110.0      32.0      26.9
