cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
       64              65       1   0.075  0.320   2184     1.000           3.3        95.6        98.9      32.0      32.0
       65             152       1   0.159  0.343    612     1.189           0.8        59.2        60.0      19.0      22.6
       66              49       1   0.161  0.375   2948     1.189           1.0        70.0        71.0      64.0      53.8
       67             526       1   0.055  0.066    148     1.189           0.0       140.0       140.0      19.0      22.6
       68             356       0   0.000  0.002      8     1.297          80.0        90.0       170.0      38.1      29.3
       69             174       1   0.139  0.165    944     1.189           0.0        60.0        60.0      64.0      76.1
       70             152       1   0.294  0.735    488     1.091           1.3        58.7        60.0      24.7      22.6
       71             124       1   0.078  0.315   1040     1.189           2.4       150.0       152.4      24.7      29.3
       72             143       1   0.036  0.423   1276     1.091           9.8       100.0        90.2      41.5      45.3
       73             363       1   0.004  0.064    104     1.000          14.6       155.4       170.0      17.4      17.4
       74             145       1   0.313  0.313   1528     1.000           0.0        10.0        10.0      64.0      64.0
       75             363       0   0.017  0.237    556     1.297          10.0       160.0       170.0      22.6      17.4
       76              66       1   0.125  0.136   1132     1.091           0.0       110.0       110.0      41.5      45.3
       77             158       1   0.116  0.517    912     1.189           2.7       117.3       120.0      38.1      32.0
       78             124       1   0.085  0.441   1568     1.000           4.2       150.0       154.2      29.3      29.3
       79             210       1   0.103  0.556   1200     1.091           4.0        60.6        56.6      32.0      29.3
       80             370       0   0.165  0.233    500     1.414           0.0        90.0        90.0      17.4      24.7
       81              57       1   0.045  0.119   4216     1.189           1.3        18.7        20.0      76.1      90.5
       82             119       1   0.090  0.169    784     1.189           0.6         5.4         6.0      20.7      17.4
       83              44       1   0.022  0.059    460     1.091           1.5       128.5       130.0      41.5      45.3
       84              99       1   0.043  0.432    496     1.091           8.3        38.3        30.0      16.0      17.4
       85             522       1   0.009  0.097     88     1.000          10.0         0.0        10.0      24.7      24.7
       86             348       1   0.170  0.185    548     1.091           0.0         0.0         0.0      19.0      17.4
       87              91       1   0.012  0.138    604     1.091          10.0         0.0       170.0      49.4      53.8
       88             222       1   0.004  0.052    188     1.091          10.0        60.0        70.0      45.3      49.4
       89              43       0   0.060  0.110   1656     1.834           0.0       170.0       170.0      49.4      90.5
       90              37       0   0.050  0.100   1980     2.000           0.0        70.0        70.0      76.1      38.1
       91              79       1   0.005  0.081    508     1.000          14.6        34.6        20.0      64.0      64.0
       92              34       1   0.038  0.067   1148     1.189           0.5       139.8       140.3      64.0      53.8
       93             367       1   0.016  0.259   1060     1.091          14.2       169.6         3.8      24.7      22.6
       94              32       1   0.007  0.078   1472     1.091           9.9       150.0       140.1      45.3      41.5
       95             124       1   0.045  0.391    908     1.189           6.2       151.1       157.3      34.9      29.3
       96             290       0   0.066  0.162     44     1.297           0.9        71.8        70.9      29.3      38.1
       97             303       1   0.262  0.406    780     1.189           0.3        10.1         9.8      22.6      19.0
       98             188       1   0.432  0.471    832     1.091           0.0        50.0        50.0      38.1      34.9
       99             106       1   0.169  0.307   1180     1.091           0.7        87.3        88.0      26.9      24.7
      100              77       0   0.073  0.189   1696     2.594           0.0       150.0       150.0      98.7      38.1
      101             455       1   0.064  0.064    116     1.000           0.0        60.0        60.0      26.9      26.9
      102              84       1   0.013  0.157    428     1.091          10.0        70.0        60.0      26.9      24.7
      103             122       0   0.021  0.468   1100     2.000          10.0        10.0         0.0      49.4      24.7
      104              75       1   0.066  0.337   2008     1.000           4.1        45.0        49.1      64.0      64.0
      105             250       1   0.005  0.052    120     1.000          10.0        80.0        70.0      41.5      41.5
      106             596       1   0.017  0.185    256     1.000          10.0       140.0       130.0      17.4      17.4
      107             348       1   0.216  0.257    400     1.189           0.0         0.0         0.0      20.7      17.4
      108              57       0   0.000  0.017    692     1.189          70.0        90.0        20.0     107.6      90.5
      109             102       1   0.006  0.074    556     1.091          10.0       110.0       120.0      49.4      45.3
      110             513       0   0.012  0.148    396     3.668           2.4        50.0        47.6      69.8      19.0
      111              66       1   0.144  0.157   1136     1.091           0.0       110.0       110.0      49.4      45.3
      112             458       1   0.069  0.338    408     1.189           3.1        13.1        10.0      29.3      24.7
      113             528       1   0.242  0.242    352     1.000           0.0       170.0       170.0      20.7      20.7
      114             169       0   0.246  0.348    692     1.414           0.0       150.0       150.0      53.8      76.1
      115             471       1   0.084  0.092    132     1.091           0.0        30.0        30.0      32.0      29.3
      116              73       1   0.077  0.406   1880     1.091           3.8        10.0         6.2      17.4      19.0
      117              90       0   0.033  0.079    288     2.378           0.0        50.0        50.0      38.1      16.0
      118             270       1   0.088  0.511   1216     1.189           3.9        86.6        82.7      24.7      20.7
      119             234       0   0.113  0.174    496     1.542           0.0         0.0         0.0      45.3      29.3
      120             168       1   0.158  0.183    532     1.091           0.1       130.0       130.1      22.6      24.7
      121             136       1   0.461  0.548    796     1.189           0.0        20.0        20.0      58.7      49.4
      122             512       1   0.088  0.490    380     1.091           4.1       163.5       159.4      17.4      16.0
      123              55       1   0.019  0.209    304     1.000          10.0       110.0       120.0      58.7      58.7
      124              68       1   0.105  0.105    876     1.000           0.0        90.0        90.0      45.3      45.3
      125             232       1   0.498  0.518    944     1.000           0.0       129.5       129.5      22.6      22.6
      126             102       1   0.018  0.150    928     1.189           6.0       130.0       124.0      45.3      38.1
      127             105       1   0.282  0.282    900     1.000           0.0       100.0       100.0      29.3      29.3
      128              72       1   0.133  0.456  13628     1.091           2.1        30.0        27.9      90.5      98.7
      129             117       1   0.196  0.214    352     1.091           0.0       140.0       140.0      41.5      45.3
      130              82       1   0.059  0.110    764     1.091           0.7         0.0         0.7      76.1      69.8
      131              33       0   0.025  0.070   1036     2.828           0.0       140.0       140.0      90.5      32.0
      132              29       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      133             431       0   0.004  0.067     48     1.414          10.0        80.0        70.0      45.3      32.0
      134              69       0   0.055  0.085    868     1.542           0.0        50.0        50.0      49.4      32.0
      135             178       1   0.368  0.401    512     1.091           0.0        20.0        20.0      41.5      38.1
      136             135       1   0.017  0.238    468     1.091          12.2       162.2       150.0      17.4      16.0
      137              81       1   0.150  0.150    352     1.000           0.0       120.0       120.0      58.7      58.7
      138              98       1   0.178  0.211    452     1.189           0.0        40.0        40.0      49.4      58.7
      139             513       0   0.063  0.289    404     1.297           2.6        50.0        47.4      24.7      19.0
      140              79       1   0.119  0.220    932     1.000           0.8        20.0        19.2      64.0      64.0
      141              95       1   0.020  0.056    304     1.189           1.3       112.5       113.8      22.6      26.9
      142             188       0   0.226  0.294    492     1.297           0.0        50.0        50.0      45.3      34.9
      143             171       0   0.139  0.304    644     2.181           0.0        60.0        60.0      69.8      32.0
      144             191       0   0.027  0.029     52     1.091           0.0        10.0        10.0      64.0      69.8
      145             101       1   0.123  0.146   1324     1.189           0.0        30.0        30.0      76.1      64.0
      146             103       0   0.003  0.253    652     1.834          40.0        20.0       160.0      34.9      64.0
      147             242       0   0.006  0.372    324     1.542          40.0       150.0       110.0      58.7      38.1
      148             304       0   0.061  0.086     40     1.414           0.0       120.0       120.0      26.9      38.1
      149             220       1   0.072  0.372    548     1.091           3.7       112.0       115.7      29.3      32.0
      150             167       1   0.110  0.120    308     1.091           0.0       130.0       130.0      34.9      32.0
      151             123       1   0.098  0.323    612     1.091           2.0       162.7       160.7      34.9      32.0
      152             342       1   0.130  0.425    752     1.000           2.3        58.0        60.3      19.0      19.0
      153              33       1   0.006  0.070    616     1.091          10.1       129.9       140.0      34.9      32.0
      154             160       1   0.070  0.448    748     1.189           4.4        72.3        76.6      22.6      26.9
      155             265       1   0.024  0.308    356     1.189           9.9       147.1       157.0      26.9      32.0
      156              29       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      157              83       1   0.031  0.247   1228     1.091           6.2       155.9       162.1      34.9      32.0
      158              74       1   0.200  0.286    740     1.000           0.4        38.3        37.9      34.9      34.9
      159             597       1   0.212  0.231    324     1.091           0.0        60.0        60.0      20.7      19.0
      160             308       1   0.094  0.112    132     1.189           0.0       130.0       130.0      49.4      41.5
      161             117       0   0.001  0.023     20     1.000          40.0       100.0       140.0      45.3      45.3
      162             111       0   0.044  0.057    120     1.297           0.0       160.0       160.0      38.1      29.3
      163             100       0   0.058  0.098    444     1.682           0.0       140.0       140.0      53.8      32.0
      164              29       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      165             178       0   0.116  0.164    160     1.414           0.0        20.0        20.0      53.8      38.1
      166             364       1   0.106  0.126     72     1.189           0.0       100.0       100.0      32.0      38.1
      167             341       0   0.001  0.182    268     2.000          80.9       160.0        79.1      53.8      26.9
      168             522       0   0.001  0.087     84     1.091          80.0        90.0        10.0      22.6      24.7
      169             160       1   0.010  0.144    252     1.091          11.9        90.0        78.1      26.9      29.3
      170             117       0   0.004  0.008     32     1.682           0.0       150.0       150.0      69.8      41.5
      171             624       1   0.283  0.309    352     1.091           0.0        30.0        30.0      19.0      17.4
      172              63       1   0.004  0.051    208     1.091          10.0       100.0        90.0      32.0      34.9
      173             363       0   0.200  0.475    672     2.378           0.0       170.0       170.0      41.5      17.4
      174              75       1   0.037  0.148    864     1.091           2.6        39.8        42.5      69.8      64.0
      175              49       0   0.003  0.046    260     1.189          10.0        80.0        70.0      64.0      53.8
      176             370       0   0.003  0.381    328     2.181          60.0       150.0        90.0      53.8      24.7
      177             547       0   0.006  0.506    180     1.414          60.0        60.0         0.0      32.0      22.6
      178             562       1   0.057  0.411    232     1.091           5.6       134.4       140.0      22.6      24.7
      179             347       0   0.006  0.299    104     1.297          40.0         0.0       140.0      38.1      29.3
      180              29       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      181             363       0   0.003  0.093    124     1.297          20.0       150.0       170.0      22.6      17.4
      182             380       1   0.189  0.206    196     1.091           0.0       150.0       150.0      29.3      32.0
      183              77       0   0.035  0.045    120     1.297           0.0       150.0       150.0      49.4      38.1
      184             118       1   0.109  0.119    172     1.091           0.0        60.0        60.0      53.8      58.7
      185              29       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      186              72       1   0.033  0.138   4152     1.091           2.8        30.0        27.2      83.0      90.5
      187              29       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      188             235       1   0.290  0.290    352     1.000           0.0       170.0       170.0      41.5      41.5
      189             294       1   0.283  0.337    380     1.189           0.0         0.0         0.0      20.7      24.7
      190             191       1   0.013  0.168    108     1.189          10.0        20.0        10.0      58.7      69.8
      191              68       1   0.084  0.091    712     1.091           0.0        90.0        90.0      49.4      45.3
      192             145       0   0.000  0.004      8     1.091          10.0         0.0        10.0      69.8      64.0
      193             319       0   0.015  0.477    328     1.000          30.0       150.0       120.0      29.3      29.3
      194              56       1   0.077  0.091    832     1.189           0.0         0.0         0.0      32.0      38.1
      195              67       1   0.047  0.051    316     1.091           0.0        40.0        40.0      45.3      49.4
      196              55       0   0.009  0.519    780     1.091          50.0       170.0       120.0      64.0      58.7
      197             136       1   0.006  0.073     84     1.091          10.0        10.0        20.0      53.8      49.4
      198             243       1   0.101  0.101    100     1.000           0.0        90.0        90.0      41.5      41.5
      199             532       0   0.070  0.140     24     2.000           0.0        10.0        10.0      53.8      26.9
      200             192       1   0.615  0.671    448     1.091           0.0        50.0        50.0      69.8      76.1
      201             145       1   0.038  0.419    684     1.000          10.0        20.0        10.0      64.0      64.0
      202             172       0   0.015  0.017     28     1.189           0.0       160.0       160.0      58.7      69.8
      203             101       1   0.057  0.057    412     1.000           0.0        30.0        30.0      64.0      64.0
      204             137       1   0.111  0.252   2652     1.000           1.3        40.0        38.7     117.4     117.4
      205             515       0   0.008  0.444    236     1.091          50.0        10.0       140.0      24.7      22.6
      206             369       1   0.111  0.132     64     1.189           0.0        10.0        10.0      45.3      38.1
      207             427       1   0.086  0.102     76     1.189           0.0        90.0        90.0      26.9      32.0
      208             102       0   0.024  0.027    160     1.091           0.0       120.0       120.0      49.4      45.3
      209              73       1   0.022  0.109    504     1.091           3.6         0.0         3.6      26.9      24.7
      210              83       1   0.049  0.132    568     1.091           1.5       160.6       162.1      38.1      34.9
      211              79       0   0.011  0.012     44     1.091           0.0        20.0        20.0      58.7      64.0
      212             478       0   0.003  0.404     76     2.181          70.0        10.0       120.0      58.7      26.9
      213             207       1   0.041  0.244    668     1.091           4.5        30.0        25.5      22.6      24.7
      214              44       0   0.029  0.035    228     1.189           0.0       130.0       130.0      38.1      45.3
      215              44       1   0.084  0.092    580     1.091           0.0       130.0       130.0      41.5      45.3
      216              29       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      217             431       0   0.010  0.391     36     1.834          20.0        90.0        70.0      58.7      32.0
      218             516       0   0.003  0.318     84     1.834          50.0       150.0       100.0      49.4      26.9
      219             355       0   0.003  0.250     48     1.542          60.0        50.0       110.0      58.7      38.1
      220             197       0   0.002  0.004     12     2.378           0.0       110.0       110.0      58.7      24.7
      221              96       1   0.218  0.238    284     1.091           0.0        60.0        60.0      45.3      41.5
      222              29       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      223             100       0   0.003  0.056    256     1.542          10.0       150.0       140.0      49.4      32.0
      224             160       1   0.068  0.074    160     1.091           0.0        80.0        80.0      32.0      29.3
      225             187       1   0.382  0.382    252     1.000           0.0        10.0        10.0      45.3      45.3
      226              89       1   0.080  0.087    224     1.091           0.0        40.0        40.0      45.3      41.5
      227             484       1   0.123  0.146    200     1.189           0.0       170.0       170.0      20.7      24.7
      228             625       1   0.313  0.403    216     1.091           0.2       120.0       119.8      16.0      17.4
      229             665       0   0.044  0.048     80     1.091           0.0       100.0       100.0      16.0      17.4
      230             300       1   0.055  0.526    636     1.000           8.6       138.5       129.9      22.6      22.6
      231             167       0   0.002  0.054    144     1.091          20.0       110.0       130.0      29.3      32.0
      232             264       0   0.041  0.049     60     1.189           0.0       130.0       130.0      41.5      34.9
      233             352       0   0.004  0.240     96     1.834          30.0       120.0        90.0      69.8      38.1
      234             356       0   0.004  0.323    408     1.091          78.4        91.6       170.0      26.9      29.3
      235             330       1   0.379  0.379    144     1.000           0.0        60.0        60.0      38.1      38.1
      236              45       0   0.021  0.027    156     1.297           0.0       170.0       170.0      34.9      26.9
      237              29       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      238             201       1   0.015  0.160    224     1.000          10.0        60.0        70.0      45.3      45.3
      239              61       1   0.018  0.084    508     1.189           2.8       164.0       161.2      24.7      29.3
      240              89       1   0.165  0.179    460     1.091           0.0        40.0        40.0      41.5      38.1
      241             512       1   0.029  0.239    256     1.000           7.4       150.0       157.4      16.0      16.0
      242             197       0   0.047  0.093    272     1.542           0.3       110.0       109.7      38.1      24.7
      243             158       0   0.119  0.168    168     1.414           0.0       120.0       120.0      45.3      32.0
      244              29       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      245             112       1   0.267  0.318    640     1.189           0.0        30.0        30.0      38.1      45.3
      246             232       1   0.030  0.135    212     1.189           2.8       130.0       132.8      29.3      24.7
      247             136       1   0.127  0.139    160     1.091           0.0        20.0        20.0      45.3      49.4
      248             597       0   0.064  0.117    100     1.834           0.0        60.0        60.0      34.9      19.0
      249              29       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      250             107       1   0.167  0.182   1376     1.091           0.0        30.0        30.0      83.0      76.1
      251             159       0   0.004  0.016     96     4.000           0.0       170.0       170.0     117.4      29.3
      252             441       1   0.007  0.081     52     1.000          10.0        30.0        40.0      32.0      32.0
      253             606       1   0.075  0.530    348     1.000           6.1        93.0        86.9      19.0      19.0
      254             224       1   0.027  0.324    276     1.091          10.0       170.0         0.0      26.9      24.7
      255             105       0   0.032  0.058    180     1.834           0.0       100.0       100.0      45.3      24.7
      256             334       1   0.377  0.448    224     1.189           0.0       150.0       150.0      32.0      26.9
      257             102       0   0.002  0.025    152     1.189          10.0       120.0       130.0      41.5      34.9
      258             159       1   0.208  0.227    636     1.091           0.0       170.0       170.0      32.0      29.3
      259             217       1   0.011  0.122    168     1.000          10.0        10.0         0.0      20.7      20.7
      260             236       1   0.076  0.495    436     1.189           4.5        62.1        57.6      19.0      22.6
      261             356       0   0.004  0.334    404     1.000          80.0        90.0       170.0      29.3      29.3
      262             149       1   0.053  0.182    444     1.091           2.1       109.7       107.6      22.6      20.7
      263             391       1   0.048  0.549    224     1.091           9.5        39.5        30.0      32.0      29.3
      264             432       1   0.385  0.631    308     1.000           0.6        39.4        40.0      17.4      17.4
      265             301       0   0.001  0.034     44     1.091          38.2       161.8        20.0      29.3      32.0
      266             121       0   0.000  0.016     24     1.000          65.0       160.0        45.0      41.5      41.5
      267             215       1   0.247  0.270    136     1.091           0.0        80.0        80.0      76.1      69.8
      268             121       1   0.014  0.060     80     1.091           3.0        30.0        33.0      45.3      49.4
      269             327       0   0.014  0.387    308     1.297          20.4        64.9        85.3      24.7      32.0
      270             484       0   0.003  0.281    256     1.297          70.0       100.0       170.0      32.0      24.7
      271             293       0   0.003  0.178    196     1.297          50.0       150.0       100.0      41.5      32.0
      272             193       1   0.300  0.327    220     1.091           0.0        70.0        70.0      26.9      29.3
      273             123       1   0.029  0.279    420     1.091           7.9       170.0       162.1      29.3      32.0
      274             571       0   0.136  0.209     92     1.542           0.0        10.0        10.0      34.9      22.6
      275             359       1   0.352  0.450    664     1.091           0.2       103.3       103.5      19.0      20.7
      276              29       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      277             240       0   0.054  0.168    340     3.084           0.0        20.0        20.0     107.6      34.9
      278             581       1   0.026  0.341    184     1.189          10.0        60.0        70.0      24.7      20.7
      279             613       0   0.038  0.241    112     4.757           0.4       120.0       119.6      76.1      16.0
      280             100       1   0.039  0.085    372     1.189           0.8       139.2       140.0      26.9      32.0
      281             134       1   0.318  0.330    576     1.000           0.0        40.8        40.8      24.7      24.7
      282             335       0   0.005  0.181    332     1.414          23.2        13.2       170.0      20.7      29.3
      283             248       0   0.013  0.147     40     1.000          10.0       130.0       120.0      45.3      45.3
      284             624       0   0.029  0.128    148     4.362           0.0        30.0        30.0      76.1      17.4
      285             217       0   0.015  0.032     24     2.181           0.0         0.0         0.0      45.3      20.7
      286             392       1   0.011  0.131     96     1.091          10.0       120.0       110.0      29.3      32.0
      287             132       1   0.115  0.137    232     1.189           0.0       120.0       120.0      34.9      29.3
      288             332       1   0.241  0.263    200     1.091           0.0       160.0       160.0      34.9      38.1
      289             197       1   0.055  0.066    192     1.189           0.0       110.0       110.0      29.3      24.7
      290             173       0   0.086  0.458    372     1.542           2.5       127.5       130.0      22.6      34.9
      291             341       1   0.009  0.062    108     1.000           5.6        74.1        79.6      24.7      24.7
      292              60       0   0.000  0.002      8     1.297          10.0       160.0       150.0      45.3      58.7
      293              29       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      294              46       0   0.014  0.029    328     1.682           0.2        50.0        49.8      38.1      64.0
      295             367       0   0.004  0.142    392     1.542          24.8       164.5         9.3      16.0      24.7
      296             173       1   0.008  0.126    104     1.189          11.9       118.1       130.0      29.3      34.9
      297             534       1   0.036  0.447    152     1.189           9.5        79.5        70.0      26.9      22.6
      298             121       1   0.024  0.240    316     1.091           8.2        50.0        41.8      34.9      38.1
      299              76       0   0.006  0.042    216     1.297           4.4        10.0         5.6      29.3      38.1
      300             192       0   0.063  0.063     36     1.000           0.0        50.0        50.0      76.1      76.1
