roi,target_lat,target_lon,target_angle_deg,target_wavelength_km,closest_frame,closest_distance_km,t_start,t_end,n_frames_used,n_points,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,sse_min,csv_path,scout_roi_label,scout_roi_name,scout_frame,scout_peak_x,scout_peak_y,scout_roi_width,scout_roi_height,scout_peak_dx_from_center_px,scout_peak_dy_from_center_px,scout_wavelength_km,scout_angle_deg,smart_roi_label,smart_roi_threshold_px,out_dir
ROI_21,47.18824768066406,-82.8374252319336,77.33865356445312,37.0130615234375,562,155.90997602243274,550,574,25,7,0.3895833333333333,32.93710711724358,5.0680663441335065,82.47480281265005,8.34417937400279,-1,44.98214285714285,-32.40340399265861,4.985944898742454,0.02971840823201078,AWE\01770\remap85_from_l7a\slice_004\cluster_004_global_00052\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_21_80x80\crest_relative_amplitude_evolution.csv,22,ROI_22_80x80,AWE\01770\remap85_from_l7a\slice_004\cluster_004_global_00052\awe_radiance_pre_interpolation_frames\awe_preinterp_0550.png,48,9,80,80,8.0,-31.0,32.21969551333843,81.02258576926104,21,25.0,AWE\01770\remap85_from_l7a\slice_004\cluster_004_global_00052
