Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 22680000
n_zero_after_white   = 2016709
n_zero_after_scaled  = 22387518
sMAD_WPS min         = 0.08030025311247542
sMAD_WPS median      = 0.09120901342362679
WPS_scaled min       = -0.9251004270060839
WPS_scaled median    = -7.839650246713378e-17
WPS_scaled max       = 69.39619480108574
