Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 22680000
n_zero_after_white   = 5332178
n_zero_after_scaled  = 21409063
sMAD_WPS min         = 0.0
sMAD_WPS median      = 0.0021455061592075106
WPS_scaled min       = -0.9330742507548929
WPS_scaled median    = 0.0
WPS_scaled max       = 94.97690344619576
