Cluster power ranking (clustered only)

name = amp0p2(base)
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.03
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    1   4.268541e+02    18.09%
   2    2   2.865291e+02    12.14%
   3    0   2.656003e+02    11.25%
   4    5   2.427831e+02    10.29%
   5    3   2.320442e+02     9.83%
   6    4   1.788791e+02     7.58%
   7    7   1.713725e+02     7.26%
   8    9   1.032805e+02     4.38%
   9   15   9.144226e+01     3.87%
  10   12   8.484916e+01     3.60%
  11    6   7.303122e+01     3.09%
  12   10   6.298447e+01     2.67%
  13   11   5.182363e+01     2.20%
  14   14   4.905026e+01     2.08%
  15   13   3.859577e+01     1.64%
  16    8   7.808718e-01     0.03%
