Cluster power ranking (clustered only)

name = amp1p0
MIN_AMP = 1.0
THR = 0.25
WHITE_NOISE_THRESHOLD = 0.15
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1   11   1.795132e+04    19.09%
   2    0   1.632959e+04    17.36%
   3   13   9.197981e+03     9.78%
   4    4   7.347942e+03     7.81%
   5   24   5.578688e+03     5.93%
   6    2   4.091786e+03     4.35%
   7    3   3.983794e+03     4.24%
   8    6   3.964325e+03     4.22%
   9   23   2.632660e+03     2.80%
  10   15   2.567030e+03     2.73%
  11   18   2.450295e+03     2.61%
  12   22   2.283559e+03     2.43%
  13    8   2.247335e+03     2.39%
  14    5   2.069609e+03     2.20%
  15   14   1.594563e+03     1.70%
  16    9   1.546260e+03     1.64%
  17    1   1.399298e+03     1.49%
  18   16   1.159066e+03     1.23%
  19   10   9.132008e+02     0.97%
  20   26   8.609689e+02     0.92%
  21   19   7.364163e+02     0.78%
  22    7   6.670735e+02     0.71%
  23   17   6.177752e+02     0.66%
  24   27   4.998015e+02     0.53%
  25   20   4.162066e+02     0.44%
  26   25   2.722111e+02     0.29%
  27   12   2.623760e+02     0.28%
  28   28   2.138253e+02     0.23%
  29   21   1.915437e+02     0.20%
