cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
      160             634       1   0.108  0.136    504     1.000           0.3        17.3        17.0      16.0      16.0
      161             593       0   0.047  0.104   3144     1.297           0.7        80.3        79.6      32.0      41.5
      162             693       0   0.005  0.090   2844     1.834           9.0        93.4       102.3      29.3      53.8
      163             591       1   0.100  0.487   3684     1.091           3.5        14.7        11.2      20.7      19.0
      164             683       1   0.018  0.271   3384     1.189          11.5        92.0       103.6      45.3      53.8
      165             693       1   0.007  0.099   2656     1.091          12.5        90.0       102.5      58.7      53.8
      166             593       0   0.006  0.062   2772     1.414           5.8        80.0        74.2      58.7      41.5
      167             591       0   0.001  0.141   2060     1.091          90.0       100.3        10.3      20.7      19.0
      168             588       1   0.217  0.383  16224     1.000           0.8        23.2        24.0      34.9      34.9
      169             605       0   0.005  0.074     40     1.000          14.0        30.0        16.0      16.0      16.0
      170             591       1   0.036  0.429   2684     1.189           8.9         0.0         8.9      16.0      19.0
      171             618       1   0.169  0.184    412     1.091           0.0         0.0         0.0      19.0      17.4
      172             683       0   0.000  0.001     12     3.364          20.0        90.0       110.0      16.0      53.8
      173             652       0   0.022  0.046   2684     1.682           0.2        70.2        70.0     117.4      69.8
      174             591       0   0.002  0.234   2708     1.834          81.8        95.3        13.5      34.9      19.0
      175             679       0   0.012  0.348    816     1.091          26.1        72.1        46.0      17.4      19.0
      176             614       1   0.105  0.130    344     1.000           0.2        20.2        20.0      16.0      16.0
      177             698       1   0.043  0.051    892     1.189           0.0       110.0       110.0      64.0      53.8
      178             593       1   0.085  0.304   4848     1.091           2.3        78.6        76.3      45.3      41.5
      179             633       0   0.002  0.157    660     1.297          76.4        87.7        11.3      20.7      16.0
