Cluster power ranking (clustered only)

name = amp0p15
MIN_AMP = 0.15
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.03
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   1.669414e+03    13.57%
   2    1   1.266265e+03    10.29%
   3    4   1.012635e+03     8.23%
   4    3   7.123774e+02     5.79%
   5    5   7.036017e+02     5.72%
   6    6   6.759938e+02     5.49%
   7    2   6.433297e+02     5.23%
   8    8   5.467285e+02     4.44%
   9   16   4.506712e+02     3.66%
  10   11   4.427886e+02     3.60%
  11    7   3.937521e+02     3.20%
  12    9   3.044001e+02     2.47%
  13   17   2.773692e+02     2.25%
  14   12   2.036752e+02     1.66%
  15   29   1.758311e+02     1.43%
  16   50   1.516506e+02     1.23%
  17   13   1.448358e+02     1.18%
  18   14   1.407284e+02     1.14%
  19   26   1.334720e+02     1.08%
  20   49   1.330042e+02     1.08%
  21   28   1.197458e+02     0.97%
  22   44   1.130434e+02     0.92%
  23   36   1.086281e+02     0.88%
  24   10   1.041321e+02     0.85%
  25   42   1.018634e+02     0.83%
  26   37   1.010717e+02     0.82%
  27   33   8.809955e+01     0.72%
  28   38   7.852320e+01     0.64%
  29   55   6.917563e+01     0.56%
  30   54   6.310204e+01     0.51%
  31   20   5.932526e+01     0.48%
  32   41   5.020172e+01     0.41%
  33   18   4.672666e+01     0.38%
  34   52   4.598093e+01     0.37%
  35   79   4.581637e+01     0.37%
  36   19   4.444796e+01     0.36%
  37   40   4.417024e+01     0.36%
  38   67   4.293361e+01     0.35%
  39   72   4.284423e+01     0.35%
  40   75   3.827310e+01     0.31%
  41   24   3.708700e+01     0.30%
  42   82   3.091668e+01     0.25%
  43   77   2.969638e+01     0.24%
  44   15   2.818391e+01     0.23%
  45   27   2.768034e+01     0.22%
  46   35   2.675917e+01     0.22%
  47   65   2.523295e+01     0.21%
  48   80   2.367674e+01     0.19%
  49   23   2.171774e+01     0.18%
  50   86   2.095503e+01     0.17%
  51   45   1.905561e+01     0.15%
  52   73   1.856597e+01     0.15%
  53   64   1.848529e+01     0.15%
  54   46   1.808159e+01     0.15%
  55   30   1.705621e+01     0.14%
  56   63   1.654900e+01     0.13%
  57   66   1.615467e+01     0.13%
  58   25   1.533539e+01     0.12%
  59   88   1.507753e+01     0.12%
  60   43   1.462083e+01     0.12%
  61   85   1.429279e+01     0.12%
  62   83   1.369077e+01     0.11%
  63   53   1.357009e+01     0.11%
  64   89   1.332671e+01     0.11%
  65   78   1.271707e+01     0.10%
  66   61   1.251255e+01     0.10%
  67   93   1.248970e+01     0.10%
  68   84   1.244394e+01     0.10%
  69   39   1.212130e+01     0.10%
  70   34   1.206516e+01     0.10%
  71   76   1.198789e+01     0.10%
  72   48   1.117579e+01     0.09%
  73   51   1.063783e+01     0.09%
  74   21   1.050184e+01     0.09%
  75   31   1.025014e+01     0.08%
  76   92   1.000637e+01     0.08%
  77   56   9.536974e+00     0.08%
  78   69   8.721404e+00     0.07%
  79   70   8.382388e+00     0.07%
  80   22   7.510556e+00     0.06%
  81   91   7.390786e+00     0.06%
  82   90   5.797943e+00     0.05%
  83   71   5.372768e+00     0.04%
  84   81   5.362257e+00     0.04%
  85   47   5.246312e+00     0.04%
  86   58   3.526260e+00     0.03%
  87   87   3.221480e+00     0.03%
  88   60   2.252489e+00     0.02%
  89   62   1.997500e+00     0.02%
  90   59   1.840721e+00     0.01%
  91   32   1.786062e+00     0.01%
  92   74   1.703180e+00     0.01%
  93   57   6.731910e-01     0.01%
  94   68   1.502464e-01     0.00%
