roi,target_lat,target_lon,target_angle_deg,target_wavelength_km,closest_frame,closest_distance_km,t_start,t_end,n_frames_used,n_points,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,sse_min,csv_path,out_dir
ROI_22,47.20669937133789,-80.5436782836914,85.61856079101562,26.17218589782715,583,86.84826574724852,568,598,31,7,0.5770833333333333,25.180127751474192,4.680254221372937,84.8867964903378,10.175843461215088,-1,29.803571428571445,-36.69452539540378,6.8204462295891375,0.017940215188983553,AWE\01770\remap85_from_l7a\slice_004\cluster_000_global_00048\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_100x100\crest_relative_amplitude_evolution.csv,AWE\01770\remap85_from_l7a\slice_004\cluster_000_global_00048
