remap,source_csv,roi,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,SSE_min
remap83,C:\Users\domin\juwavelet\New Phase Speed Comparision Notebooks\AWE\09176\remap83\awe_radiance_200km_box_interpolated_frames_cropped\overlays_crests_phase\phase_speed_tables\overall_phase_speed_summary.csv,ROI_85,0.678125,39.00466585,11.0123694,54.15895739,14.76941017,-1,40.69642857,-66.79302786,18.85798737,0.500626007
remap84,C:\Users\domin\juwavelet\New Phase Speed Comparision Notebooks\AWE\09176\remap84\awe_radiance_200km_box_interpolated_frames_cropped\overlays_crests_phase\phase_speed_tables\overall_phase_speed_summary.csv,ROI_85,0.6875,38.95720699,11.03267557,54.13689099,14.74932308,-1,40.78571429,-67.63403991,19.15395065,0.454201092
remap85,C:\Users\domin\juwavelet\New Phase Speed Comparision Notebooks\AWE\09176\remap85\awe_radiance_200km_box_interpolated_frames_cropped\overlays_crests_phase\phase_speed_tables\overall_phase_speed_summary.csv,ROI_85,0.6875,38.98515267,11.00888072,54.03530959,14.69947478,-1,40.875,-67.68255671,19.11264014,0.428521411
remap86,C:\Users\domin\juwavelet\New Phase Speed Comparision Notebooks\AWE\09176\remap86\awe_radiance_200km_box_interpolated_frames_cropped\overlays_crests_phase\phase_speed_tables\overall_phase_speed_summary.csv,ROI_85,0.70625,38.95473362,11.01523987,53.99620984,14.66651027,-1,41.23214286,-69.47419348,19.64523525,0.370993999
remap87,C:\Users\domin\juwavelet\New Phase Speed Comparision Notebooks\AWE\09176\remap87\awe_radiance_200km_box_interpolated_frames_cropped\overlays_crests_phase\phase_speed_tables\overall_phase_speed_summary.csv,ROI_85,0.70625,38.95600999,11.00737888,53.89292484,14.62663701,-1,41.19642857,-69.47646983,19.63121549,0.359296301
