Cluster power ranking (clustered only)
rank  kcl      P_abs           P_pct
   1    0   1.098984e+05    68.06%
   2    2   1.983368e+04    12.28%
   3    6   6.053321e+03     3.75%
   4    1   5.260836e+03     3.26%
   5    8   3.240884e+03     2.01%
   6   12   1.614364e+03     1.00%
   7   19   1.284073e+03     0.80%
   8   11   1.165215e+03     0.72%
   9   14   1.079542e+03     0.67%
  10    4   9.236167e+02     0.57%
  11   24   8.453558e+02     0.52%
  12    7   7.840620e+02     0.49%
  13    3   7.337002e+02     0.45%
  14   15   6.856666e+02     0.42%
  15   27   5.939838e+02     0.37%
  16   18   5.185091e+02     0.32%
  17   38   4.595353e+02     0.28%
  18   20   4.474533e+02     0.28%
  19    9   4.269813e+02     0.26%
  20   17   3.646403e+02     0.23%
  21   42   3.425598e+02     0.21%
  22   10   3.155528e+02     0.20%
  23   54   2.941349e+02     0.18%
  24   40   2.917656e+02     0.18%
  25   29   2.638715e+02     0.16%
  26   73   2.343801e+02     0.15%
  27   22   2.200868e+02     0.14%
  28    5   2.146578e+02     0.13%
  29   32   1.978379e+02     0.12%
  30   65   1.736633e+02     0.11%
  31   16   1.647848e+02     0.10%
  32   34   1.585396e+02     0.10%
  33   63   1.241597e+02     0.08%
  34   56   1.178046e+02     0.07%
  35   37   1.158109e+02     0.07%
  36   71   1.144928e+02     0.07%
  37   45   1.033683e+02     0.06%
  38   66   9.987817e+01     0.06%
  39   60   9.617474e+01     0.06%
  40   55   9.564073e+01     0.06%
  41   36   9.062689e+01     0.06%
  42   57   7.887930e+01     0.05%
  43   58   7.716453e+01     0.05%
  44   33   7.683109e+01     0.05%
  45   35   7.668352e+01     0.05%
  46   28   7.545366e+01     0.05%
  47   43   7.124794e+01     0.04%
  48   69   6.576858e+01     0.04%
  49   70   6.552887e+01     0.04%
  50   23   6.546000e+01     0.04%
  51   46   5.547689e+01     0.03%
  52   26   5.187337e+01     0.03%
  53   47   4.547060e+01     0.03%
  54   50   4.411287e+01     0.03%
  55   68   4.402255e+01     0.03%
  56   25   4.399169e+01     0.03%
  57   74   4.140485e+01     0.03%
  58   52   4.032667e+01     0.02%
  59   62   3.957929e+01     0.02%
  60   72   3.836260e+01     0.02%
  61   59   3.727355e+01     0.02%
  62   51   3.602776e+01     0.02%
  63   67   3.586665e+01     0.02%
  64   39   3.211420e+01     0.02%
  65   21   3.202439e+01     0.02%
  66   44   2.822119e+01     0.02%
  67   41   2.228213e+01     0.01%
  68   48   2.018091e+01     0.01%
  69   30   1.817453e+01     0.01%
  70   64   1.506025e+01     0.01%
  71   13   1.421230e+01     0.01%
  72   53   1.367327e+01     0.01%
  73   61   1.143935e+01     0.01%
  74   31   8.570563e+00     0.01%
  75   49   8.275366e+00     0.01%
