Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   2.211539e+04    28.18%
   2    7   2.175842e+04    27.73%
   3    8   1.039426e+04    13.25%
   4    1   4.698440e+03     5.99%
   5    2   4.347828e+03     5.54%
   6    4   3.766866e+03     4.80%
   7    3   3.658377e+03     4.66%
   8    6   3.567255e+03     4.55%
   9   10   2.316726e+03     2.95%
  10    9   1.294569e+03     1.65%
  11    5   5.489806e+02     0.70%
