cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
       61             289       1   0.204  0.229   2844     1.000           0.1       170.0       169.9      26.9      26.9
       62             336       0   0.102  0.360   3156     1.414           1.5         6.0         7.5      41.5      58.7
       63             294       1   0.208  0.239   4960     1.091           0.1       159.9       160.0      34.9      38.1
       64             273       1   0.091  0.207   4572     1.091           1.1       138.4       139.5      26.9      29.3
       65             296       1   0.064  0.356   2572     1.091           4.1       164.1       160.0      32.0      29.3
       66             306       1   0.337  0.466   3028     1.000           0.4         0.4         0.0      24.7      24.7
       67             288       1   0.173  0.345   2624     1.091           0.8       158.3       159.1      26.9      29.3
       68             290       1   0.047  0.447   3476     1.091           7.7        26.2        18.5      22.6      24.7
       69             294       1   0.108  0.208   5504     1.000           0.9       159.1       160.0      38.1      38.1
       70             307       1   0.278  0.329   1452     1.091           0.1         4.3         4.3      17.4      19.0
       71             369       1   0.026  0.305    440     1.091           9.6        10.0        19.6      26.9      29.3
       72             276       1   0.046  0.583  40468     1.091          10.7       150.6       161.3      98.7      90.5
       73             369       0   0.003  0.145    308     1.542          35.6       163.9        19.5      20.7      32.0
       74             338       1   0.390  0.549    788     1.000           0.4       167.8       168.2      19.0      19.0
       75             277       1   0.191  0.312  10336     1.000           0.6       169.4       170.0      34.9      34.9
       76             303       1   0.232  0.446   9660     1.000           0.9       164.2       165.1      45.3      45.3
       77             295       1   0.376  0.444   1980     1.000           0.2       150.0       149.8      32.0      32.0
       78             296       1   0.180  0.196    704     1.091           0.0       160.0       160.0      24.7      26.9
       79             425       1   0.152  0.237    428     1.000           0.6         1.8         2.4      19.0      19.0
       80             277       1   0.185  0.202   6440     1.091           0.0       170.0       170.0      38.1      34.9
       81             383       1   0.424  0.504    528     1.189           0.0         0.0         0.0      22.6      26.9
       82             387       1   0.043  0.477   1092     1.189           8.3       118.3       110.0      24.7      29.3
       83             308       1   0.018  0.211    952     1.091          10.0         0.0       170.0      26.9      24.7
       84             319       0   0.003  0.308    448     1.297          89.9        79.9       170.0      19.0      24.7
       85             275       1   0.142  0.155   5544     1.091           0.0         0.0         0.0      45.3      49.4
       86             352       0   0.003  0.203    828     2.000          31.8        87.8       119.7      17.4      34.9
       87             402       0   0.003  0.221    708     6.727          10.0       110.0       120.0      16.0     107.6
       88             366       0   0.020  0.225   1412     3.364           2.3         2.3         0.0      26.9      90.5
       89             274       1   0.147  0.219  10568     1.189           0.3       165.4       165.7      64.0      53.8
       90             369       0   0.008  0.226    144     1.834          14.7         4.2        18.9      16.0      29.3
       91             282       1   0.375  0.397  22324     1.000           0.1         3.4         3.4      90.5      90.5
       92             281       1   0.400  0.400   4844     1.000           0.0         0.0         0.0      34.9      34.9
       93             350       1   0.045  0.294    592     1.000           5.5        16.5        22.0      20.7      20.7
       94             397       1   0.100  0.256    380     1.091           1.4        18.6        20.0      17.4      19.0
       95             273       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       96             395       0   0.004  0.407    696     1.414          70.0        90.0        20.0      19.0      26.9
       97             380       0   0.036  0.263    696     2.594           1.8       109.4       111.2      20.7      53.8
       98             327       0   0.003  0.346    428     1.297          75.5        90.4        14.9      16.0      20.7
       99             344       1   0.185  0.485   1412     1.091           1.4       151.3       149.9      26.9      29.3
      100             307       0   0.003  0.127    548     1.297          28.0       152.2         0.1      17.4      22.6
      101             395       0   0.001  0.031     48     1.000          40.0       160.0        20.0      26.9      26.9
      102             343       1   0.263  0.263   1200     1.000           0.0         0.0         0.0      34.9      34.9
      103             285       1   0.165  0.409   1636     1.000           1.5        10.2         8.7      24.7      24.7
      104             273       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      105             381       0   0.003  0.047    152     1.542          10.0       140.0       150.0      22.6      34.9
      106             425       1   0.009  0.090     80     1.000           9.5        10.0         0.5      16.0      16.0
      107             392       0   0.002  0.134    252     1.542          39.7         0.3        40.0      16.0      24.7
      108             369       0   0.008  0.248    164     1.414          19.8         0.2        20.0      20.7      29.3
      109             344       1   0.221  0.407   1080     1.000           0.8       149.0       149.9      29.3      29.3
      110             397       1   0.019  0.219    452     1.000          10.8        30.1        19.3      19.0      19.0
      111             362       1   0.054  0.280   1548     1.000           4.2        96.9        92.7      32.0      32.0
      112             279       1   0.245  0.430  19164     1.000           0.8       161.7       162.5     117.4     117.4
      113             301       1   0.150  0.545    916     1.091           2.3       149.4       151.7      20.7      22.6
