cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
       65             938       1   0.806  0.806  49988     1.000           0.0         0.0         0.0     117.4     117.4
       66             939       0   0.059  0.227  12136     3.834           0.0       170.0       170.0      29.3     112.5
       67             939       1   0.689  0.751  40668     1.091           0.0       170.0       170.0     107.6     117.4
       68             938       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       69             939       0   0.000  0.096   5460     6.169          79.1        90.9       170.0      19.0     117.4
       70             938       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       71             938       0   0.000  0.128   8056     5.187          88.1        91.9         0.0      22.6     117.4
       72             938       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       73             938       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       74             938       0   0.001  0.120   8520     1.682          86.0        86.0         0.0      69.8     117.4
       75             939       0   0.000  0.038   2020     6.169          78.7        91.3       170.0      19.0     117.4
       76             938       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
