Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1   10   2.851945e+04    24.95%
   2    1   2.609308e+04    22.82%
   3    4   2.260209e+04    19.77%
   4    0   1.464559e+04    12.81%
   5   14   7.369581e+03     6.45%
   6   11   3.129442e+03     2.74%
   7    5   2.629419e+03     2.30%
   8    8   2.553635e+03     2.23%
   9    2   2.432736e+03     2.13%
  10    6   2.183663e+03     1.91%
  11    9   8.245738e+02     0.72%
  12    7   7.157282e+02     0.63%
  13    3   3.779896e+02     0.33%
  14   12   1.302923e+02     0.11%
  15   13   1.219289e+02     0.11%
