Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    4   3.532243e+04    32.58%
   2    0   3.499752e+04    32.28%
   3    3   6.470569e+03     5.97%
   4   16   6.274190e+03     5.79%
   5   10   5.132638e+03     4.73%
   6    1   4.032405e+03     3.72%
   7    2   3.426351e+03     3.16%
   8   11   2.801491e+03     2.58%
   9    6   1.794170e+03     1.66%
  10   14   1.528092e+03     1.41%
  11    8   1.458793e+03     1.35%
  12   12   1.323015e+03     1.22%
  13   13   1.037224e+03     0.96%
  14    7   9.911619e+02     0.91%
  15    5   8.363997e+02     0.77%
  16   15   6.864695e+02     0.63%
  17    9   2.915919e+02     0.27%
