image_index,pt1,pt2,pt3,pt4,pt5,pt6,pt7
0,-0.7186903077989442,0.06637048454352823,0.5499895710715759,1.0,0.7186620368451793,0.2851758404050908,-0.5193020580896474
1,-0.5329029615706478,0.2646679356963535,0.5748016681886101,0.8699867030839259,0.7050410485267677,0.3863755236199029,-0.3640213693392722
2,-0.8133936141163175,-0.2701170074732475,0.2511879576585079,0.8965170937684801,0.8906412950797449,0.4970092730533864,-0.3899739961754075
3,-0.5078710100134989,0.2685029850643361,0.676655333818162,0.7883705677579673,0.1539997174669585,-0.35979383759061756,-0.9431915568628547
4,-0.5024412786432608,0.21519437260844265,0.6340792480283424,0.8794820166346122,0.43892006568406483,-0.018566089817960596,-0.7151667320205686
5,-0.8407139926551326,-0.09139196550458639,0.4249276016268051,0.9227318807963774,0.7604256841572063,0.39959922015098415,-0.4145072956234819
6,-0.8006200530476738,-0.07007477774539195,0.43284548658103694,0.9329779367281037,0.5733517387442266,0.08379603435025151,-0.6919035752350258
7,-0.6060878304249501,0.14562736016265476,0.5689449111922034,0.9823022665479182,0.7425324343260244,0.3083551834599729,-0.6552374387386298
8,-0.5783486051945769,0.23084120658284402,0.6567693825970173,0.9972238584659738,0.6922017045949429,0.23816664194726567,-0.6388403887341235
9,-0.7263105715952349,0.12873206555755434,0.630789245108687,0.949455950410387,0.5436098086233994,0.10678351269869979,-0.6198839379194071
10,-0.7049040592099861,0.0360200880844066,0.5176892269375493,0.9252534736058944,0.5775961552152975,0.11000700346937697,-0.6517219875555837
11,-0.28688371327831874,0.317129970204574,0.6066032228636822,0.8071165353536132,0.486707979278995,0.07947768874234318,-0.6364957668224678
12,-0.3858478257610063,0.3712565151512568,0.7015315567684435,0.9493635283247939,0.6667925159360542,0.269545816212732,-0.5233743514778258
13,-0.738973798921428,-0.1947659706133431,0.3155453453695476,0.8816683258604618,0.7882883649122057,0.3807294117992308,-0.49768317627481395
14,-0.4467172556723439,0.3890475621568832,0.7903143250287508,0.9860191065712718,0.5673698799200626,0.13810797511491835,-0.6149865289218
15,-0.5275094078333435,0.17139906160518237,0.5866812674476596,0.9630951167911725,0.6864787034145068,0.2692710417344648,-0.5318790755846432
16,-0.6367969163314202,0.13996610645370855,0.6071314639271514,0.8671780277893801,0.47125551500121765,0.03658915039609112,-0.6574602114551977
17,-0.44493710118365215,0.21981063574242476,0.5631144035745987,0.7114781628813658,0.3956506787230534,0.01763298340311681,-0.4598108887119914
18,-0.03867774065274321,0.5384809474469083,0.7224421063800486,0.6077396173793115,0.1590808588951267,-0.18551751882988454,-0.6400399023152576
19,-0.554305310444798,0.3485772077233136,0.7564138145348149,0.9257719844722698,0.5132158515427447,0.0464839981161711,-0.7050187853189616
20,-0.45315054813135036,0.34204379617405634,0.7231650847635156,0.9856694052839687,0.5950208811843767,0.10732692353458417,-0.7144927019601944
21,-0.24822292455205908,0.3127257811836217,0.5719826606205527,0.5512938114974901,0.061949493957517365,-0.2922455853349125,-0.5560044056759696
22,-0.5525311894920939,0.2833777894931637,0.6827027956093548,0.9883375480524073,0.53793862181971,-0.010079973208105275,-0.7715013928212763
23,-0.9758613347820438,0.004794407633676334,0.41124016164285937,0.9360920416554821,0.8933572675952768,0.43670137650658236,-0.47705332496733677
24,-0.38721779343983753,0.3862105844084196,0.6916198364800203,0.6190831691602676,0.00010978858820731574,-0.3552497968729036,-0.555487236029019
25,-0.4032427855157156,0.43430171852547805,0.7964400914772523,0.8388925301030676,0.3090596208408325,-0.10010107441478322,-0.5742013498036741
26,-0.1500122464849839,0.5505055265761474,0.8084070130456964,0.8060330113111827,0.3307133617117737,-0.0678520922364797,-0.6912110859115972
27,-0.5251411665974424,0.3537769096366097,0.7705860270971727,0.9408214819780993,0.3493303141333193,-0.1407972530200986,-0.7492308449704955
28,-0.4567099152251529,0.3307528316787447,0.7087907315565236,0.8553258196088633,0.4200407296112416,-0.004372214700004262,-0.6661144308717402
29,-0.13102435092392306,0.5956457559949282,0.9058176909503093,0.8990729480075117,0.2882221624605652,-0.17777574619407188,-0.7897906121163341
30,-0.46657124113241066,0.37309563336272045,0.7655719395338041,0.9547567443109546,0.547338867784243,0.12375186364451762,-0.584263894320374
31,-0.63137992502254,0.22382452148010934,0.6708151666601385,0.8660888807884439,0.2671970862099202,-0.23067085940083798,-0.6862527849794859
32,-0.433341371605077,0.33605132226530876,0.7083511811359209,0.9640395586991024,0.4853983054908544,-0.002013294710068614,-0.7368366344423029
33,-0.641011918310847,0.3534194432701103,0.8382888981005907,0.9006861454418191,0.2084979015168673,-0.22550721039232124,-0.6947692195433779
34,-0.16757097209880167,0.5310253748114289,0.784843674155119,0.8107692281436774,0.24277653932120336,-0.22965016639236546,-0.7365476196989955
35,0.20321772191221288,0.6477249952542594,0.7899464243980794,0.5293259930811709,-0.1137081249319426,-0.4877565867930662,-0.7757119998998574
36,-0.11037122330646154,0.5321929642654077,0.8179480880306298,0.7755637220516929,0.18104899920504058,-0.24078073658615917,-0.6610616385702477
37,-0.1172397576060118,0.6325133510768508,0.9114733736260865,0.8676303158354282,0.2688757087458373,-0.1800929708005896,-0.7665488875420813
38,-0.12100597421663328,0.5644930548681262,0.7813230005286405,0.6608104798594994,0.03857350462500042,-0.34979310208787306,-0.6776391990976933
39,-0.08789025151487084,0.6350855873060344,0.8631733678353608,0.7467553380798948,0.13164406983409327,-0.3133500940591948,-0.8065498026539882
40,-0.10099109710700649,0.6874945668607622,0.9217334443765577,0.7959319959298807,0.09075525862883471,-0.37053984439047494,-0.7772560674847341
41,0.09218693088333452,0.6590670216948136,0.8446893063715832,0.6983804608424913,0.0004461462437506114,-0.41877851747097683,-0.7154234587455344
42,-0.11198612955393816,0.450001323843491,0.673440631248212,0.6101702318817275,0.14085756865476484,-0.1960696506017371,-0.4354517296098541
43,-0.11357940511963871,0.3673936028327811,0.5532428765784234,0.5880770327690839,0.2614791644979886,-0.04448825473117868,-0.8330517371894938
44,0.36547779706982486,0.6802829788784404,0.6789285600628148,0.07377035857316949,-0.3825072002127575,-0.6119367508713134,-0.660885044950541
45,-0.01581393686307775,0.6885719995189956,0.8867012093300832,0.5238100041005669,-0.15590763224439197,-0.4380862212310568,-0.46946657906126366
46,0.11699863423772117,0.8039844638637039,0.9476295751028374,0.6587593109323244,0.0002177980562274584,-0.4584519283258348,-0.8320905653529778
47,-0.24668118914977621,0.5706740120269536,0.8978498091848843,0.8826707518798576,0.2431035842469651,-0.2618150464320448,-0.791679886974588
48,0.03951967115847688,0.6542151541945098,0.9069898855567537,0.8707113244361369,0.2004493893984558,-0.2971111673413538,-0.7748500566323993
49,-0.4047297000375274,0.3001052205296557,0.7132613762155213,0.9948881482977785,0.5511105154507427,0.002359901122230612,-0.5801919918433632
50,-0.05826164056298533,0.6562898490917617,0.9037706147053661,0.8065423587715166,0.2035211378747963,-0.25473570158125014,-0.7827987842519832
51,0.45347361162142263,0.722491357891446,0.6742396894472396,0.3331119159442051,-0.2794855722544507,-0.5504292883581281,-0.6083094475685769
52,0.11986814886782882,0.5781558676875822,0.7370849126909245,0.6204170739705501,-0.006315717986350333,-0.4085713543869184,-0.7738269118160246
53,0.13579794631713527,0.716808208246992,0.784333500610644,0.4350910870489433,-0.1380131411223816,-0.4222087285837699,-0.5162654957005958
54,0.04832023391765228,0.4971640647284492,0.6605846584217601,0.5966278582032913,0.14859811629429376,-0.26125173989793615,-0.729225850740606
55,-0.04862190112753362,0.8184388411081542,0.9823576265895106,0.44821108149804556,-0.44652091035750086,-0.7718795021803764,-0.7432768498166664
56,0.3392737576683209,0.8557119212019386,0.9404134540616456,0.7370170576477486,0.018713512565930568,-0.5632976733203745,-0.9876682771287147
57,-0.03145650969670377,0.04390083325403382,0.3052712824652397,0.47210253047786144,0.323115918772227,0.10269405268288789,-0.27999266242472876
58,0.08289729791833067,0.6549904569916001,0.8021925014729256,0.5799027276798507,-0.11845908816827722,-0.576705403382206,-0.9114518332735085
59,-0.12916590416749651,0.3584314979186969,0.5192772244590924,0.3275157677936953,-0.1865544517562402,-0.40987872702269124,-0.40581011176263904
60,0.2266131545933847,0.6824274865973563,0.7108556266155417,0.37205944863645546,-0.18488418490614977,-0.4869632819290016,-0.6537730382785717
61,0.27341186688050745,0.876789581834708,0.9211410716669974,0.34159992117723026,-0.40962104254230847,-0.6582221603294138,-0.7007756347930414
62,0.506863919639434,0.8858287708235981,0.90332578178216,0.5231293907769057,-0.10678673890725543,-0.46953789030720305,-0.7732259917190372
63,0.024904957653460125,0.6504198226794067,0.8494892518921824,0.6604993012690263,-0.16944294114814162,-0.6758138887904312,-0.7533335770957834
64,0.017208461723858814,0.38322482820791026,0.4783143510719985,0.4082447447927673,0.15426561499879732,-0.1631033416019062,-0.43587682488859547
65,0.22456068134394247,0.653490731062756,0.6699527059351675,0.309077670954534,-0.21439215541808165,-0.4796548247970992,-0.5601495024595775
66,0.2529223157589795,0.5312373646635422,0.6356668516046964,0.5838978582882737,0.15043302784107015,-0.256395956564897,-0.8170449419431853
67,0.1844011363586382,0.8424137036868553,0.9905414858485342,0.543245496731269,-0.42510933863214384,-0.8205725632726676,-0.8531542212832921
68,0.15237328814939333,0.37547040987314517,0.32168846691663266,-0.13054180555157202,-0.4642445431729374,-0.5138206354595917,-0.26338440149252673
69,0.4774833463798682,0.8305217233031241,0.843357613136088,0.5199623302367173,0.08183690885833439,-0.13856198053337387,-0.2649037905686631
70,0.27173412096638594,0.7166690210248963,0.8426276636440615,0.6707879495469813,0.03918406075857295,-0.42882395031194587,-0.8317774611637231
