roi,window_index,start_row,end_row,start_frame,end_frame,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,SSE_min
ROI_fixed,0,0,29,0.0,29.0,0.2770833333333333,88.61111261272256,16.182289874052362,86.93764051526026,8.882465113319261,-1,44.01785714285714,-62.0016728613852,11.322835402193622,0.06897017002544506
ROI_fixed,1,5,34,5.0,34.0,0.3020833333333333,88.59964988333063,16.205541795984914,86.96816632564328,8.87097917388017,-1,44.28571428571429,-67.58706456798684,12.362182030817616,0.07669501632533589
