roi,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,SSE_min
ROI_fixed,0.2895833333333333,88.60338527392115,16.197302412938487,86.95360117997343,8.877813445782866,-1,44.196428571428584,-64.79309003090823,11.84461824178477,0.1231946470916126
