Cluster power ranking (clustered only)

name = rednoise4
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.03
WPS_NOISE_THRESHOLD = 4.0

rank  kcl      P_abs           P_pct
   1    0   1.720634e+04    59.41%
   2    1   3.564128e+03    12.31%
   3    8   1.562720e+03     5.40%
   4    2   1.528633e+03     5.28%
   5   18   1.296913e+03     4.48%
   6    3   7.074677e+02     2.44%
   7   10   4.070053e+02     1.41%
   8    4   3.562121e+02     1.23%
   9   16   2.778153e+02     0.96%
  10   13   2.699319e+02     0.93%
  11    6   2.503426e+02     0.86%
  12   19   2.204785e+02     0.76%
  13   20   2.097862e+02     0.72%
  14   11   2.046948e+02     0.71%
  15    5   1.979371e+02     0.68%
  16   14   1.654455e+02     0.57%
  17    9   1.428788e+02     0.49%
  18   17   1.366396e+02     0.47%
  19   12   1.132729e+02     0.39%
  20   15   1.044940e+02     0.36%
  21    7   4.022470e+01     0.14%
