Cluster power ranking (clustered only)
rank  kcl      P_abs           P_pct
   1    2   4.452254e+03    48.25%
   2    0   1.674764e+03    18.15%
   3    4   1.063568e+03    11.53%
   4    5   8.207844e+02     8.89%
   5    9   4.329417e+02     4.69%
   6    1   2.806229e+02     3.04%
   7    6   2.255651e+02     2.44%
   8    7   1.344503e+02     1.46%
   9    3   1.048547e+02     1.14%
  10    8   3.845705e+01     0.42%
