Cluster power ranking (clustered only)

name = base
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   7.136264e+03    37.47%
   2    1   2.870614e+03    15.07%
   3    2   2.483523e+03    13.04%
   4    5   6.596840e+02     3.46%
   5   10   4.703830e+02     2.47%
   6    3   4.457298e+02     2.34%
   7    6   4.004652e+02     2.10%
   8   11   3.830753e+02     2.01%
   9   20   3.645861e+02     1.91%
  10    7   3.530946e+02     1.85%
  11    4   3.339026e+02     1.75%
  12   12   3.259724e+02     1.71%
  13   19   2.945200e+02     1.55%
  14   17   2.218242e+02     1.16%
  15   18   1.946637e+02     1.02%
  16   15   1.929854e+02     1.01%
  17   16   1.848246e+02     0.97%
  18    8   1.719037e+02     0.90%
  19   29   1.669886e+02     0.88%
  20   25   1.503997e+02     0.79%
  21   22   1.311406e+02     0.69%
  22   31   1.249371e+02     0.66%
  23   38   1.247661e+02     0.66%
  24    9   1.139771e+02     0.60%
  25   30   9.120186e+01     0.48%
  26   26   7.002597e+01     0.37%
  27   35   6.713576e+01     0.35%
  28   21   6.566226e+01     0.34%
  29   40   6.031124e+01     0.32%
  30   33   5.778123e+01     0.30%
  31   28   4.964675e+01     0.26%
  32   39   4.844655e+01     0.25%
  33   23   4.188863e+01     0.22%
  34   34   3.974044e+01     0.21%
  35   37   3.595609e+01     0.19%
  36   27   3.419990e+01     0.18%
  37   13   2.831880e+01     0.15%
  38   32   2.163325e+01     0.11%
  39   14   1.230253e+01     0.06%
  40   36   1.175161e+01     0.06%
  41   24   9.660356e+00     0.05%
