Cluster power ranking (clustered only)

name = base
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    6   1.330727e+03    12.86%
   2    2   1.189340e+03    11.49%
   3    1   1.040209e+03    10.05%
   4    0   8.666740e+02     8.38%
   5   11   7.140784e+02     6.90%
   6   10   6.393068e+02     6.18%
   7    3   5.045704e+02     4.88%
   8    9   4.975261e+02     4.81%
   9   18   4.742214e+02     4.58%
  10   21   4.191718e+02     4.05%
  11    5   4.063734e+02     3.93%
  12   17   4.024815e+02     3.89%
  13   15   3.605231e+02     3.48%
  14    7   3.192261e+02     3.09%
  15    8   2.825042e+02     2.73%
  16   14   2.003218e+02     1.94%
  17   22   1.876171e+02     1.81%
  18   12   1.804877e+02     1.74%
  19   13   7.400520e+01     0.72%
  20   20   6.873720e+01     0.66%
  21   19   6.140344e+01     0.59%
  22   16   4.481211e+01     0.43%
  23   23   4.255185e+01     0.41%
  24    4   4.047329e+01     0.39%
