Cluster power ranking (clustered only)
rank  kcl      P_abs           P_pct
   1    0   6.622244e+04    27.11%
   2    3   4.270622e+04    17.49%
   3    2   2.664926e+04    10.91%
   4   19   1.903061e+04     7.79%
   5    1   1.503646e+04     6.16%
   6   18   1.053965e+04     4.32%
   7    5   1.012404e+04     4.15%
   8   22   8.561945e+03     3.51%
   9    6   7.618112e+03     3.12%
  10    4   5.370852e+03     2.20%
  11   17   3.251751e+03     1.33%
  12   24   3.011664e+03     1.23%
  13   10   2.930977e+03     1.20%
  14    7   2.852986e+03     1.17%
  15   12   2.788127e+03     1.14%
  16    8   2.407189e+03     0.99%
  17   11   2.351009e+03     0.96%
  18   15   2.247848e+03     0.92%
  19   14   1.919938e+03     0.79%
  20   23   1.798927e+03     0.74%
  21    9   1.585870e+03     0.65%
  22   21   1.565290e+03     0.64%
  23   25   1.541382e+03     0.63%
  24   26   1.082615e+03     0.44%
  25   20   5.203333e+02     0.21%
  26   13   3.772705e+02     0.15%
  27   16   1.374833e+02     0.06%
