roi,target_lat,target_lon,target_angle_deg,target_wavelength_km,closest_frame,closest_distance_km,t_start,t_end,n_frames_used,n_points,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,sse_min,csv_path,scout_roi_label,scout_roi_name,scout_frame,scout_peak_x,scout_peak_y,scout_roi_width,scout_roi_height,scout_peak_dx_from_center_px,scout_peak_dy_from_center_px,scout_wavelength_km,scout_angle_deg,smart_roi_label,smart_roi_threshold_px,out_dir
ROI_33,32.76896667480469,-101.23567962646484,77.7142105102539,67.88224792480469,935,146.21412975188105,923,947,25,7,1.3333333333333333,61.30326944493468,8.305955477230249,82.8891503089617,8.901137224030931,-1,39.464285714285715,-206.40831462940966,27.966180058014302,15.804557765557487,AWE\01772\remap85_from_l7a\slice_006\cluster_001_global_00006\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_33_120x120\crest_relative_amplitude_evolution.csv,22,ROI_22_120x120,AWE\01772\remap85_from_l7a\slice_006\cluster_001_global_00006\awe_radiance_pre_interpolation_frames\awe_preinterp_0923.png,89,98,120,120,29.0,38.0,60.13583571266497,80.33379792832255,33,25.0,AWE\01772\remap85_from_l7a\slice_006\cluster_001_global_00006
