slice,cluster_in_slice,global_cluster_index,status,point_source,selection_method,selected_y,selected_x,raw_peak_y,raw_peak_x,selected_global_x,latitude,longitude,amplitude_K,target_wavelength_km,target_dominant_angle_deg,target_bearing_deg,target_true_angle_deg,temperature_K,u_navgem_m_per_s,v_navgem_m_per_s,NN_or_N2_navgem,intrinsic_speed_c_minus_w_m_per_s,m2_1_per_m2,lambda_z_km,New_MF_m2_s2,New_MF_u_m2_s2,New_MF_v_m2_s2,MF_m2_s2,MFz_m2_s2,MFm_m2_s2,finite_pixels,phase_speed_m_per_s,phase_speed_error_m_per_s,phase_direction,phase_avg_wavelength_km,phase_avg_wavelength_error_km,phase_avg_angle_deg,phase_avg_angle_error_deg,phase_closest_frame,phase_closest_distance_km,phase_fit_sse,excluded_from_mf_sums_sse_gt_threshold,phase_summary_csv,phase_output_dir,plot_path,file,orbit_tag,orbit_id,version,error_message
3,0,0,ok,saved representative point,0,174,598,174,598,2398,48.537864685058594,-104.19178009033203,1.197218894958496,52.3443717956543,109.99999850756943,335.58892822265625,85.58892822265625,187.14999389648438,-14.445732116699219,-40.71495819091797,0.0003310104366391897,-111.47668335569784,2.6636282288598956e-08,38.49843398681117,4.120432235330491,-0.3169095390546512,-4.1082271297978155,0.8856893181800842,0.005239213816821575,0.8804501295089722,6096,153.18208616792,21.48157484649226,1,45.49507959187225,6.380027729408202,84.10739296021535,10.955926132477483,567,47.47302850014835,1.8708569880779211,True,AWE\01771\remap85_from_l7a\slice_003\cluster_000_global_00000\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_80x80\phase_speed_from_l7a_point_summary.csv,AWE\01771\remap85_from_l7a\slice_003\cluster_000_global_00000,plots_l7a_cluster_debug\01771\slice_003\awe_l7a_tmp_2024075T0711_01771_v23_slice_003_cluster_000_global_00000_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0711_01771_v23.nc,2024075T0711_01771,01771,v23,
3,1,-1,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l7\2024\03_v23\awe_l7a_tmp_2024075T0711_01771_v23.nc,2024075T0711_01771,01771,v23,No amplitude data collected for ROI_22_80x80.
4,0,2,ok,saved representative point,0,156,62,156,62,2462,47.78568649291992,-102.83806610107422,3.8479695320129395,24.0,79.99999767274336,334.5733642578125,54.57334899902344,159.97999572753906,-11.659554481506348,-38.173118591308594,0.00038734637200832367,106.8691602449595,3.391522471715691e-08,34.117917827155324,96.21606099465978,55.77260966948142,78.40246427239235,27.308921813964844,9.175962448120117,18.132959365844727,12700,-69.00489610988772,8.60336710510307,-1,20.494454144636656,2.5552000302156124,59.606821000915616,9.842985724615023,583,11.985882347445433,5.723681261541386,True,AWE\01771\remap85_from_l7a\slice_004\cluster_000_global_00002\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_80x80\phase_speed_from_l7a_point_summary.csv,AWE\01771\remap85_from_l7a\slice_004\cluster_000_global_00002,plots_l7a_cluster_debug\01771\slice_004\awe_l7a_tmp_2024075T0711_01771_v23_slice_004_cluster_000_global_00002_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0711_01771_v23.nc,2024075T0711_01771,01771,v23,
4,1,3,ok,saved representative point,0,116,562,116,562,2962,42.8817253112793,-92.26087188720703,2.9584574699401855,28.540969848632812,130.00000134084985,327.0035705566406,97.00357055664062,189.3699951171875,9.111699104309082,-28.455408096313477,0.0006555367726832628,74.62864919952888,1.1770255682453945e-07,18.314156449536338,10.826133052663533,-1.3200436094444672,10.745354426129397,9.687763214111328,0.14403004944324493,9.543732643127441,17036,-45.27455905829615,6.434874508384699,-1,25.765832891619556,3.6620986423765385,97.22870289614052,10.069974019602219,714,67.14596275403254,0.007561729611014461,False,AWE\01771\remap85_from_l7a\slice_004\cluster_001_global_00003\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_80x80\phase_speed_from_l7a_point_summary.csv,AWE\01771\remap85_from_l7a\slice_004\cluster_001_global_00003,plots_l7a_cluster_debug\01771\slice_004\awe_l7a_tmp_2024075T0711_01771_v23_slice_004_cluster_001_global_00003_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0711_01771_v23.nc,2024075T0711_01771,01771,v23,
4,2,4,ok,saved representative point,0,152,60,152,60,2460,47.736778259277344,-102.93102264404297,2.8439102172851562,33.941123962402344,79.99999767274336,334.6356201171875,54.635623931884766,169.74000549316406,-11.598183631896973,-38.019229888916016,0.00038920919178053737,-56.85445894623063,1.204076350409063e-07,18.107264900998125,17.436157662282618,-10.091600610345834,-14.218972928634628,9.369599342346191,3.138624668121338,6.2309746742248535,12296,94.57140612658175,12.996171821657528,1,28.087707619594784,3.8598630310322863,57.51371751517658,9.754362888341271,583,4.327433511471878,6.042291572853493,True,AWE\01771\remap85_from_l7a\slice_004\cluster_002_global_00004\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_80x80\phase_speed_from_l7a_point_summary.csv,AWE\01771\remap85_from_l7a\slice_004\cluster_002_global_00004,plots_l7a_cluster_debug\01771\slice_004\awe_l7a_tmp_2024075T0711_01771_v23_slice_004_cluster_002_global_00004_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0711_01771_v23.nc,2024075T0711_01771,01771,v23,
4,3,5,ok,saved representative point,0,106,328,106,328,2728,44.86884307861328,-97.32759094238281,2.2728071212768555,52.3443717956543,149.99999734394112,330.5629577636719,120.56295013427734,192.72000122070312,6.958589553833008,-46.92536163330078,0.0006080860621295869,112.63576032119279,4.793055514285414e-08,28.699454286141485,5.68269153077809,-2.889562221222267,4.893200711565189,3.0101318359375,0.7782896757125854,2.231842041015625,75644,-68.69135667553577,9.472786143081297,-1,47.136653707169096,6.500314765620554,122.21205809091889,9.695060254504138,653,86.87070329256409,0.003357961410867163,False,AWE\01771\remap85_from_l7a\slice_004\cluster_003_global_00005\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_80x80\phase_speed_from_l7a_point_summary.csv,AWE\01771\remap85_from_l7a\slice_004\cluster_003_global_00005,plots_l7a_cluster_debug\01771\slice_004\awe_l7a_tmp_2024075T0711_01771_v23_slice_004_cluster_003_global_00005_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0711_01771_v23.nc,2024075T0711_01771,01771,v23,
4,4,6,ok,saved representative point,1,84,436,72,430,2836,43.58357620239258,-95.27738189697266,2.108827829360962,24.0,130.00000134084985,329.0957336425781,99.09573364257812,186.30999755859375,13.944747924804688,-41.25347137451172,0.0006990813417360187,84.10671996204914,9.882488512220383e-08,19.98695843338449,6.916105119560033,-1.0933294702391299,6.829139088809886,6.047593593597412,0.15113364160060883,5.896460056304932,15028,-41.167537772042984,5.4205642056690575,-1,22.421563265644505,2.952266029265257,98.76025233949282,9.453269693577624,681,130.2759595174751,0.00969221966994051,False,AWE\01771\remap85_from_l7a\slice_004\cluster_004_global_00006\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_80x80\phase_speed_from_l7a_point_summary.csv,AWE\01771\remap85_from_l7a\slice_004\cluster_004_global_00006,plots_l7a_cluster_debug\01771\slice_004\awe_l7a_tmp_2024075T0711_01771_v23_slice_004_cluster_004_global_00006_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0711_01771_v23.nc,2024075T0711_01771,01771,v23,
4,5,7,ok,saved representative point,0,134,554,134,554,2954,43.22686767578125,-92.18547821044922,2.0785365104675293,62.24829864501953,130.00000134084985,326.952880859375,96.95288848876953,180.91000366210938,7.620480060577393,-27.999256134033203,0.0006590210250578821,143.8188508612928,3.186160444412758e-08,35.200274282606976,5.132788184920239,-0.6213397741083178,5.095041848343135,2.402406930923462,0.03520460054278374,2.3672022819519043,94324,-115.10301771667923,16.6609716761397,-1,56.82800417554907,8.225759730391259,98.25929715921151,9.378710231836338,712,31.837324711121347,0.009403270559872378,False,AWE\01771\remap85_from_l7a\slice_004\cluster_005_global_00007\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_80x80\phase_speed_from_l7a_point_summary.csv,AWE\01771\remap85_from_l7a\slice_004\cluster_005_global_00007,plots_l7a_cluster_debug\01771\slice_004\awe_l7a_tmp_2024075T0711_01771_v23_slice_004_cluster_005_global_00007_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0711_01771_v23.nc,2024075T0711_01771,01771,v23,
4,6,8,ok,saved representative point,1,75,598,64,598,2998,41.923484802246094,-92.07353973388672,0.8874037861824036,26.17218589782715,149.99999734394112,326.8638610839844,116.86385345458984,185.75999450683594,9.171592712402344,-28.191139221191406,0.0006255324115045369,64.88317134705554,1.485886644221501e-07,16.299978396730168,1.0296255046350395,-0.4652590213692004,0.9185111446408987,0.9878297448158264,0.201703280210495,0.786126434803009,204,-35.589955834442996,4.80142608035078,-1,24.16049573218188,3.259482390546701,110.63377657787498,9.126406577525398,723,148.01602396240216,0.05955089099403689,False,AWE\01771\remap85_from_l7a\slice_004\cluster_006_global_00008\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_80x80\phase_speed_from_l7a_point_summary.csv,AWE\01771\remap85_from_l7a\slice_004\cluster_006_global_00008,plots_l7a_cluster_debug\01771\slice_004\awe_l7a_tmp_2024075T0711_01771_v23_slice_004_cluster_006_global_00008_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0711_01771_v23.nc,2024075T0711_01771,01771,v23,
4,7,9,ok,saved representative point,0,106,372,106,372,2772,44.48104476928711,-96.37466430664062,2.0397791862487793,114.16387939453125,139.99999934239548,329.8756103515625,109.87561798095703,181.5500030517578,7.423195838928223,-46.55900573730469,0.0006704746629111469,100.55260726269621,6.631254538937294e-08,24.399561369432984,1.8234280123284439,-0.6199276826889405,1.714811763541404,1.2526477575302124,0.14478854835033417,1.1078592538833618,98388,-54.24325215749191,7.118213709946055,-1,106.294405877279,13.948763525634499,106.66102311610999,11.151840478924013,664,86.84649964431146,0.009129168763139224,False,AWE\01771\remap85_from_l7a\slice_004\cluster_007_global_00009\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_13_120x120\phase_speed_from_l7a_point_summary.csv,AWE\01771\remap85_from_l7a\slice_004\cluster_007_global_00009,plots_l7a_cluster_debug\01771\slice_004\awe_l7a_tmp_2024075T0711_01771_v23_slice_004_cluster_007_global_00009_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0711_01771_v23.nc,2024075T0711_01771,01771,v23,
