Cluster power ranking (clustered only)
rank  kcl      P_abs           P_pct
   1    0   9.421526e+04    23.57%
   2    4   4.561842e+04    11.41%
   3    6   3.071287e+04     7.68%
   4   10   2.335001e+04     5.84%
   5    9   1.903314e+04     4.76%
   6    3   1.790713e+04     4.48%
   7   25   1.652208e+04     4.13%
   8   24   1.556755e+04     3.90%
   9   20   1.528599e+04     3.82%
  10   12   1.456970e+04     3.65%
  11    2   1.362477e+04     3.41%
  12    1   1.189094e+04     2.98%
  13   27   1.157457e+04     2.90%
  14    8   1.148628e+04     2.87%
  15   17   6.729405e+03     1.68%
  16    7   6.111654e+03     1.53%
  17   33   5.821801e+03     1.46%
  18   16   5.277870e+03     1.32%
  19   13   5.244261e+03     1.31%
  20    5   5.162296e+03     1.29%
  21   22   5.117341e+03     1.28%
  22   28   3.023898e+03     0.76%
  23   15   2.503341e+03     0.63%
  24   30   2.388820e+03     0.60%
  25   23   2.206523e+03     0.55%
  26   11   1.925608e+03     0.48%
  27   26   1.575312e+03     0.39%
  28   19   1.267265e+03     0.32%
  29   14   9.961270e+02     0.25%
  30   32   9.686094e+02     0.24%
  31   18   7.693616e+02     0.19%
  32   21   5.938055e+02     0.15%
  33   29   3.609545e+02     0.09%
  34   31   2.722048e+02     0.07%
