cluster_a  cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
        0         11       0   0.110  0.290   8928     2.181           0.2        67.0        67.2      32.0      69.8
        0        155       0   0.072  0.101   1524     1.297           0.1        69.9        70.0      32.0      24.7
        0         76       0   0.067  0.306   4424     1.297           2.5        67.5        70.0      32.0      41.5
        0          9       0   0.067  0.351   9848     1.414           2.7        65.8        68.5      32.0      22.6
        0        109       1   0.062  0.103   1696     1.091           0.5        60.0        59.5      32.0      29.3
        0          8       1   0.058  0.327  10848     1.091           4.1        66.9        71.0      32.0      34.9
        0         49       0   0.050  0.081   1380     1.414           0.1        60.1        60.0      32.0      22.6
        0         38       0   0.041  0.262   4276     1.297           3.9        66.1        70.0      32.0      24.7
        0        147       0   0.036  0.043    592     1.189           0.0        70.0        70.0      32.0      26.9
        0          3       1   0.035  0.250  12148     1.000           6.1        66.7        60.6      32.0      32.0
        0         59       1   0.026  0.182   2644     1.091           5.3        65.3        60.0      29.3      32.0
        0         70       0   0.026  0.039    568     1.542           0.0        60.0        60.0      32.0      49.4
        0        128       0   0.024  0.053    756     1.542           0.4        60.4        60.0      32.0      20.7
        0          4       1   0.019  0.290  11300     1.091          13.1        66.6        53.5      32.0      29.3
        0         88       1   0.017  0.210   3068     1.091          10.0        70.0        80.0      32.0      34.9
        0        195       0   0.016  0.049    644     1.297           1.3        68.7        70.0      32.0      41.5
        0         56       0   0.015  0.110   1808     2.594           1.8        68.2        70.0      32.0      83.0
        0        187       0   0.014  0.077   1028     1.542           2.5        62.5        60.0      22.6      34.9
        0         27       1   0.013  0.121   2156     1.091           7.6        62.9        70.5      32.0      29.3
        0        189       0   0.012  0.062    816     1.542           2.4        67.4        65.0      24.7      16.0
        0         34       0   0.011  0.090   1388     1.682           4.0        66.0        70.0      32.0      53.8
        0          1       0   0.009  0.190  13000     1.091          17.7        66.5        48.8      32.0      34.9
        0         30       0   0.009  0.231   4144     1.189          20.3        67.2        46.8      32.0      38.1
        0        174       0   0.008  0.256   3668     1.091          27.9        67.1        95.0      32.0      29.3
        0        183       1   0.007  0.089   1192     1.189          10.0        70.0        80.0      32.0      38.1
        0        178       0   0.007  0.052    688     2.000           3.0        67.0        70.0      24.7      49.4
        0         84       1   0.006  0.079   1040     1.189           9.7        69.7        60.0      32.0      38.1
        0        291       0   0.006  0.011    152     1.297           0.5        60.0        59.5      32.0      24.7
        0         39       0   0.006  0.204   3828     1.414          24.5        65.5        90.0      32.0      22.6
        0          2       0   0.005  0.222  12160     2.000          19.3        66.6        47.3      32.0      64.0
        0         72       1   0.005  0.064    924     1.189           9.0        65.5        74.5      29.3      34.9
        0        200       1   0.005  0.064    848     1.091          10.0        70.0        80.0      32.0      34.9
        0        124       0   0.005  0.087   1188     1.542           9.6        70.0        60.4      32.0      20.7
        0         81       0   0.005  0.103   1608     1.682          11.2        60.1        71.3      32.0      19.0
        0        163       0   0.005  0.147   2124     1.189          24.4        66.6        91.0      32.0      26.9
        0        342       0   0.005  0.041    540     1.189           6.2        66.2        60.0      32.0      26.9
        0        130       0   0.005  0.215   3092     1.414          30.9        67.5        98.3      32.0      22.6
        0        239       0   0.004  0.103   1376     1.091          24.2        69.1        44.9      29.3      32.0
        0        263       0   0.004  0.041    540     1.297           7.7        64.4        72.1      24.7      19.0
        0         55       0   0.004  0.161   2396     2.594          16.7        66.7        50.0      29.3      76.1
        0         19       0   0.003  0.174   3488     2.000          24.6        64.6        40.0      32.0      64.0
        0        171       0   0.003  0.117   1872     1.091          33.8        66.2       100.0      26.9      24.7
        0          6       0   0.003  0.103   1952     1.542          22.2        60.0        37.8      32.0      49.4
        0         28       0   0.003  0.255   4192     2.000          45.5        65.5        20.0      32.0      64.0
        0          0       0   0.003  0.218  12892     2.000          39.0        66.6        27.6      32.0      64.0
        0        197       0   0.003  0.072    972     1.091          25.1        64.6        39.5      24.7      26.9
        0        165       0   0.003  0.082   1096     1.542          20.0        60.0        80.0      32.0      20.7
        0        277       0   0.003  0.028    368     1.000          10.0        70.0        80.0      32.0      32.0
        0          7       0   0.002  0.111   2124     1.297          33.5        60.2        26.7      32.0      41.5
        0        102       0   0.002  0.035    528     1.414          10.0        70.0        60.0      32.0      45.3
        0        270       0   0.002  0.050    656     1.414          14.8        65.2        80.0      29.3      20.7
        0         42       0   0.002  0.070   1120     1.189          25.5        64.5        90.0      32.0      26.9
        0        344       0   0.002  0.016    216     1.091           5.9        65.9        60.0      32.0      34.9
        0        331       0   0.002  0.025    332     1.414           7.6        67.6        60.0      32.0      22.6
        0        365       0   0.002  0.025    328     1.091          10.5        60.5        50.0      22.6      20.7
        0        107       0   0.002  0.146   2096     1.189          69.4        69.4         0.0      32.0      38.1
        0        308       0   0.002  0.090   1280     1.297          40.0        60.0       100.0      32.0      24.7
        0        207       0   0.002  0.041    540     1.414          16.5        63.5        80.0      32.0      45.3
        0        237       0   0.002  0.087   1144     1.297          39.3        64.9        25.6      24.7      32.0
        0         68       0   0.002  0.057    780     1.682          20.0        70.0        50.0      32.0      53.8
        0         25       0   0.002  0.014    460     1.189           6.7        63.7        70.4      32.0      38.1
        0        324       0   0.002  0.041    540     1.189          21.2        68.8        90.0      26.9      32.0
        0         10       0   0.002  0.197   4372     2.000          62.5        64.1         1.5      32.0      64.0
        0         67       0   0.001  0.027    392     1.297          12.9        67.1        80.0      32.0      24.7
        0        310       0   0.001  0.049    672     1.000          32.4        68.3       100.6      32.0      32.0
        0         29       0   0.001  0.183   3568     2.594          46.7        63.4       110.1      32.0      83.0
        0        282       0   0.001  0.018    240     1.189          10.0        70.0        60.0      32.0      38.1
        0         41       0   0.001  0.163   4432     1.414          82.1        67.8       165.7      32.0      45.3
        0        202       0   0.001  0.105   1388     1.414          55.9        68.6        12.7      32.0      22.6
        0         77       0   0.001  0.098   1476     1.189          64.1        61.4       125.5      32.0      38.1
        0         44       0   0.001  0.101   1500     1.834          44.7        64.7        20.0      32.0      58.7
        0        304       0   0.001  0.046    628     1.414          26.2        64.4        90.6      29.3      20.7
        0        293       0   0.001  0.050    720     1.834          22.6        61.4        84.0      32.0      17.4
        0        223       0   0.001  0.021    284     1.414          12.5        67.5        80.0      26.9      38.1
        0        182       0   0.001  0.107   1492     1.189          80.0        70.0       170.0      32.0      38.1
        0        337       0   0.001  0.034    448     1.000          30.0        70.0       100.0      32.0      32.0
        0        261       0   0.001  0.097   1436     1.091          84.7        60.0       155.3      32.0      29.3
        0         33       0   0.001  0.182   2656     2.181          80.0        70.0       170.0      32.0      69.8
        0         23       0   0.001  0.012    276     1.091          10.0        60.0        50.0      34.9      38.1
        0         26       0   0.001  0.167   2432     2.378          70.0        70.0         0.0      32.0      76.1
        0        320       0   0.001  0.016    216     1.542          10.2        68.4        58.1      32.0      20.7
        0         45       0   0.001  0.239   5296     3.668          68.3        68.3         0.0      32.0     117.4
        0        285       0   0.001  0.070   1016     1.297          57.9        60.8       118.8      32.0      24.7
        0        292       0   0.001  0.014    188     1.414          10.0        60.0        50.0      32.0      22.6
        0        159       0   0.001  0.001     20     1.682           0.0        70.0        70.0      32.0      53.8
        0          5       0   0.001  0.199   8232     3.668          61.9        67.6         5.6      32.0     117.4
        0        166       0   0.001  0.020    268     2.181          10.0        70.0        80.0      32.0      69.8
        0        312       0   0.001  0.025    332     1.542          18.5        68.5        50.0      22.6      34.9
        0        256       0   0.001  0.004     52     1.414           2.3        62.3        60.0      24.7      34.9
        0         12       0   0.001  0.106   2616     1.834          70.0        70.0         0.0      32.0      58.7
        0         15       0   0.001  0.184   3988     2.828          79.6        69.6       170.0      32.0      90.5
        0        149       0   0.001  0.052    684     2.000          32.8        67.2       100.0      32.0      64.0
        0         24       0   0.001  0.114   2392     2.181          71.1        61.1       170.0      32.0      69.8
        0         61       0   0.001  0.050    720     1.189          57.7        60.9         3.2      32.0      38.1
