Cluster power ranking (clustered only)

name = amp0p2(base)
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.03
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   1.398301e+04    53.56%
   2    1   3.560821e+03    13.64%
   3    2   1.528633e+03     5.86%
   4    8   9.986409e+02     3.83%
   5   20   9.605037e+02     3.68%
   6    3   7.074677e+02     2.71%
   7    9   6.185376e+02     2.37%
   8   13   4.338361e+02     1.66%
   9   11   4.070053e+02     1.56%
  10   22   4.001791e+02     1.53%
  11    4   3.562121e+02     1.36%
  12   12   3.285725e+02     1.26%
  13   18   2.834144e+02     1.09%
  14    6   2.503426e+02     0.96%
  15   21   2.204785e+02     0.84%
  16    5   1.979371e+02     0.76%
  17   15   1.833291e+02     0.70%
  18   16   1.512071e+02     0.58%
  19   10   1.428788e+02     0.55%
  20   19   1.366396e+02     0.52%
  21   14   1.132729e+02     0.43%
  22   17   1.044630e+02     0.40%
  23    7   4.022470e+01     0.15%
