Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 22680000
n_zero_after_white   = 8920089
n_zero_after_scaled  = 19811497
sMAD_WPS min         = 0.0
sMAD_WPS median      = 0.00112385489663622
WPS_scaled min       = -0.8787353661326985
WPS_scaled median    = 0.0
WPS_scaled max       = 68.61640194301226
