cluster_a  cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
      112        326       0   0.009  0.196   9252     1.000          20.0       100.0        80.0     117.4     117.4
      112        328       0   0.006  0.087   4052     1.297          10.0       100.0        90.0     117.4      90.5
      112        324       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      112        325       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      112        327       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      112        329       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      113        325       1   0.172  0.267    572     1.091           0.4       102.8       102.4      17.4      19.0
      113        329       0   0.013  0.211    552     1.834           7.8       101.5        93.7      17.4      32.0
      113        324       0   0.012  0.170    772     1.682           7.5       102.2        94.7      17.4      29.3
      113        327       0   0.001  0.031    832     5.657           6.9       102.2        95.3      17.4      98.7
      113        326       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      113        328       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      114        324       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      114        325       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      114        326       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      114        327       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      114        328       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      114        329       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      115        324       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      115        325       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      115        326       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      115        327       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      115        328       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      115        329       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
