Cluster power ranking (clustered only)

name = wnoisep01
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.01
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   1.110393e+05    39.26%
   2    3   2.243817e+04     7.93%
   3    7   2.040234e+04     7.21%
   4    4   1.709396e+04     6.04%
   5   11   1.704643e+04     6.03%
   6   10   1.292096e+04     4.57%
   7    2   1.054148e+04     3.73%
   8    9   5.085746e+03     1.80%
   9    5   4.727287e+03     1.67%
  10   13   4.018523e+03     1.42%
  11   18   3.200289e+03     1.13%
  12   24   3.068372e+03     1.08%
  13   15   2.372767e+03     0.84%
  14   41   2.041163e+03     0.72%
  15   23   1.711932e+03     0.61%
  16   27   1.667300e+03     0.59%
  17    6   1.607790e+03     0.57%
  18    1   1.554765e+03     0.55%
  19   25   1.395407e+03     0.49%
  20   64   1.326541e+03     0.47%
  21    8   1.246938e+03     0.44%
  22   26   1.188081e+03     0.42%
  23   36   1.052479e+03     0.37%
  24   28   1.029851e+03     0.36%
  25   60   9.180868e+02     0.32%
  26   16   8.441358e+02     0.30%
  27   66   8.218676e+02     0.29%
  28   30   7.993648e+02     0.28%
  29   52   7.430173e+02     0.26%
  30   74   7.078132e+02     0.25%
  31   61   7.055739e+02     0.25%
  32   78   6.758418e+02     0.24%
  33   37   6.677105e+02     0.24%
  34   33   6.456813e+02     0.23%
  35   19   6.435032e+02     0.23%
  36   20   6.015746e+02     0.21%
  37   35   5.939563e+02     0.21%
  38   21   5.808150e+02     0.21%
  39   32   5.688927e+02     0.20%
  40  133   5.004828e+02     0.18%
  41   67   4.945050e+02     0.17%
  42   22   4.820347e+02     0.17%
  43   71   4.733096e+02     0.17%
  44   29   4.484705e+02     0.16%
  45   14   4.480916e+02     0.16%
  46   97   4.421753e+02     0.16%
  47   72   4.304046e+02     0.15%
  48  101   4.285046e+02     0.15%
  49   48   4.111530e+02     0.15%
  50   63   3.983988e+02     0.14%
  51  105   3.905309e+02     0.14%
  52   44   3.722437e+02     0.13%
  53   70   3.711354e+02     0.13%
  54   96   3.612902e+02     0.13%
  55   53   3.216550e+02     0.11%
  56   56   3.095777e+02     0.11%
  57  125   3.085809e+02     0.11%
  58   38   2.871908e+02     0.10%
  59   49   2.823368e+02     0.10%
  60   17   2.793303e+02     0.10%
  61   39   2.750178e+02     0.10%
  62   59   2.724568e+02     0.10%
  63   42   2.614880e+02     0.09%
  64   51   2.590011e+02     0.09%
  65   95   2.569839e+02     0.09%
  66   75   2.522216e+02     0.09%
  67   58   2.455348e+02     0.09%
  68   31   2.384329e+02     0.08%
  69   55   2.337237e+02     0.08%
  70  118   2.280965e+02     0.08%
  71  164   2.278730e+02     0.08%
  72   45   2.240197e+02     0.08%
  73  187   2.020178e+02     0.07%
  74   80   2.006177e+02     0.07%
  75   98   1.936884e+02     0.07%
  76   46   1.905638e+02     0.07%
  77   12   1.834803e+02     0.06%
  78  121   1.765278e+02     0.06%
  79  109   1.757743e+02     0.06%
  80   54   1.729550e+02     0.06%
  81   57   1.722903e+02     0.06%
  82   68   1.567296e+02     0.06%
  83  113   1.565303e+02     0.06%
  84   50   1.564691e+02     0.06%
  85   34   1.558893e+02     0.06%
  86  145   1.555778e+02     0.06%
  87  157   1.451369e+02     0.05%
  88  117   1.446566e+02     0.05%
  89  139   1.403881e+02     0.05%
  90   79   1.357733e+02     0.05%
  91  159   1.303620e+02     0.05%
  92  250   1.274332e+02     0.05%
  93   40   1.217066e+02     0.04%
  94  136   1.212659e+02     0.04%
  95  104   1.189659e+02     0.04%
  96  257   1.098583e+02     0.04%
  97  221   1.069499e+02     0.04%
  98  152   1.062274e+02     0.04%
  99  229   1.060612e+02     0.04%
 100  209   1.059406e+02     0.04%
 101  111   1.056658e+02     0.04%
 102   62   9.898709e+01     0.03%
 103  175   9.566773e+01     0.03%
 104  154   9.350173e+01     0.03%
 105  119   9.331165e+01     0.03%
 106  188   9.113952e+01     0.03%
 107   77   9.093304e+01     0.03%
 108  247   9.033936e+01     0.03%
 109  245   8.975245e+01     0.03%
 110   84   8.974854e+01     0.03%
 111  273   8.704754e+01     0.03%
 112  180   8.479984e+01     0.03%
 113  114   8.398540e+01     0.03%
 114  243   7.917005e+01     0.03%
