Cluster power ranking (clustered only)

name = rednoise4
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.03
WPS_NOISE_THRESHOLD = 4.0

rank  kcl      P_abs           P_pct
   1    0   2.119062e+04    44.37%
   2    6   3.420798e+03     7.16%
   3    5   2.822310e+03     5.91%
   4    9   2.439795e+03     5.11%
   5    1   2.096244e+03     4.39%
   6   22   1.110956e+03     2.33%
   7    2   1.106401e+03     2.32%
   8   13   1.041621e+03     2.18%
   9   12   9.575708e+02     2.01%
  10   14   9.249469e+02     1.94%
  11    7   9.198064e+02     1.93%
  12    3   8.287003e+02     1.74%
  13   11   7.652740e+02     1.60%
  14   16   7.593264e+02     1.59%
  15   23   6.367111e+02     1.33%
  16   15   6.358530e+02     1.33%
  17   26   5.077009e+02     1.06%
  18    4   4.680131e+02     0.98%
  19   21   4.382930e+02     0.92%
  20   33   4.061048e+02     0.85%
  21   27   3.646366e+02     0.76%
  22   35   3.174822e+02     0.66%
  23   38   2.754667e+02     0.58%
  24   31   2.650516e+02     0.56%
  25   18   2.089449e+02     0.44%
  26   50   2.069470e+02     0.43%
  27   53   2.045135e+02     0.43%
  28   40   1.912343e+02     0.40%
  29   29   1.695415e+02     0.36%
  30   17   1.653247e+02     0.35%
  31   42   1.592722e+02     0.33%
  32   39   1.346359e+02     0.28%
  33   51   1.138101e+02     0.24%
  34   43   1.057570e+02     0.22%
  35   46   1.034029e+02     0.22%
  36   30   1.032233e+02     0.22%
  37   47   9.501940e+01     0.20%
  38   19   8.829627e+01     0.18%
  39   48   7.873341e+01     0.16%
  40   45   7.554507e+01     0.16%
  41   54   7.349113e+01     0.15%
  42   10   6.889399e+01     0.14%
  43   24   6.854112e+01     0.14%
  44   36   6.548772e+01     0.14%
  45   41   6.476226e+01     0.14%
  46   52   6.450102e+01     0.14%
  47   44   6.436628e+01     0.13%
  48   28   6.425057e+01     0.13%
  49    8   6.165368e+01     0.13%
  50   32   5.855220e+01     0.12%
  51   34   5.409921e+01     0.11%
  52   20   4.401254e+01     0.09%
  53   49   3.872025e+01     0.08%
  54   25   3.061009e+01     0.06%
  55   55   1.984458e+01     0.04%
  56   37   1.120979e+01     0.02%
