roi,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,SSE_min
ROI_85,0.7062499999999999,38.95473361677991,11.01523987383538,53.99620984477406,14.666510266516969,-1,41.232142857142854,-69.47419347689598,19.64523525478847,0.37099399884961554
