image_index,wavelength_km,pt1,pt2,pt3,pt4,pt5,pt6,pt7
0,26.908685288118868,-0.7775396010759714,-0.09325703753222714,0.6972873237983341,1.0,0.7316140366534494,0.04855235383510115,-0.5872039635181041
1,26.908685288118868,-0.7394988948171122,-0.01548495733765698,0.7639531151376742,0.9907334560000458,0.5978298353609992,-0.17279360626179807,-0.7715973254658828
2,26.908685288118868,-0.7186204200568308,0.02468926538616545,0.7703080956014356,0.973276919887943,0.5600401020146895,-0.22383180389639,-0.8151391587090893
3,25.39841683149119,-0.7435056055497624,0.008072413836226922,0.7574072454197189,0.9494301546397028,0.4964198571525731,-0.3320183930811733,-0.8800497166331291
