cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
      407             421       1   0.040  0.112   1532     1.000           1.8        50.0        48.2      24.7      24.7
      408             652       0   0.008  0.270    684     1.834          17.8        50.0        32.2      34.9      19.0
      409             532       1   0.091  0.341    956     1.091           2.4       132.4       130.0      49.4      45.3
      410             473       1   0.019  0.226    596     1.091          10.0        80.0        90.0      64.0      58.7
      411             657       1   0.003  0.052     80     1.091          14.4       130.0       115.6      32.0      29.3
      412             818       1   0.117  0.117    240     1.000           0.0        40.0        40.0      29.3      29.3
      413             549       1   0.576  0.576   2160     1.000           0.0       120.0       120.0      49.4      49.4
      414             537       1   0.528  0.576    304     1.091           0.0        50.0        50.0      41.5      38.1
      415             605       0   0.022  0.122    264     1.297           3.3        13.3        10.0      69.8      53.8
      416             432       1   0.018  0.109   1064     1.091           4.6       151.6       156.2      58.7      53.8
      417             740       1   0.490  0.682    704     1.000           0.4        39.8        39.4      22.6      22.6
      418             488       1   0.585  0.696    896     1.189           0.0       120.0       120.0      38.1      45.3
      419             572       1   0.558  0.609    704     1.091           0.0        30.0        30.0      45.3      49.4
      420             927       0   0.010  0.203    308     1.091          18.5        81.5       100.0      24.7      22.6
      421             455       1   0.130  0.142    740     1.091           0.0       110.0       110.0      45.3      41.5
      422             543       1   0.312  0.432   1028     1.091           0.3        99.0        99.3      34.9      32.0
      423             532       1   0.025  0.331    584     1.189          10.0       140.0       130.0      53.8      45.3
      424             716       1   0.089  0.097     84     1.091           0.0       110.0       110.0      45.3      49.4
      425             657       1   0.091  0.305    564     1.000           2.3       110.0       107.7      29.3      29.3
      426             692       1   0.132  0.569    712     1.091           2.9        88.2        85.2      29.3      32.0
      427             491       0   0.103  0.189    608     1.834           0.0        80.0        80.0      64.0      34.9
      428             685       1   0.137  0.436    640     1.045           2.1       109.4       107.4      29.3      30.7
      429             597       1   0.205  0.243    480     1.189           0.0       120.0       120.0      83.0      69.8
      430             624       1   0.462  0.504    500     1.091           0.0        20.0        20.0      26.9      29.3
      431             927       0   0.009  0.183    336     1.000          20.0        80.0       100.0      22.6      22.6
      432             472       1   0.125  0.398   1576     1.091           1.9        70.0        68.1      41.5      38.1
      433             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      434             589       1   0.288  0.288    612     1.000           0.0        30.0        30.0      69.8      69.8
      435             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      436             565       1   0.202  0.202    344     1.000           0.0        70.0        70.0      64.0      64.0
      437             724       1   0.094  0.094    144     1.000           0.0       110.0       110.0      38.1      38.1
      438             467       1   0.058  0.186   1708     1.000           2.2       141.3       143.5      24.7      24.7
      439             641       1   0.197  0.315    420     1.091           0.5        69.5        70.0      32.0      29.3
      440             522       0   0.009  0.009     36     1.000           0.0        20.0        20.0      20.7      20.7
      441             509       1   0.593  0.593    716     1.000           0.0        10.0        10.0      38.1      38.1
      442             778       0   0.024  0.508    128     1.000          20.0        20.0         0.0      16.0      16.0
      443             445       1   0.058  0.069    484     1.091           0.1       120.0       120.1      53.8      58.7
      444             595       0   0.011  0.413    516     1.834          20.0        20.0        40.0      49.4      90.5
      445             429       1   0.010  0.109    512     1.000           9.6       160.0       169.6      38.1      38.1
      446             958       0   0.004  0.286    288     3.364          20.0       160.0         0.0      58.7      17.4
      447             740       0   0.044  0.105    148     2.378           0.0        40.0        40.0      58.7      24.7
      448             420       0   0.019  0.025    344     1.297           0.0        40.0        40.0      69.8      53.8
      449             424       1   0.009  0.103    704     1.091           9.4       100.0        90.6      34.9      32.0
      450             426       1   0.018  0.153   1500     1.000           7.5       120.0       112.5      34.9      34.9
      451             462       0   0.000  0.011     80     1.189          50.0        70.0        20.0      58.7      49.4
      452            1062       0   0.000  0.057     52     3.668          40.0        40.0         0.0      64.0      17.4
      453             935       1   0.009  0.102     60     1.091          10.0        30.0        20.0      26.9      24.7
      454             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      455             652       0   0.002  0.426   1988     4.000          57.2       160.0        37.2      83.0      20.7
      456             907       0   0.001  0.106    116     2.828          30.0       150.0         0.0      53.8      19.0
      457             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      458             622       1   0.141  0.319   1004     1.091           1.1        67.3        68.4      24.7      22.6
      459             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      460             688       0   0.023  0.046    100     2.000           0.0       140.0       140.0      41.5      83.0
      461             765       1   0.010  0.107     96     1.000          10.0       120.0       130.0      29.3      29.3
      462             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      463             468       1   0.139  0.254    580     1.091           0.7       120.0       120.7      41.5      38.1
      464             745       1   0.074  0.728    472     1.000           8.8       140.0       131.2      22.6      22.6
      465             937       1   0.009  0.120     76     1.189          10.0        60.0        50.0      29.3      24.7
      466             502       1   0.021  0.343   3868     1.091          14.0        70.0        56.0     107.6      98.7
      467             802       0   0.066  0.066     36     1.000           0.0       110.0       110.0      34.9      34.9
      468             442       0   0.032  0.041    352     1.297           0.0        50.0        50.0      49.4      38.1
      469             619       1   0.389  0.424    112     1.091           0.0        30.0        30.0      58.7      64.0
      470             431       1   0.017  0.175    400     1.091           8.7        30.0        38.7      41.5      38.1
      471             597       0   0.045  0.058     28     1.297           0.0       120.0       120.0      53.8      69.8
      472             507       1   0.131  0.156    324     1.189           0.0        70.0        70.0      49.4      41.5
      473             563       1   0.318  0.318    720     1.000           0.0        40.0        40.0      38.1      38.1
      474             457       1   0.093  0.153   1124     1.000           0.6       151.7       152.4      22.6      22.6
      475             463       0   0.093  0.121   1580     1.297           0.0        30.0        30.0      98.7      76.1
      476             850       0   0.001  0.150     84     2.594          40.0        20.0        60.0      64.0      24.7
      477             466       1   0.005  0.055    576     1.091          10.0       100.0        90.0      34.9      32.0
      478             433       1   0.066  0.072    580     1.091           0.0       100.0       100.0      29.3      32.0
      479             550       1   0.007  0.096    208     1.189          10.0        10.0         0.0      32.0      26.9
      480             798       1   0.252  0.252    268     1.000           0.0        60.0        60.0      32.0      32.0
      481             441       0   0.000  0.003     28     1.834          70.0        40.0       150.0      58.7     107.6
      482             927       0   0.000  0.004      4     3.364          60.0       160.0       100.0      69.8      20.7
      483             568       1   0.675  0.675    208     1.000           0.0        80.0        80.0      45.3      45.3
      484             562       0   0.002  0.111     16     1.091          40.0        30.0        70.0      69.8      76.1
      485             427       1   0.137  0.150   1392     1.091           0.0        50.0        50.0      19.0      20.7
      486             670       0   0.012  0.485    320     1.297          30.0       120.0        90.0      34.9      45.3
      487             658       0   0.001  0.010     16     1.091          10.0        60.0        50.0      34.9      38.1
      488             669       1   0.688  0.750    240     1.091           0.0       140.0       140.0      26.9      24.7
      489             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      490             715       1   0.131  0.512    440     1.000           2.9       100.0       102.9      34.9      34.9
      491             962       0   0.001  0.069     16     2.275          20.0        60.0        40.0      53.8      23.7
      492             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      493             542       1   0.139  0.139    180     1.000           0.0        80.0        80.0      49.4      49.4
      494             441       1   0.008  0.100    896     1.091           9.9       160.0       169.9      83.0      90.5
      495             487       1   0.043  0.078    288     1.091           0.7        80.0        80.7      29.3      32.0
      496             689       1   0.110  0.131    244     1.189           0.0       170.0       170.0      19.0      22.6
      497             528       1   0.016  0.211     92     1.189          10.0       110.0       100.0      29.3      24.7
      498             694       0   0.007  0.373    316     1.000          50.0        80.0        30.0      32.0      32.0
      499             538       0   0.006  0.117    332     1.682          10.0        30.0        20.0      38.1      64.0
      500             969       0   0.020  0.037     28     1.834           0.0        90.0        90.0      41.5      22.6
      501             605       0   0.007  0.104     68     1.414          10.0        20.0        10.0      76.1      53.8
      502             821       1   0.051  0.055     52     1.091           0.0        40.0        40.0      29.3      32.0
      503             428       0   0.003  0.004      8     1.542           0.0       110.0       110.0      49.4      32.0
      504             427       1   0.049  0.054    500     1.091           0.0        50.0        50.0      22.6      20.7
      505             570       1   0.027  0.322    396     1.091          10.0       120.0       130.0      41.5      45.3
      506             542       0   0.004  0.195    224     1.542          30.0       110.0        80.0      76.1      49.4
      507             783       1   0.335  0.399    292     1.189           0.0       110.0       110.0      32.0      26.9
      508             555       1   0.037  0.440   1500     1.091          10.0        70.0        80.0      90.5      83.0
      509             615       1   0.034  0.367    980     1.091           9.0        90.0        81.0      90.5      83.0
      510             589       0   0.000  0.029     40     2.828          88.0       118.0        30.0      24.7      69.8
      511             660       0   0.189  0.245    144     1.297           0.0       100.0       100.0      41.5      32.0
      512             508       1   0.111  0.338   1204     1.000           2.1        48.2        46.2      26.9      26.9
      513             947       1   0.288  0.314    108     1.091           0.0        20.0        20.0      22.6      20.7
      514             692       1   0.052  0.052     84     1.000           0.0        80.0        80.0      32.0      32.0
      515             478       1   0.077  0.438    256     1.091           4.2        10.0         5.8      16.0      17.4
      516             865       1   0.038  0.117    148     1.189           1.6       101.6       100.0      20.7      24.7
      517             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      518             431       1   0.050  0.060    136     1.189           0.0        40.0        40.0      45.3      38.1
      519             896       0   0.002  0.142    724     7.336           8.6        50.0        58.6     117.4      16.0
      520             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      521             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      522             927       0   0.000  0.015     12     3.668          60.0       160.0       100.0      76.1      20.7
      523             600       1   0.048  0.500    296     1.000           9.5        10.0         0.5      41.5      41.5
      524             965       1   0.028  0.316    364     1.000          10.3        19.7        30.0      17.4      17.4
      525             592       0   0.021  0.045    100     2.181           0.0        30.0        30.0      41.5      19.0
      526             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      527             917       0   0.081  0.162    148     2.000           0.0       160.0       160.0      38.1      19.0
      528             491       1   0.321  0.321    428     1.000           0.0        80.0        80.0      32.0      32.0
      529             962       0   0.019  0.032     16     1.682           0.0        40.0        40.0      41.5      24.7
      530             529       1   0.107  0.117    384     1.091           0.0        80.0        80.0      38.1      41.5
      531             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      532             581       1   0.313  0.341    232     1.091           0.0         0.0         0.0      38.1      41.5
      533             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      534             638       1   0.319  0.319    180     1.000           0.0        90.0        90.0      29.3      29.3
      535             558       1   0.202  0.240    376     1.189           0.0        30.0        30.0      34.9      41.5
      536             863       1   0.407  0.407    544     1.000           0.0        20.0        20.0      22.6      22.6
      537             670       0   0.002  0.045     24     1.091          20.0       110.0        90.0      49.4      45.3
      538             591       1   0.187  0.271    348     1.000           0.5       150.0       149.5      17.4      17.4
      539             512       1   0.205  0.223    292     1.091           0.0        40.0        40.0      32.0      29.3
      540             477       0   0.011  0.011     20     1.000           0.0        80.0        80.0      38.1      38.1
      541             478       0   0.012  0.048     28     1.000           2.8         0.0         2.8      17.4      17.4
      542             894       0   0.008  0.022      8     2.828           0.0        80.0        80.0      49.4      17.4
      543             441       1   0.062  0.062    552     1.000           0.0       170.0       170.0      90.5      90.5
      544             917       0   0.005  0.331    312     2.000          30.0       140.0       170.0      34.9      17.4
      545             596       1   0.026  0.313    516     1.091          10.1        90.0       100.1      22.6      20.7
      546             580       1   0.083  0.270    964     1.189           1.7        97.8        96.1      26.9      22.6
      547             545       1   0.075  0.608    304     1.000           7.1        92.9       100.0      24.7      24.7
      548             670       1   0.179  0.179    100     1.000           0.0        90.0        90.0      45.3      45.3
      549             778       1   0.734  0.800    224     1.091           0.0         0.0         0.0      17.4      16.0
      550             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      551            1077       1   0.298  0.359    224     1.091           0.1        78.7        78.8      16.0      17.4
      552             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      553             945       0   0.011  0.141     40     1.189          10.0       110.0       100.0      29.3      24.7
      554             519       0   0.290  0.290     36     1.000           0.0        40.0        40.0      29.3      29.3
      555             487       0   0.002  0.016     56     1.091           5.7        80.0        85.7      38.1      34.9
      556             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      557             722       1   0.035  0.388    264     1.000          10.0        90.0       100.0      29.3      29.3
      558             477       0   0.079  0.112    200     1.414           0.0        80.0        80.0      38.1      26.9
      559             850       1   0.537  0.648    368     1.091           0.1        59.4        59.5      26.9      24.7
      560             692       1   0.021  0.153    176     1.091           5.7        88.4        82.7      34.9      32.0
      561             519       0   0.009  0.121     16     1.189          10.0        30.0        40.0      38.1      32.0
      562             686       0   0.104  0.104     28     1.000           0.0        30.0        30.0      45.3      45.3
      563             945       1   0.137  0.149     92     1.091           0.0       100.0       100.0      26.9      24.7
      564            1045       1   0.010  0.121    140     1.091          10.0        90.0       100.0      17.4      16.0
      565             463       1   0.081  0.096    640     1.189           0.0        30.0        30.0      90.5      76.1
      566             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      567             751       0   0.002  0.203    144     1.682          50.0       110.0       160.0      22.6      38.1
      568             718       1   0.173  0.189     96     1.091           0.0        80.0        80.0      32.0      34.9
      569             688       0   0.006  0.010     12     1.834           0.0       140.0       140.0      45.3      83.0
      570             911       0   0.005  0.518    288     1.414          79.9       130.0        50.1      32.0      22.6
      571             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      572             491       1   0.359  0.392    580     1.091           0.0        80.0        80.0      29.3      32.0
      573             788       0   0.006  0.248    212     1.091          40.0        10.0        50.0      32.0      29.3
      574             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      575             588       0   0.005  0.236     52     1.091          40.0       120.0        80.0      41.5      38.1
      576             628       1   0.165  0.197    188     1.189           0.0       130.0       130.0      32.0      38.1
      577             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      578             660       1   0.029  0.319    152     1.000          10.0        90.0       100.0      32.0      32.0
      579             660       1   0.166  0.198     76     1.189           0.0       100.0       100.0      38.1      32.0
      580             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      581             525       1   0.075  0.114    456     1.000           0.5       130.0       130.5      32.0      32.0
      582             424       1   0.013  0.059    404     1.091           3.2        80.0        83.2      26.9      29.3
      583             857       1   0.256  0.305    228     1.189           0.0        60.0        60.0      29.3      24.7
      584             558       1   0.046  0.050     76     1.091           0.0        30.0        30.0      38.1      41.5
      585             563       1   0.182  0.182    240     1.000           0.0        40.0        40.0      34.9      34.9
      586             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      587             509       1   0.112  0.123    148     1.091           0.0        10.0        10.0      34.9      38.1
      588             744       0   0.016  0.023     20     1.414           0.0        60.0        60.0      34.9      24.7
      589             508       0   0.004  0.079    252     3.084           6.0        40.0        46.0      90.5      29.3
      590             657       0   0.007  0.032     28     1.189           2.8       120.0       117.2      34.9      29.3
      591             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      592             517       0   0.015  0.030     56     2.000           0.0       110.0       110.0      98.7      49.4
      593             718       1   0.027  0.293    116     1.000          10.0        90.0        80.0      34.9      34.9
      594             544       0   0.014  0.360    524     2.181          10.6        90.0       100.6      16.0      34.9
      595             512       1   0.077  0.536    560     1.000           6.0        46.0        40.0      29.3      29.3
      596             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      597             961       1   0.021  0.234    300     1.000          10.0        40.0        50.0      16.0      16.0
      598             592       0   0.002  0.004      8     2.000           0.0        30.0        30.0      38.1      19.0
      599             671       1   0.226  0.247    152     1.091           0.0       120.0       120.0      34.9      38.1
      600             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      601             424       1   0.051  0.060    428     1.189           0.0        90.0        90.0      19.0      22.6
      602             910       0   0.010  0.357     40     3.364          10.0       130.0       140.0      90.5      26.9
      603             422       0   0.001  0.031    380     2.181          24.7        20.0        44.7      98.7      45.3
      604             520       1   0.215  0.215    236     1.000           0.0        60.0        60.0      32.0      32.0
      605             811       1   0.164  0.195     60     1.189           0.0        70.0        70.0      34.9      29.3
      606             861       0   0.093  0.132    156     1.414           0.0        80.0        80.0      26.9      19.0
      607             586       1   0.066  0.384    544     1.091           4.3        20.0        15.7      20.7      22.6
      608             564       1   0.066  0.282    488     1.091           2.9       122.9       120.0      26.9      24.7
      609             685       1   0.005  0.054     56     1.091          10.0       100.0       110.0      34.9      32.0
      610             659       0   0.005  0.327    128     1.189          50.0       110.0        60.0      32.0      38.1
      611             433       0   0.013  0.016    132     1.000           0.3        90.0        90.3      34.9      34.9
      612             512       1   0.020  0.235    284     1.091           9.7        49.7        40.0      26.9      29.3
      613             422       0   0.000  0.049    584     2.594          43.5         0.0        43.5     117.4      45.3
      614             502       0   0.022  0.022    100     1.000           0.0        50.0        50.0     107.6     107.6
      615             715       1   0.007  0.097     68     1.000          13.5        90.0       103.5      34.9      34.9
      616             538       0   0.001  0.025     72     1.834          10.0        30.0        20.0      34.9      64.0
      617             500       1   0.009  0.103    192     1.000          10.0        90.0       100.0      29.3      29.3
      618             772       1   0.007  0.080     96     1.091          10.0       170.0       160.0      22.6      20.7
      619             861       0   0.029  0.151    156     5.187           0.0        80.0        80.0      98.7      19.0
      620             484       0   0.002  0.058    152     1.682          20.0       100.0        80.0      29.3      49.4
      621             830       0   0.001  0.065     28     1.189          80.0       100.0         0.0      32.0      26.9
      622             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      623             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      624             517       0   0.068  0.149    172     2.181           0.0       110.0       110.0     107.6      49.4
      625             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      626            1042       1   0.464  0.506    176     1.091           0.0        70.0        70.0      19.0      17.4
      627             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      628             735       0   0.003  0.140     32     1.000          40.0        60.0       100.0      34.9      34.9
      629             700       0   0.069  0.098     16     1.414           0.0       100.0       100.0      34.9      49.4
      630             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      631             508       1   0.073  0.080    256     1.091           0.0        50.0        50.0      29.3      26.9
      632             521       0   0.016  0.021     44     1.297           0.0        30.0        30.0      26.9      20.7
      633             628       0   0.000  0.005      4     1.091          60.0        70.0       130.0      34.9      38.1
      634             580       0   0.018  0.020     44     1.091           0.0        80.0        80.0      24.7      22.6
      635             744       0   0.104  0.134    100     1.297           0.0        60.0        60.0      32.0      24.7
      636             815       0   0.007  0.177     56     1.189          20.0        10.0       170.0      32.0      26.9
      637             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      638             608       0   0.000  0.003      4     1.189          10.0        60.0        50.0      34.9      29.3
      639             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      640             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      641             541       1   0.225  0.637    660     1.091           1.6        74.8        76.4      19.0      20.7
      642             759       1   0.016  0.194    172     1.091          10.0        50.0        60.0      22.6      24.7
      643             796       0   0.016  0.359     56     1.091          20.0       120.0       140.0      32.0      34.9
      644             622       1   0.032  0.209    528     1.091           5.1        72.1        67.1      20.7      22.6
      645             606       1   0.103  0.297    464     1.000           1.9        18.0        19.9      24.7      24.7
      646             417       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      647             830       1   0.224  0.266    260     1.189           0.0         0.0         0.0      22.6      26.9
      648             869       1   0.052  0.621    504     1.091          10.0        90.0        80.0      26.9      24.7
      649             591       1   0.015  0.239    332     1.091          13.6       162.9       149.3      16.0      17.4
      650             559       0   0.021  0.032    160     1.542           0.0        90.0        90.0      29.3      19.0
      651             524       0   0.004  0.061     48     1.414          10.0        10.0         0.0      32.0      22.6
