cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
      501            1075       0   0.000  0.029    144     4.551          35.6        54.4        90.0      16.7      76.1
      502            1073       0   0.000  0.011    148     4.362          40.0       110.0       150.0      16.0      69.8
      503            1073       0   0.000  0.031    432     2.378          30.0         0.0       150.0      29.3      69.8
      504            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      505            1079       0   0.088  0.176   1624     2.000           0.0        50.0        50.0      38.1      76.1
      506            1069       0   0.000  0.020    204     7.336          20.0        70.0        90.0      16.0     117.4
      507            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      508            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      509            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      510            1073       0   0.000  0.030    404     3.364          20.0       170.0       150.0      20.7      69.8
      511            1073       0   0.000  0.030    416     2.000          40.0       110.0       150.0      34.9      69.8
      512            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      513            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      514            1073       0   0.000  0.001      8     4.362          70.0        80.0       150.0      16.0      69.8
      515            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      516            1073       0   0.001  0.106   1580     2.378          41.5        11.5       150.0      29.3      69.8
      517            1077       0   0.000  0.000      8     6.727          90.0        60.0       150.0      16.0     107.6
      518            1069       0   0.001  0.027    276     6.727           5.2        95.2        90.0      17.4     117.4
      519            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
