cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
      399            1073       1   0.005  0.067   1852     1.091          11.3       138.7       150.0      64.0      69.8
      400            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      401            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      402            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      403            1073       0   0.001  0.026    380     4.000          11.0       161.0       150.0      17.4      69.8
      404            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      405            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      406            1073       0   0.002  0.241   6700     2.000          49.9       100.1       150.0      34.9      69.8
      407            1073       0   0.000  0.027    404     3.084          20.0       170.0       150.0      22.6      69.8
      408            1073       0   0.001  0.148   1964     3.364          63.0        87.0       150.0      20.7      69.8
      409            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      410            1067       1   0.120  0.420  15164     1.091           2.2        40.4        38.2      76.1      83.0
      411            1067       1   0.010  0.109   5116     1.091           8.8        27.1        35.9      76.1      69.8
      412            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      413            1067       0   0.000  0.005    148     4.757          12.3        27.7        40.0      17.4      83.0
      414            1073       0   0.008  0.113   1504     4.000           2.5       152.5       150.0      17.4      69.8
      415            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      416            1068       0   0.016  0.176    556     1.834           5.1        39.2        34.2      16.0      29.3
      417            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      418            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      419            1077       0   0.000  0.007    156     6.727          69.5        39.5       150.0      16.0     107.6
      420            1073       0   0.003  0.339   6224     2.181          47.2       102.8       150.0      32.0      69.8
      421            1073       0   0.000  0.017    248     4.000          20.0       130.0       150.0      17.4      69.8
      422            1073       0   0.001  0.114   1788     2.594          50.4        99.6       150.0      26.9      69.8
      423            1067       0   0.000  0.027    756     3.668          54.5        94.5        40.0      22.6      83.0
      424            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      425            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      426            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      427            1073       0   0.000  0.018    244     4.362          57.9        92.1       150.0      16.0      69.8
      428            1079       0   0.000  0.024    204     3.364          50.0         0.0        50.0      24.7      83.0
      429            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      430            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      431            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      432            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      433            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      434            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      435            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      436            1073       0   0.000  0.024    324     4.000          85.4        64.6       150.0      17.4      69.8
      437            1073       0   0.000  0.014    192     4.362          70.0        80.0       150.0      16.0      69.8
      438            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      439            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      440            1077       0   0.000  0.025    548     4.757          26.4       113.6       140.0      22.6     107.6
      441            1073       0   0.000  0.014    244     2.594          50.0       100.0       150.0      26.9      69.8
      442            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      443            1068       1   0.006  0.083    348     1.189          10.0        40.0        30.0      22.6      26.9
      444            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      445            1073       0   0.000  0.009    140     2.828          79.5        70.5       150.0      24.7      69.8
      446            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      447            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      448            1073       0   0.000  0.041    548     4.362          71.1        78.9       150.0      16.0      69.8
      449            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      450            1073       0   0.001  0.120   1868     2.000          40.0       110.0       150.0      34.9      69.8
      451            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      452            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      453            1067       0   0.000  0.016    444     4.362          67.8       104.6        36.8      16.0      69.8
      454            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      455            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      456            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      457            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      458            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      459            1073       1   0.080  0.183   3672     1.000           1.3       148.7       150.0      69.8      69.8
      460            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      461            1073       1   0.035  0.172   2944     1.091           3.5       146.5       150.0      76.1      69.8
      462            1073       0   0.000  0.054    716     4.000          37.1         7.1       150.0      17.4      69.8
      463            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      464            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      465            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      466            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      467            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      468            1073       0   0.003  0.081   1560     1.000          30.0         0.0       150.0      69.8      69.8
      469            1073       0   0.002  0.095   1464     1.834          28.8       121.2       150.0      38.1      69.8
      470            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      471            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      472            1073       0   0.000  0.006     84     3.084          20.0       130.0       150.0      22.6      69.8
      473            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      474            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      475            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      476            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      477            1079       0   0.001  0.057    512     2.378          44.2        94.2        50.0      32.0      76.1
      478            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      479            1073       0   0.011  0.143   4584     1.682           6.8       143.2       150.0     117.4      69.8
      480            1073       0   0.000  0.020    268     4.362          10.0       160.0       150.0      16.0      69.8
      481            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      482            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      483            1079       0   0.001  0.136   1088     2.594          39.7        89.7        50.0      32.0      83.0
      484            1067       0   0.000  0.013    360     3.364          18.8        58.8        40.0      16.0      53.8
      485            1067       0   0.000  0.001     20     5.187          40.0         0.0        40.0      16.0      83.0
      486            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      487            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      488            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      489            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      490            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      491            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      492            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      493            1079       0   0.000  0.039    308     4.362          70.0       120.0        50.0      16.0      69.8
      494            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      495            1068       0   0.001  0.075    240     1.834          59.3        99.3        40.0      16.0      29.3
      496            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      497            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      498            1073       0   0.000  0.030    400     4.362          62.8        32.8       150.0      16.0      69.8
      499            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      500            1067       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
