Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1   16   2.089840e+04    25.99%
   2    0   9.177957e+03    11.41%
   3    2   7.699704e+03     9.58%
   4    8   6.791456e+03     8.45%
   5   19   4.421349e+03     5.50%
   6    6   3.281043e+03     4.08%
   7    4   3.248515e+03     4.04%
   8   15   3.022235e+03     3.76%
   9   11   2.758012e+03     3.43%
  10   17   2.607381e+03     3.24%
  11    9   2.535169e+03     3.15%
  12   12   2.209194e+03     2.75%
  13    5   2.005438e+03     2.49%
  14    3   1.750329e+03     2.18%
  15    7   1.439719e+03     1.79%
  16   14   1.412388e+03     1.76%
  17    1   1.334638e+03     1.66%
  18   18   1.167781e+03     1.45%
  19   10   1.164047e+03     1.45%
  20   20   8.519066e+02     1.06%
  21   13   6.286217e+02     0.78%
