image_index,pt1,pt2,pt3,pt4,pt5,pt6,pt7
0,-0.35266579195044034,0.13644906491927644,0.7599149249057611,1.0,0.7303739420978534,-0.02534366731979254,-0.638565668126847
1,0.3270682271498486,-0.4453536776308378,-0.7980091782749765,-0.1391369394692975,0.8109255341660131,0.8288652534006109,0.22553560274240625
2,0.04787016604606209,-0.3353682833294246,-0.48953939498382004,-0.12601301879512028,0.45533401997152456,0.6328142641526964,0.2548029923367412
3,0.5063326102134269,-0.25020593998954255,-0.8126303023072593,-0.3070481397862941,0.5780968789367935,0.8039742529769394,0.2913908409347661
4,-0.006156256080015687,-0.8196478044223524,-0.7906512765330033,0.22953704131750907,0.9306608604421827,0.38513725205642046,-0.44741723972638714
5,0.07444569966488745,0.5971837620276761,0.9269678153965404,0.9583151988701295,0.564954011003453,-0.1873605378288432,-0.7412964274695668
6,0.8692902184033802,0.0995582452204049,-0.8457431631296461,-0.6993850930620947,0.335441961697329,0.9598415535798359,0.5109076940168633
7,0.517337573699461,-0.34594375630732377,-0.5564864846303657,-0.03200991273475917,0.4918981323569709,0.5216103567251802,0.18218557197737173
9,0.24422465293549833,-0.6181367983391031,-0.9550053353781507,-0.18388681333443635,0.7473415110162958,0.8304459695775417,0.24891199390675456
10,0.974665642209176,0.877616771185157,-0.0627552321122875,-0.6016494242587265,-0.7549342792180277,-0.8314695641453158,-0.6296886618919166
11,0.1216871209599617,-0.6324435908965862,-0.7630714986202286,0.06408713892185425,0.7512985957254401,0.5305569181724372,-0.06540485665965401
12,0.5474927214630905,-0.5170726306467289,-0.9489798750532399,-0.11476229175357122,0.9700325722233456,0.47681533012425215,-0.792376711805235
13,0.5018073247796797,-0.39204321280676757,-0.8768492698491384,-0.21695072317324537,0.647560089433433,0.6212162209100063,0.04858380750094349
14,0.3734361879004804,-0.5343621190089107,-0.9364224016553667,-0.2552786824450737,0.6819902447979387,0.9023843796149349,0.4685035352658329
15,0.5542163253030772,0.5339522686818416,0.28281645638804176,0.6044662130747411,0.6688622201140395,0.1652515771836054,-0.39946557763208823
16,0.4464697770681405,-0.4069791935034266,-0.7777265336973241,-0.03566251633931938,0.7219355815307442,0.5429772587581638,-0.1131561487144288
17,0.667817191969178,0.25940936645820756,-0.4425605412630741,-0.3833944103856467,0.4637433965789466,0.6025703281060117,0.19269843440601986
18,0.4411380328918988,0.6232144265770307,0.6195596943393407,0.27076907419832463,0.11799467661409935,-0.12923446132446015,-0.3153546375112114
19,0.525634036891939,-0.4096035952639515,-0.7673778795726471,-0.025926704499847353,0.8127711124394017,0.7077775897125167,0.17667488416971144
20,0.29701222020399176,-0.5949729180618482,-0.8230476495120866,0.08501053889989052,0.8226723537310423,0.35767769496163093,-0.385057969304183
21,0.8949666450787084,0.11155192850618056,-0.8299564101629517,-0.6757756608507663,0.38385056929816996,0.7386527385167379,0.3042143322289168
22,0.09705325713608093,0.6040186438816806,0.9200410187452723,0.732801987449289,0.21240841352101203,-0.4479302019431485,-0.7757765862233965
23,-0.06537700120524215,-0.9021158946154274,-0.7709197121607287,0.20827884854652545,0.9492632015693754,0.6368859013403281,-0.08969700168999384
24,0.7833015309980453,0.3353037779593713,-0.5118362987188803,-0.12794647381097402,0.7833041732541568,0.3346352351099573,-0.3153126992311641
25,-0.5013833786878783,-0.7846402387267364,-0.32163462936957976,0.507446654726029,0.8440046486112149,0.5654201422656326,0.19300759974333515
26,-0.1694861607883572,-0.7415522356348848,-0.45864008235636744,0.4155351691206346,0.7462790308250216,0.030731668137442103,-0.53535715690102
27,-0.11813015323054232,-0.8868153836530913,-0.7227874602751703,0.3448331450807449,0.9832726215956755,0.43901157371175836,-0.3818335251561614
28,0.20507744087835134,-0.6587277937232789,-0.9348791836932757,-0.049206585767157085,0.8884942955296924,0.7722254402041993,-0.05444309899935862
29,0.8505207618456643,0.07519815824433729,-0.8835094708674132,-0.7287602579680138,0.2649022481020664,0.7895257358687233,0.4357842505729921
30,0.6150961734066946,0.9074299711922782,0.8139132890783156,0.34861147283901195,-0.24595957414176328,-0.708442554097426,-0.8243565198895078
31,0.09762943136162794,-0.8390683189936725,-0.7660489348189882,0.20828187689896405,0.7993432335079218,0.2702562799641819,-0.3950099659631541
32,-0.6061931196949124,-0.6880162619622379,-0.1244940791842365,0.7047767717856368,0.7432791347108783,0.04225570396154388,-0.6172957665390575
33,0.06351116968936488,0.5683556678526551,0.9601934737106059,0.8981480850226942,0.31205460523237294,-0.5251667776362405,-0.9410645965016048
34,0.765214251712121,0.882482891950944,0.44492179667662635,-0.14404192160229812,-0.2816417761015002,-0.31180067422727775,-0.3304246639342491
35,0.48903982243527344,-0.14269780009566968,-0.7481445773649616,-0.6951472546095155,-0.014247554194096956,0.7111541125258838,0.8561657787381514
36,0.7617232386134867,-0.4604187764580441,-0.661621800023418,0.16712576682999702,0.5032292829903524,0.15598870615035443,-0.18781717326120062
37,0.9157548458820959,0.9194792836842904,0.0373188204005479,-0.7857272722043362,-0.9178846313551734,-0.201081265507273,0.6003453356849182
38,-0.13817571710355747,-0.5870978221001131,-0.3839358585161884,0.28824746802670576,0.6174641817359063,0.3204302057407302,-0.1636641799527071
39,0.2580761658778896,-0.5905436798589687,-0.8821571640953414,-0.2478131867256549,0.6180953459678691,0.8759260540969331,0.49836884987393737
40,0.8171770031159873,0.6854224724760924,-0.10562940602958393,-0.8324982975427979,-0.7037201309297514,0.22283491963089386,0.8679758711709566
41,0.39768339934764607,-0.43163614839672604,-0.9958824182205939,-0.5112577446585049,0.45726741993971687,0.8756111581735346,0.5137944706247979
