Cluster power ranking (clustered only)

name = wnoisep01
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.01
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   1.605455e+03    31.97%
   2    1   1.557028e+03    31.00%
   3    5   3.618805e+02     7.21%
   4    3   3.371706e+02     6.71%
   5    2   2.363035e+02     4.70%
   6    6   1.997767e+02     3.98%
   7    4   1.505634e+02     3.00%
   8   12   1.354319e+02     2.70%
   9   11   1.248962e+02     2.49%
  10    9   1.127095e+02     2.24%
  11    8   1.081678e+02     2.15%
  12    7   3.892039e+01     0.77%
  13   13   2.979279e+01     0.59%
  14   14   1.620419e+01     0.32%
  15   10   8.134365e+00     0.16%
