Cluster power ranking (clustered only)

name = rednoise4
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.03
WPS_NOISE_THRESHOLD = 4.0

rank  kcl      P_abs           P_pct
   1    1   1.766752e+04    45.13%
   2    6   3.405152e+03     8.70%
   3    3   2.913440e+03     7.44%
   4   15   1.985872e+03     5.07%
   5    0   1.681545e+03     4.30%
   6    5   1.673785e+03     4.28%
   7   17   1.354223e+03     3.46%
   8   16   1.353600e+03     3.46%
   9   10   1.031626e+03     2.64%
  10   11   9.618351e+02     2.46%
  11    8   7.357025e+02     1.88%
  12    7   5.832603e+02     1.49%
  13    9   4.391054e+02     1.12%
  14   14   4.056456e+02     1.04%
  15   29   3.080533e+02     0.79%
  16   30   2.893004e+02     0.74%
  17    2   2.809754e+02     0.72%
  18   28   2.526550e+02     0.65%
  19   24   2.344948e+02     0.60%
  20   20   2.205879e+02     0.56%
  21   25   1.807764e+02     0.46%
  22   22   1.378836e+02     0.35%
  23   21   1.378201e+02     0.35%
  24   12   1.362291e+02     0.35%
  25   26   1.194948e+02     0.31%
  26    4   1.095614e+02     0.28%
  27   32   1.086108e+02     0.28%
  28   18   1.031166e+02     0.26%
  29   23   8.919959e+01     0.23%
  30   19   8.537799e+01     0.22%
  31   31   5.451415e+01     0.14%
  32   13   3.915725e+01     0.10%
  33   33   3.534594e+01     0.09%
  34   27   2.871903e+01     0.07%
