Cluster power ranking (clustered only)

name = wnoisep01
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.01
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   1.763614e+04    53.09%
   2    5   1.896991e+03     5.71%
   3    1   1.869547e+03     5.63%
   4    6   1.473943e+03     4.44%
   5    2   1.121607e+03     3.38%
   6    7   1.084754e+03     3.27%
   7   10   8.276352e+02     2.49%
   8   12   6.316094e+02     1.90%
   9   17   5.273969e+02     1.59%
  10    3   4.759477e+02     1.43%
  11   24   4.527441e+02     1.36%
  12   18   4.192669e+02     1.26%
  13   15   3.995722e+02     1.20%
  14    4   3.631683e+02     1.09%
  15   42   3.252412e+02     0.98%
  16   23   2.919937e+02     0.88%
  17   20   1.977957e+02     0.60%
  18   13   1.958146e+02     0.59%
  19   14   1.726944e+02     0.52%
  20   49   1.705826e+02     0.51%
  21   21   1.426302e+02     0.43%
  22   11   1.369070e+02     0.41%
  23   32   1.296816e+02     0.39%
  24   30   1.262713e+02     0.38%
  25   25   1.222714e+02     0.37%
  26   27   1.082125e+02     0.33%
  27   51   1.044960e+02     0.31%
  28   48   9.796046e+01     0.29%
  29   34   9.295939e+01     0.28%
  30   26   8.336336e+01     0.25%
  31   67   8.229696e+01     0.25%
  32   68   8.197958e+01     0.25%
  33    9   8.188153e+01     0.25%
  34   38   8.143518e+01     0.25%
  35   40   7.878688e+01     0.24%
  36   16   7.736529e+01     0.23%
  37   44   7.158349e+01     0.22%
  38   28   6.849223e+01     0.21%
  39   50   6.445307e+01     0.19%
  40   33   6.438219e+01     0.19%
  41   36   6.152607e+01     0.19%
  42   58   5.685021e+01     0.17%
  43    8   5.092659e+01     0.15%
  44   66   5.023927e+01     0.15%
  45   43   4.972487e+01     0.15%
  46   19   4.614964e+01     0.14%
  47   22   4.397593e+01     0.13%
  48   55   4.073725e+01     0.12%
  49   52   3.713733e+01     0.11%
  50   29   3.003169e+01     0.09%
  51   31   2.555643e+01     0.08%
  52   63   2.525140e+01     0.08%
  53   39   2.524594e+01     0.08%
  54   41   2.339223e+01     0.07%
  55   45   2.041180e+01     0.06%
  56   47   2.038878e+01     0.06%
  57   46   1.862984e+01     0.06%
  58   76   1.667789e+01     0.05%
  59   53   1.661393e+01     0.05%
  60   57   1.520670e+01     0.05%
  61   37   1.404563e+01     0.04%
  62   35   1.210848e+01     0.04%
  63   70   1.126362e+01     0.03%
  64   64   1.117392e+01     0.03%
  65   71   1.113004e+01     0.03%
  66   54   1.025071e+01     0.03%
  67   59   8.847571e+00     0.03%
  68   73   8.232591e+00     0.02%
  69   62   7.303604e+00     0.02%
  70   65   5.923640e+00     0.02%
  71   72   4.997068e+00     0.02%
  72   69   2.480933e+00     0.01%
  73   56   1.950780e+00     0.01%
  74   75   1.382686e+00     0.00%
  75   60   8.443180e-01     0.00%
  76   61   8.437351e-01     0.00%
  77   74   4.884058e-01     0.00%
