Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 22680000
n_zero_after_white   = 7146952
n_zero_after_scaled  = 20411826
sMAD_WPS min         = 0.0
sMAD_WPS median      = 0.0014162914459306905
WPS_scaled min       = -0.9338294045191023
WPS_scaled median    = 0.0
WPS_scaled max       = 128.99980930829136
