Cluster power ranking (clustered only)

name = base
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    1   1.961835e+03    29.18%
   2    4   1.004356e+03    14.94%
   3    6   8.665892e+02    12.89%
   4    3   5.816484e+02     8.65%
   5    7   4.184013e+02     6.22%
   6    0   3.115932e+02     4.63%
   7    2   2.654098e+02     3.95%
   8    8   2.568988e+02     3.82%
   9   12   2.020918e+02     3.01%
  10    5   1.951909e+02     2.90%
  11   13   1.458753e+02     2.17%
  12   11   1.377759e+02     2.05%
  13   14   1.319569e+02     1.96%
  14    9   1.062053e+02     1.58%
  15   10   9.706458e+01     1.44%
  16   15   4.000357e+01     0.60%
