Threshold,True_Negatives,False_Positives,False_Negatives,True_Positives,Accuracy,Recall
0.0,0,3227,0,3333,0.5080792682926829,1.0
0.01,625,2602,1,3332,0.6032012195121951,0.9996999699969997
0.02,746,2481,5,3328,0.6210365853658537,0.9984998499849985
0.03,830,2397,6,3327,0.6336890243902439,0.9981998199819982
0.04,918,2309,10,3323,0.6464939024390244,0.996999699969997
0.05,976,2251,14,3319,0.6547256097560976,0.9957995799579958
0.06,1037,2190,17,3316,0.6635670731707317,0.9948994899489949
0.07,1097,2130,21,3312,0.6721036585365854,0.9936993699369937
0.08,1148,2079,26,3307,0.6791158536585366,0.9921992199219922
0.09,1191,2036,31,3302,0.6849085365853659,0.9906990699069907
0.1,1242,1985,34,3299,0.6922256097560976,0.9897989798979898
0.11,1294,1933,35,3298,0.7,0.9894989498949895
0.12,1343,1884,39,3294,0.706859756097561,0.9882988298829883
0.13,1406,1821,48,3285,0.7150914634146341,0.9855985598559855
0.14,1454,1773,55,3278,0.7213414634146341,0.9834983498349835
0.15,1508,1719,62,3271,0.7285060975609756,0.9813981398139814
0.16,1559,1668,65,3268,0.7358231707317073,0.9804980498049805
0.17,1601,1626,74,3259,0.7408536585365854,0.9777977797779778
0.18,1639,1588,79,3254,0.7458841463414634,0.9762976297629763
0.19,1696,1531,85,3248,0.7536585365853659,0.9744974497449745
0.2,1746,1481,95,3238,0.7597560975609756,0.9714971497149715
0.21,1799,1428,109,3224,0.7657012195121952,0.9672967296729673
0.22,1850,1377,120,3213,0.7717987804878049,0.963996399639964
0.23,1901,1326,129,3204,0.7782012195121951,0.9612961296129613
0.24,1956,1271,138,3195,0.7852134146341463,0.9585958595859586
0.25,2000,1227,147,3186,0.7905487804878049,0.9558955895589559
0.26,2046,1181,163,3170,0.7951219512195122,0.9510951095109511
0.27,2108,1119,176,3157,0.8025914634146342,0.9471947194719472
0.28,2157,1070,191,3142,0.8077743902439024,0.9426942694269427
0.29,2204,1023,208,3125,0.8123475609756098,0.9375937593759376
0.3,2242,985,225,3108,0.8155487804878049,0.9324932493249325
0.31,2278,949,239,3094,0.8189024390243902,0.9282928292829283
0.32,2336,891,264,3069,0.8239329268292683,0.9207920792079208
0.33,2379,848,275,3058,0.8288109756097561,0.9174917491749175
0.34,2420,807,295,3038,0.8320121951219512,0.9114911491149115
0.35,2466,761,318,3015,0.8355182926829269,0.9045904590459046
0.36,2503,724,328,3005,0.8396341463414634,0.9015901590159016
0.37,2542,685,351,2982,0.8420731707317073,0.8946894689468947
0.38,2573,654,375,2958,0.843140243902439,0.8874887488748875
0.39,2606,621,396,2937,0.844969512195122,0.8811881188118812
0.4,2642,585,414,2919,0.8477134146341463,0.8757875787578758
0.41,2675,552,437,2896,0.8492378048780488,0.8688868886888689
0.42,2703,524,457,2876,0.8504573170731707,0.8628862886288629
0.43,2738,489,473,2860,0.8533536585365854,0.858085808580858
0.44,2773,454,501,2832,0.854420731707317,0.8496849684968497
0.45,2796,431,529,2804,0.8536585365853658,0.8412841284128413
0.46,2826,401,554,2779,0.854420731707317,0.8337833783378338
0.47,2845,382,576,2757,0.8539634146341464,0.8271827182718272
0.48,2860,367,600,2733,0.8525914634146341,0.81998199819982
0.49,2872,355,628,2705,0.8501524390243902,0.8115811581158116
0.5,2892,335,643,2690,0.8509146341463415,0.8070807080708071
0.51,2906,321,659,2674,0.850609756097561,0.8022802280228023
0.52,2920,307,680,2653,0.8495426829268292,0.795979597959796
0.53,2932,295,695,2638,0.8490853658536586,0.7914791479147915
0.54,2945,282,724,2609,0.8466463414634147,0.7827782778277828
0.55,2961,266,753,2580,0.8446646341463414,0.774077407740774
0.56,2978,249,776,2557,0.84375,0.7671767176717672
0.57,2993,234,795,2538,0.843140243902439,0.7614761476147615
0.58,3001,226,821,2512,0.8403963414634147,0.7536753675367537
0.59,3023,204,866,2467,0.836890243902439,0.7401740174017402
0.6,3035,192,893,2440,0.8346036585365854,0.7320732073207321
0.61,3041,186,921,2412,0.83125,0.7236723672367237
0.62,3046,181,944,2389,0.8285060975609756,0.7167716771677167
0.63,3057,170,972,2361,0.8259146341463415,0.7083708370837084
0.64,3066,161,1004,2329,0.8224085365853658,0.6987698769876988
0.65,3079,148,1036,2297,0.8195121951219512,0.6891689168916891
0.66,3089,138,1085,2248,0.8135670731707317,0.6744674467446745
0.67,3097,130,1129,2204,0.808079268292683,0.6612661266126613
0.68,3114,113,1177,2156,0.8033536585365854,0.6468646864686468
0.69,3131,96,1231,2102,0.7977134146341464,0.6306630663066307
0.7,3141,86,1273,2060,0.7928353658536585,0.618061806180618
0.71,3149,78,1321,2012,0.7867378048780488,0.6036603660366037
0.72,3158,69,1360,1973,0.7821646341463414,0.591959195919592
0.73,3166,61,1397,1936,0.7777439024390244,0.5808580858085809
0.74,3171,56,1442,1891,0.7716463414634146,0.5673567356735674
0.75,3178,49,1491,1842,0.7652439024390244,0.5526552655265526
0.76,3181,46,1531,1802,0.7596036585365854,0.5406540654065407
0.77,3183,44,1572,1761,0.7536585365853659,0.5283528352835284
0.78,3189,38,1621,1712,0.7471036585365853,0.5136513651365137
0.79,3191,36,1660,1673,0.7414634146341463,0.501950195019502
0.8,3195,32,1704,1629,0.7353658536585366,0.48874887488748875
0.81,3200,27,1740,1593,0.730640243902439,0.47794779477947796
0.82,3205,22,1792,1541,0.7234756097560976,0.46234623462346236
0.83,3208,19,1828,1505,0.7184451219512196,0.4515451545154515
0.84,3211,16,1879,1454,0.7111280487804879,0.43624362436243624
0.85,3213,14,1930,1403,0.7036585365853658,0.42094209420942097
0.86,3215,12,1966,1367,0.6984756097560976,0.41014101410141013
0.87,3217,10,2022,1311,0.6902439024390243,0.3933393339333933
0.88,3220,7,2065,1268,0.6841463414634147,0.38043804380438045
0.89,3221,6,2115,1218,0.6766768292682926,0.36543654365436545
0.9,3222,5,2175,1158,0.6676829268292683,0.34743474347434744
0.91,3222,5,2222,1111,0.6605182926829268,0.3333333333333333
0.92,3223,4,2263,1070,0.6544207317073171,0.32103210321032105
0.93,3223,4,2305,1028,0.6480182926829269,0.3084308430843084
0.94,3224,3,2355,978,0.6405487804878048,0.2934293429342934
0.95,3225,2,2402,931,0.6335365853658537,0.27932793279327933
0.96,3226,1,2465,868,0.6240853658536586,0.26042604260426044
0.97,3226,1,2529,804,0.614329268292683,0.24122412241224123
0.98,3226,1,2629,704,0.5990853658536586,0.21122112211221122
