Threshold,True_Negatives,False_Positives,False_Negatives,True_Positives,Accuracy,Recall
0.0,0,3314,0,3278,0.49726941747572817,1.0
0.01,549,2765,1,3277,0.5804004854368932,0.9996949359365467
0.02,678,2636,3,3275,0.5996662621359223,0.99908480780964
0.03,770,2544,5,3273,0.6133191747572816,0.9984746796827334
0.04,850,2464,7,3271,0.6251516990291263,0.9978645515558268
0.05,923,2391,10,3268,0.6357706310679612,0.9969493593654668
0.06,998,2316,10,3268,0.6471480582524272,0.9969493593654668
0.07,1055,2259,13,3265,0.6553398058252428,0.9960341671751067
0.08,1119,2195,17,3261,0.6644417475728155,0.9948139109212935
0.09,1186,2128,20,3258,0.6741504854368932,0.9938987187309335
0.1,1243,2071,23,3255,0.6823422330097088,0.9929835265405735
0.11,1295,2019,28,3250,0.6894720873786407,0.9914582062233069
0.12,1353,1961,34,3244,0.6973604368932039,0.9896278218425869
0.13,1407,1907,38,3240,0.7049453883495146,0.9884075655887736
0.14,1459,1855,44,3234,0.7119235436893204,0.9865771812080537
0.15,1506,1808,49,3229,0.7182949029126213,0.9850518608907871
0.16,1564,1750,59,3219,0.7255764563106796,0.9820012202562538
0.17,1610,1704,69,3209,0.7310376213592233,0.9789505796217206
0.18,1653,1661,75,3203,0.7366504854368932,0.9771201952410006
0.19,1702,1612,82,3196,0.7430218446601942,0.9749847467968273
0.2,1758,1556,97,3181,0.7492415048543689,0.9704087858450274
0.21,1802,1512,109,3169,0.7540958737864077,0.9667480170835876
0.22,1855,1459,118,3160,0.7607706310679612,0.9640024405125076
0.23,1902,1412,125,3153,0.7668385922330098,0.9618669920683344
0.24,1947,1367,137,3141,0.7718446601941747,0.9582062233068944
0.25,1989,1325,146,3132,0.7768507281553398,0.9554606467358145
0.26,2044,1270,161,3117,0.7829186893203883,0.9508846857840146
0.27,2091,1223,171,3107,0.7885315533980582,0.9478340451494814
0.28,2136,1178,186,3092,0.7930825242718447,0.9432580841976815
0.29,2178,1136,200,3078,0.7973300970873787,0.938987187309335
0.3,2248,1066,215,3063,0.8056735436893204,0.934411226357535
0.31,2301,1013,230,3048,0.8114381067961165,0.9298352654057352
0.32,2355,959,244,3034,0.8175060679611651,0.9255643685173887
0.33,2417,897,267,3011,0.8234223300970874,0.9185478950579622
0.34,2468,846,297,2981,0.8266080097087378,0.9093959731543624
