Threshold,True_Negatives,False_Positives,False_Negatives,True_Positives,Accuracy,Recall
0.0,0,3269,0,3323,0.5040958737864077,1.0
0.01,674,2595,1,3322,0.6061893203883495,0.9996990671080349
0.02,812,2457,2,3321,0.6269720873786407,0.9993981342160698
0.03,909,2360,3,3320,0.6415351941747572,0.9990972013241047
0.04,986,2283,3,3320,0.6532160194174758,0.9990972013241047
0.05,1068,2201,6,3317,0.6652002427184466,0.9981944026482095
0.06,1117,2152,11,3312,0.671875,0.996689738188384
0.07,1174,2095,11,3312,0.6805218446601942,0.996689738188384
0.08,1239,2030,16,3307,0.689623786407767,0.9951850737285586
0.09,1295,1974,19,3304,0.6976638349514563,0.9942822750526633
0.1,1354,1915,23,3300,0.7060072815533981,0.9930785434848028
0.11,1414,1855,28,3295,0.7143507281553398,0.9915738790249774
0.12,1458,1811,33,3290,0.7202669902912622,0.990069214565152
0.13,1504,1765,36,3287,0.7267900485436893,0.9891664158892567
0.14,1558,1711,39,3284,0.7345266990291263,0.9882636172133614
0.15,1620,1649,43,3280,0.7433252427184466,0.9870598856455011
0.16,1662,1607,50,3273,0.7486347087378641,0.9849533554017454
0.17,1715,1554,58,3265,0.7554611650485437,0.9825458922660246
0.18,1759,1510,59,3264,0.7619842233009708,0.9822449593740595
0.19,1804,1465,73,3250,0.7666868932038835,0.9780318988865483
0.2,1854,1415,77,3246,0.7736650485436893,0.9768281673186879
0.21,1897,1372,88,3235,0.7785194174757282,0.973517905507072
0.22,1937,1332,99,3224,0.7829186893203883,0.9702076436954559
0.23,1986,1283,109,3214,0.7888349514563107,0.967198314775805
0.24,2040,1229,119,3204,0.7955097087378641,0.9641889858561541
0.25,2083,1186,125,3198,0.801122572815534,0.9623833885043636
0.26,2123,1146,135,3188,0.8056735436893204,0.9593740595847126
0.27,2175,1094,151,3172,0.8111347087378641,0.9545591333132711
0.28,2220,1049,169,3154,0.8152305825242718,0.9491423412578995
0.29,2262,1007,181,3142,0.8197815533980582,0.9455311465543184
0.3,2307,962,194,3129,0.8246359223300971,0.9416190189587722
0.31,2345,924,212,3111,0.8276699029126213,0.9362022269034005
0.32,2398,871,228,3095,0.8332827669902912,0.9313873006319591
0.33,2457,812,250,3073,0.8388956310679612,0.924766777008727
0.34,2510,759,273,3050,0.8434466019417476,0.91784532049353
0.35,2548,721,297,3026,0.8455703883495146,0.9106229310863677
0.36,2597,672,325,2998,0.8487560679611651,0.9021968101113451
0.37,2637,632,368,2955,0.8483009708737864,0.8892566957568462
0.38,2686,583,404,2919,0.8502730582524272,0.8784231116461029
0.39,2720,549,448,2875,0.8487560679611651,0.8651820643996389
0.4,2757,512,482,2841,0.8492111650485437,0.8549503460728257
0.41,2793,476,511,2812,0.8502730582524272,0.8462232922058381
0.42,2822,447,541,2782,0.850121359223301,0.8371953054468854
0.43,2842,427,571,2752,0.8486043689320388,0.8281673186879326
0.44,2865,404,600,2723,0.8476941747572816,0.8194402648209449
0.45,2892,377,629,2694,0.8473907766990292,0.8107132109539573
0.46,2910,359,651,2672,0.8467839805825242,0.8040926873307253
0.47,2933,336,669,2654,0.8475424757281553,0.7986758952753535
0.48,2949,320,709,2614,0.8439016990291263,0.7866385795967499
0.49,2964,305,739,2584,0.841626213592233,0.7776105928377972
0.5,2977,292,764,2559,0.8398058252427184,0.7700872705386699
0.51,2999,270,788,2535,0.839502427184466,0.7628648811315076
0.52,3019,250,815,2508,0.8384405339805825,0.7547396930484502
0.53,3035,234,841,2482,0.8369235436893204,0.7469154378573578
0.54,3047,222,869,2454,0.834496359223301,0.7384893168823352
0.55,3058,211,891,2432,0.8328276699029126,0.7318687932591033
0.56,3069,200,909,2414,0.8317657766990292,0.7264520012037315
0.57,3090,179,943,2380,0.8297936893203883,0.7162202828769184
0.58,3097,172,962,2361,0.8279733009708737,0.7105025579295817
0.59,3106,163,986,2337,0.8256978155339806,0.7032801685224195
0.6,3113,156,1015,2308,0.8223604368932039,0.6945531146554318
0.61,3120,149,1045,2278,0.818871359223301,0.6855251278964791
0.62,3130,139,1069,2254,0.816747572815534,0.6783027384893169
0.63,3140,129,1086,2237,0.8156856796116505,0.6731868793259104
0.64,3150,119,1108,2215,0.8138652912621359,0.6665663557026783
0.65,3159,110,1128,2195,0.8121966019417476,0.6605476978633764
0.66,3168,101,1155,2168,0.8094660194174758,0.652422509780319
0.67,3181,88,1184,2139,0.8070388349514563,0.6436954559133313
0.68,3187,82,1213,2110,0.8035497572815534,0.6349684020463436
0.69,3189,80,1252,2071,0.7979368932038835,0.6232320192597051
0.7,3193,76,1283,2040,0.7938410194174758,0.6139030996087872
0.71,3197,72,1311,2012,0.7902002427184466,0.6054769786337647
0.72,3201,68,1337,1986,0.7868628640776699,0.5976527234426723
0.73,3206,63,1365,1958,0.783373786407767,0.5892266024676497
0.74,3212,57,1389,1934,0.7806432038834952,0.5820042130604876
0.75,3213,56,1418,1905,0.7763956310679612,0.5732771591934999
0.76,3219,50,1438,1885,0.7742718446601942,0.567258501354198
0.77,3222,47,1467,1856,0.7703276699029126,0.5585314474872104
0.78,3223,46,1495,1828,0.7662317961165048,0.5501053265121878
0.79,3224,45,1522,1801,0.7622876213592233,0.5419801384291303
0.8,3228,41,1544,1779,0.7595570388349514,0.5353596148058983
0.81,3233,36,1583,1740,0.7543992718446602,0.5236232320192598
0.82,3239,30,1609,1714,0.7513652912621359,0.5157989768281673
0.83,3240,29,1647,1676,0.745752427184466,0.5043635269334938
0.84,3243,26,1672,1651,0.7424150485436893,0.4968402046343665
0.85,3244,25,1710,1613,0.7368021844660194,0.485404754739693
0.86,3245,24,1741,1582,0.732251213592233,0.4760758350887752
0.87,3249,20,1785,1538,0.7261832524271845,0.4628347878423112
0.88,3250,19,1819,1504,0.7211771844660194,0.45260306951549806
0.89,3252,17,1850,1473,0.7167779126213593,0.4432741498645802
0.9,3253,16,1891,1432,0.7107099514563107,0.43093590129401144
0.91,3257,12,1936,1387,0.7044902912621359,0.4173939211555823
0.92,3258,11,1983,1340,0.6975121359223301,0.403250075233223
0.93,3259,10,2029,1294,0.6906856796116505,0.3894071622028288
0.94,3261,8,2074,1249,0.6841626213592233,0.3758651820643996
0.95,3263,6,2134,1189,0.6753640776699029,0.3578092085464941
0.96,3263,6,2201,1122,0.6652002427184466,0.337646704784833
0.97,3266,3,2273,1050,0.6547330097087378,0.3159795365633464
0.98,3266,3,2357,966,0.6419902912621359,0.2907011736382787
0.99,3267,2,2480,843,0.6234830097087378,0.25368642792657237
1.0,3269,0,3187,136,0.5165351941747572,0.04092687330725248
