Threshold,True_Negatives,False_Positives,False_Negatives,True_Positives,Accuracy,Recall
0.0,0,3228,0,3300,0.5055147058823529,1.0
0.01,460,2768,1,3299,0.5758272058823529,0.9996969696969698
0.02,550,2678,1,3299,0.5896139705882353,0.9996969696969698
0.03,630,2598,2,3298,0.6017156862745098,0.9993939393939394
0.04,689,2539,3,3297,0.6106004901960784,0.9990909090909091
0.05,743,2485,4,3296,0.6187193627450981,0.9987878787878788
0.06,802,2426,4,3296,0.6277573529411765,0.9987878787878788
0.07,855,2373,5,3295,0.6357230392156863,0.9984848484848485
0.08,907,2321,7,3293,0.6433823529411765,0.9978787878787879
0.09,965,2263,9,3291,0.6519607843137255,0.9972727272727273
0.1,1007,2221,12,3288,0.6579350490196079,0.9963636363636363
0.11,1054,2174,12,3288,0.6651348039215687,0.9963636363636363
0.12,1106,2122,13,3287,0.6729473039215687,0.9960606060606061
0.13,1157,2071,16,3284,0.6803002450980392,0.9951515151515151
0.14,1208,2020,19,3281,0.6876531862745098,0.9942424242424243
0.15,1266,1962,20,3280,0.6963848039215687,0.9939393939393939
0.16,1309,1919,22,3278,0.7026654411764706,0.9933333333333333
0.17,1374,1854,26,3274,0.7120098039215687,0.9921212121212121
0.18,1421,1807,30,3270,0.7185968137254902,0.990909090909091
0.19,1486,1742,34,3266,0.7279411764705882,0.9896969696969697
0.2,1537,1691,39,3261,0.7349877450980392,0.9881818181818182
0.21,1599,1629,44,3256,0.7437193627450981,0.9866666666666667
0.22,1660,1568,48,3252,0.7524509803921569,0.9854545454545455
0.23,1713,1515,54,3246,0.7596507352941176,0.9836363636363636
0.24,1766,1462,65,3235,0.7660845588235294,0.9803030303030303
0.25,1827,1401,71,3229,0.7745098039215687,0.9784848484848485
0.26,1875,1353,86,3214,0.7795649509803921,0.973939393939394
0.27,1951,1277,97,3203,0.7895220588235294,0.9706060606060606
0.28,2009,1219,114,3186,0.7958026960784313,0.9654545454545455
0.29,2072,1156,128,3172,0.8033088235294118,0.9612121212121212
0.3,2139,1089,148,3152,0.8105085784313726,0.9551515151515152
0.31,2194,1034,171,3129,0.8154105392156863,0.9481818181818182
0.32,2253,975,188,3112,0.8218443627450981,0.943030303030303
0.33,2333,895,200,3100,0.8322610294117647,0.9393939393939394
0.34,2396,832,231,3069,0.8371629901960784,0.93
0.35,2446,782,260,3040,0.8403799019607843,0.9212121212121213
0.36,2505,723,286,3014,0.8454350490196079,0.9133333333333333
0.37,2557,671,324,2976,0.8475796568627451,0.9018181818181819
0.38,2608,620,354,2946,0.850796568627451,0.8927272727272727
0.39,2644,584,386,2914,0.8514093137254902,0.883030303030303
0.4,2686,542,414,2886,0.8535539215686274,0.8745454545454545
0.41,2724,504,440,2860,0.8553921568627451,0.8666666666666667
0.42,2751,477,468,2832,0.8552389705882353,0.8581818181818182
0.43,2777,451,491,2809,0.8556985294117647,0.8512121212121212
0.44,2804,424,522,2778,0.8550857843137255,0.8418181818181818
0.45,2836,392,550,2750,0.8556985294117647,0.8333333333333334
0.46,2847,381,568,2732,0.8546262254901961,0.8278787878787879
0.47,2872,356,586,2714,0.8556985294117647,0.8224242424242424
0.48,2890,338,613,2687,0.8543198529411765,0.8142424242424242
0.49,2909,319,631,2669,0.8544730392156863,0.8087878787878788
0.5,2930,298,658,2642,0.8535539215686274,0.8006060606060607
0.51,2945,283,687,2613,0.8514093137254902,0.7918181818181819
0.52,2954,274,702,2598,0.8504901960784313,0.7872727272727272
0.53,2962,266,721,2579,0.8488051470588235,0.7815151515151515
0.54,2972,256,751,2549,0.8457414215686274,0.7724242424242425
0.55,2982,246,771,2529,0.8442095588235294,0.7663636363636364
0.56,2992,236,792,2508,0.8425245098039216,0.76
0.57,3021,207,843,2457,0.8391544117647058,0.7445454545454545
0.58,3029,199,869,2431,0.8363970588235294,0.7366666666666667
0.59,3043,185,891,2409,0.835171568627451,0.73
0.6,3056,172,927,2373,0.8316482843137255,0.7190909090909091
0.61,3070,158,952,2348,0.8299632352941176,0.7115151515151515
0.62,3084,144,975,2325,0.8285845588235294,0.7045454545454546
0.63,3091,137,1010,2290,0.8242953431372549,0.693939393939394
0.64,3100,128,1043,2257,0.8206188725490197,0.683939393939394
0.65,3105,123,1076,2224,0.8163296568627451,0.673939393939394
0.66,3116,112,1104,2196,0.8137254901960784,0.6654545454545454
0.67,3128,100,1124,2176,0.8125,0.6593939393939394
0.68,3133,95,1150,2150,0.8092830882352942,0.6515151515151515
0.69,3138,90,1178,2122,0.8057598039215687,0.6430303030303031
0.7,3141,87,1209,2091,0.8014705882352942,0.6336363636363637
0.71,3144,84,1237,2063,0.797640931372549,0.6251515151515151
0.72,3151,77,1269,2031,0.7938112745098039,0.6154545454545455
0.73,3155,73,1298,2002,0.7899816176470589,0.6066666666666667
0.74,3165,63,1326,1974,0.7872242647058824,0.5981818181818181
0.75,3173,55,1356,1944,0.7838541666666666,0.5890909090909091
