Threshold,True_Negatives,False_Positives,False_Negatives,True_Positives,Accuracy,Recall
0.0,0,3278,0,3314,0.5027305825242718,1.0
0.01,668,2610,2,3312,0.6037621359223301,0.9993964996982498
0.02,808,2470,6,3308,0.6243932038834952,0.9981894990947495
0.03,913,2365,8,3306,0.6400182038834952,0.9975859987929994
0.04,994,2284,10,3304,0.652002427184466,0.9969824984912492
0.05,1076,2202,16,3298,0.6635315533980582,0.9951719975859988
0.06,1139,2139,23,3291,0.6720266990291263,0.9930597465298733
0.07,1203,2075,28,3286,0.6809769417475728,0.9915509957754979
0.08,1270,2008,32,3282,0.6905339805825242,0.9903439951719976
0.09,1323,1955,37,3277,0.6978155339805825,0.9888352444176222
0.1,1375,1903,40,3274,0.705248786407767,0.987929993964997
0.11,1432,1846,45,3269,0.7131371359223301,0.9864212432106216
0.12,1478,1800,48,3266,0.7196601941747572,0.9855159927579964
0.13,1529,1749,58,3256,0.725879854368932,0.9824984912492456
0.14,1591,1687,72,3242,0.7331614077669902,0.9782739891369946
0.15,1641,1637,77,3237,0.7399878640776699,0.9767652383826192
0.16,1689,1589,85,3229,0.7460558252427184,0.9743512371756186
0.17,1735,1543,90,3224,0.7522754854368932,0.9728424864212432
0.18,1792,1486,96,3218,0.7600121359223301,0.9710319855159928
0.19,1839,1439,100,3214,0.7665351941747572,0.9698249849124925
0.2,1875,1403,107,3207,0.7709344660194175,0.9677127338563669
0.21,1918,1360,115,3199,0.7762439320388349,0.9652987326493663
0.22,1960,1318,124,3190,0.78125,0.9625829812914907
0.23,2010,1268,131,3183,0.7877730582524272,0.9604707302353651
0.24,2048,1230,143,3171,0.7917172330097088,0.9568497284248643
0.25,2088,1190,152,3162,0.7964199029126213,0.9541339770669885
0.26,2130,1148,166,3148,0.8006674757281553,0.9499094749547374
0.27,2168,1110,177,3137,0.8047633495145631,0.9465902232951117
0.28,2216,1062,192,3122,0.8097694174757282,0.9420639710319855
0.29,2258,1020,209,3105,0.8135618932038835,0.9369342184671092
0.3,2299,979,220,3094,0.8181128640776699,0.9336149668074833
0.31,2332,946,239,3075,0.8202366504854369,0.927881713940857
0.32,2366,912,262,3052,0.8219053398058253,0.9209414604707302
0.33,2410,868,278,3036,0.8261529126213593,0.9161134580567291
0.34,2451,827,295,3019,0.8297936893203883,0.9109837054918527
0.35,2505,773,315,2999,0.8349514563106796,0.9049487024743512
0.36,2554,724,335,2979,0.8393507281553398,0.8989136994568497
0.37,2603,675,365,2949,0.8422330097087378,0.8898611949305975
0.38,2627,651,391,2923,0.8419296116504854,0.8820156910078455
