Threshold,True_Negatives,False_Positives,False_Negatives,True_Positives,Accuracy,Recall
0.0,0,3269,0,3259,0.49923406862745096,1.0
0.01,724,2545,0,3259,0.610140931372549,1.0
0.02,882,2387,0,3259,0.6343443627450981,1.0
0.03,1002,2267,3,3256,0.6522671568627451,0.9990794722307457
0.04,1092,2177,4,3255,0.6659007352941176,0.9987726296409942
0.05,1166,2103,7,3252,0.6767769607843137,0.9978521018717398
0.06,1243,2026,8,3251,0.6884191176470589,0.9975452592819883
0.07,1302,1967,12,3247,0.6968443627450981,0.9963178889229826
0.08,1356,1913,13,3246,0.7049632352941176,0.996011046333231
0.09,1414,1855,15,3244,0.7135416666666666,0.9953973611537281
0.1,1480,1789,20,3239,0.7228860294117647,0.9938631482049709
0.11,1550,1719,25,3234,0.7328431372549019,0.9923289352562136
0.12,1599,1670,32,3227,0.7392769607843137,0.9901810371279534
0.13,1658,1611,35,3224,0.7478553921568627,0.989260509358699
0.14,1694,1575,38,3221,0.7529105392156863,0.9883399815894446
0.15,1734,1535,41,3218,0.758578431372549,0.9874194538201903
0.16,1781,1488,49,3210,0.7645526960784313,0.9849647131021786
0.17,1824,1445,56,3203,0.7700674019607843,0.9828168149739184
0.18,1873,1396,61,3198,0.7768075980392157,0.981282602025161
0.19,1924,1345,69,3190,0.7833946078431373,0.9788278613071494
0.2,1975,1294,80,3179,0.7895220588235294,0.9754525928198834
0.21,2019,1250,86,3173,0.7953431372549019,0.9736115372813746
0.22,2084,1185,94,3165,0.8040747549019608,0.971156796563363
0.23,2125,1144,101,3158,0.8092830882352942,0.9690088984351027
0.24,2161,1108,108,3151,0.8137254901960784,0.9668610003068426
0.25,2219,1050,119,3140,0.8209252450980392,0.9634857318195765
0.26,2256,1013,132,3127,0.8246017156862745,0.9594967781528077
0.27,2299,970,150,3109,0.8284313725490197,0.9539736115372813
0.28,2348,921,161,3098,0.8342524509803921,0.9505983430500153
0.29,2394,875,178,3081,0.8386948529411765,0.9453820190242406
0.3,2434,835,187,3072,0.8434436274509803,0.9426204357164775
0.31,2467,802,201,3058,0.8463541666666666,0.938324639459957
0.32,2511,758,220,3039,0.8501838235294118,0.9324946302546794
0.33,2542,727,241,3018,0.8517156862745098,0.9260509358698987
0.34,2578,691,263,2996,0.8538602941176471,0.9193003988953666
0.35,2616,653,285,2974,0.8563112745098039,0.9125498619208346
0.36,2647,622,311,2948,0.8570772058823529,0.9045719545872967
0.37,2676,593,336,2923,0.8576899509803921,0.8969008898435102
0.38,2709,560,352,2907,0.8602941176470589,0.8919914084074869
0.39,2740,529,371,2888,0.8621323529411765,0.8861613992022093
0.4,2781,488,395,2864,0.8647365196078431,0.8787971770481743
0.41,2806,463,416,2843,0.8653492647058824,0.8723534826633936
0.42,2834,435,438,2821,0.8662683823529411,0.8656029456888616
0.43,2863,406,466,2793,0.866421568627451,0.8570113531758208
0.44,2880,389,485,2774,0.8661151960784313,0.8511813439705431
0.45,2901,368,517,2742,0.8644301470588235,0.8413623810984965
0.46,2927,342,528,2731,0.8667279411764706,0.8379871126112305
0.47,2949,320,558,2701,0.8655024509803921,0.8287818349186867
0.48,2975,294,577,2682,0.8665747549019608,0.822951825713409
0.49,2987,282,606,2653,0.8639705882352942,0.8140533906106168
0.5,3003,266,633,2626,0.8622855392156863,0.8057686406873275
0.51,3012,257,651,2608,0.8609068627450981,0.8002454740718011
0.52,3024,245,674,2585,0.8592218137254902,0.7931880945075176
0.53,3035,234,705,2554,0.8561580882352942,0.7836759742252225
0.54,3050,219,735,2524,0.8538602941176471,0.7744706965326787
0.55,3057,212,757,2502,0.8515625,0.7677201595581467
0.56,3069,200,774,2485,0.850796568627451,0.7625038355323719
0.57,3102,167,822,2437,0.8484987745098039,0.7477753912243019
0.58,3114,155,847,2412,0.8465073529411765,0.7401043264805155
0.59,3129,140,875,2384,0.844515931372549,0.7315127339674747
0.6,3140,129,900,2359,0.8423713235294118,0.7238416692236882
0.61,3151,118,921,2338,0.8408394607843137,0.7173979748389077
0.62,3160,109,955,2304,0.8370098039215687,0.7069653267873581
0.63,3170,99,998,2261,0.8319546568627451,0.6937710954280454
0.64,3178,91,1023,2236,0.8293504901960784,0.686100030684259
0.65,3185,84,1070,2189,0.8232230392156863,0.6716784289659404
0.66,3195,74,1101,2158,0.8200061274509803,0.6621663086836453
0.67,3198,71,1139,2120,0.8146446078431373,0.6505062902730899
0.68,3205,64,1176,2083,0.8100490196078431,0.639153114452286
