Threshold,True_Negatives,False_Positives,False_Negatives,True_Positives,Accuracy,Recall
0.0,0,3319,0,3273,0.4965109223300971,1.0
0.01,317,3002,1,3272,0.5444478155339806,0.9996944699052857
0.02,380,2939,1,3272,0.554004854368932,0.9996944699052857
0.03,440,2879,2,3271,0.5629550970873787,0.9993889398105713
0.04,477,2842,4,3269,0.5682645631067961,0.9987778796211427
0.05,531,2788,4,3269,0.5764563106796117,0.9987778796211427
0.06,569,2750,6,3267,0.5819174757281553,0.998166819431714
0.07,611,2708,7,3266,0.5881371359223301,0.9978612893369997
0.08,645,2674,8,3265,0.5931432038834952,0.9975557592422853
0.09,684,2635,9,3264,0.5989077669902912,0.997250229147571
0.1,737,2582,13,3260,0.6063410194174758,0.9960281087687137
0.11,774,2545,15,3258,0.6116504854368932,0.995417048579285
0.12,813,2506,18,3255,0.6171116504854369,0.9945004582951421
0.13,860,2459,18,3255,0.6242415048543689,0.9945004582951421
0.14,892,2427,18,3255,0.6290958737864077,0.9945004582951421
0.15,926,2393,23,3250,0.633495145631068,0.9929728078215704
0.16,967,2352,28,3245,0.6389563106796117,0.9914451573479988
0.17,997,2322,32,3241,0.6429004854368932,0.9902230369691415
0.18,1038,2281,36,3237,0.6485133495145631,0.9890009165902841
0.19,1081,2238,44,3229,0.6538228155339806,0.9865566758325696
0.2,1118,2201,49,3224,0.6586771844660194,0.9850290253589978
0.21,1164,2155,57,3216,0.6644417475728155,0.9825847846012832
0.22,1215,2104,66,3207,0.6708131067961165,0.9798350137488543
0.23,1258,2061,70,3203,0.6767293689320388,0.9786128933699969
0.24,1331,1988,79,3194,0.6864381067961165,0.975863122517568
0.25,1377,1942,83,3190,0.6928094660194175,0.9746410021387106
0.26,1439,1880,91,3182,0.701001213592233,0.972196761380996
0.27,1503,1816,98,3175,0.7096480582524272,0.9700580507179957
0.28,1567,1752,118,3155,0.7163228155339806,0.9639474488237091
0.29,1634,1685,134,3139,0.7240594660194175,0.9590589673082799
0.3,1697,1622,157,3116,0.730127427184466,0.9520317751298503
0.31,1775,1544,175,3098,0.7392293689320388,0.9465322334249924
0.32,1865,1454,196,3077,0.7496966019417476,0.9401161014359914
0.33,1941,1378,224,3049,0.7569781553398058,0.9315612587839902
0.34,2040,1279,259,3014,0.7666868932038835,0.9208677054689887
0.35,2138,1181,306,2967,0.7744235436893204,0.9065077910174152
0.36,2249,1070,348,2925,0.7848907766990292,0.8936755270394133
0.37,2354,965,395,2878,0.7936893203883495,0.8793156125878399
0.38,2445,874,438,2835,0.8009708737864077,0.8661778185151238
0.39,2539,780,490,2783,0.8073422330097088,0.8502902535899786
0.4,2619,700,541,2732,0.8117415048543689,0.8347082187595478
0.41,2693,626,592,2681,0.8152305825242718,0.8191261839291171
0.42,2748,571,638,2635,0.8165958737864077,0.8050717995722578
0.43,2774,545,684,2589,0.8135618932038835,0.7910174152153987
0.44,2807,512,709,2564,0.8147754854368932,0.7833791628475405
0.45,2847,472,737,2536,0.8165958737864077,0.7748243201955393
0.46,2866,453,756,2517,0.8165958737864077,0.769019248395967
0.47,2890,429,785,2488,0.8158373786407767,0.7601588756492514
0.48,2916,403,808,2465,0.8162924757281553,0.7531316834708218
0.49,2941,378,830,2443,0.816747572815534,0.7464100213871067
0.5,2962,357,864,2409,0.8147754854368932,0.7360219981668195
0.51,2976,343,891,2382,0.8128033980582524,0.7277726856095326
0.52,2997,322,918,2355,0.8118932038834952,0.7195233730522457
0.53,3010,309,942,2331,0.8102245145631068,0.7121906507791017
0.54,3019,300,967,2306,0.8077973300970874,0.7045523984112435
0.55,3034,285,988,2285,0.8068871359223301,0.6981362664222426
0.56,3050,269,1015,2258,0.8052184466019418,0.6898869538649557
0.57,3062,257,1038,2235,0.8035497572815534,0.6828597616865261
0.58,3093,226,1093,2180,0.7999089805825242,0.666055606477238
0.59,3112,207,1133,2140,0.7967233009708737,0.6538344026886649
0.6,3130,189,1182,2091,0.7920206310679612,0.6388634280476627
0.61,3146,173,1225,2048,0.7879247572815534,0.6257256339749465
0.62,3166,153,1263,2010,0.7851941747572816,0.614115490375802
0.63,3173,146,1313,1960,0.7786711165048543,0.5988389856400855
0.64,3189,130,1358,1915,0.7742718446601942,0.5850901313779407
0.65,3200,119,1396,1877,0.7701759708737864,0.5734799877787962
0.66,3211,108,1432,1841,0.7663834951456311,0.5624809043690804
0.67,3221,98,1470,1803,0.7621359223300971,0.5508707607699358
0.68,3230,89,1518,1755,0.7562196601941747,0.536205316223648
0.69,3235,84,1562,1711,0.7503033980582524,0.5227619920562175
0.7,3243,76,1616,1657,0.7433252427184466,0.5062633669416438
0.71,3253,66,1647,1626,0.7401395631067961,0.49679193400549954
