Threshold,True_Negatives,False_Positives,False_Negatives,True_Positives,Accuracy,Recall
0.0,0,3267,0,3325,0.5043992718446602,1.0
0.01,401,2866,2,3323,0.5649271844660194,0.9993984962406015
0.02,485,2782,5,3320,0.5772148058252428,0.9984962406015038
0.03,549,2718,5,3320,0.5869235436893204,0.9984962406015038
0.04,615,2652,8,3317,0.5964805825242718,0.997593984962406
0.05,674,2593,13,3312,0.6046723300970874,0.9960902255639098
0.06,711,2556,13,3312,0.6102851941747572,0.9960902255639098
0.07,761,2506,14,3311,0.6177184466019418,0.9957894736842106
0.08,801,2466,18,3307,0.6231796116504854,0.9945864661654136
0.09,863,2404,25,3300,0.6315230582524272,0.9924812030075187
0.1,926,2341,28,3297,0.640625,0.991578947368421
0.11,970,2297,35,3290,0.6462378640776699,0.9894736842105263
0.12,1028,2239,39,3286,0.6544296116504854,0.9882706766917293
0.13,1091,2176,42,3283,0.6635315533980582,0.9873684210526316
0.14,1137,2130,46,3279,0.6699029126213593,0.9861654135338346
0.15,1186,2081,55,3270,0.6759708737864077,0.9834586466165414
0.16,1249,2018,62,3263,0.6844660194174758,0.9813533834586466
0.17,1306,1961,77,3248,0.6908373786407767,0.9768421052631578
0.18,1352,1915,88,3237,0.6961468446601942,0.9735338345864661
0.19,1399,1868,93,3232,0.7025182038834952,0.9720300751879699
0.2,1444,1823,102,3223,0.7079793689320388,0.9693233082706767
0.21,1492,1775,109,3216,0.7141990291262136,0.967218045112782
0.22,1543,1724,122,3203,0.7199635922330098,0.9633082706766918
0.23,1596,1671,135,3190,0.7260315533980582,0.9593984962406015
0.24,1648,1619,142,3183,0.7328580097087378,0.9572932330827068
0.25,1698,1569,156,3169,0.7383191747572816,0.9530827067669173
0.26,1742,1525,169,3156,0.7430218446601942,0.9491729323308271
0.27,1797,1470,183,3142,0.7492415048543689,0.9449624060150376
0.28,1847,1420,197,3128,0.7547026699029126,0.9407518796992481
0.29,1904,1363,220,3105,0.7598604368932039,0.9338345864661655
0.3,1960,1307,238,3087,0.765625,0.9284210526315789
0.31,2012,1255,263,3062,0.7697208737864077,0.9209022556390978
0.32,2080,1187,285,3040,0.7766990291262136,0.9142857142857143
0.33,2152,1115,307,3018,0.7842839805825242,0.9076691729323308
0.34,2208,1059,334,2991,0.7886832524271845,0.8995488721804511
0.35,2254,1013,371,2954,0.7900485436893204,0.888421052631579
0.36,2307,960,417,2908,0.7911104368932039,0.8745864661654136
0.37,2366,901,444,2881,0.7959648058252428,0.8664661654135338
0.38,2401,866,467,2858,0.7977851941747572,0.8595488721804512
0.39,2444,823,490,2835,0.8008191747572816,0.8526315789473684
