Threshold,True_Negatives,False_Positives,False_Negatives,True_Positives,Accuracy,Recall
0.0,0,3292,0,3300,0.5006067961165048,1.0
0.01,554,2738,0,3300,0.5846480582524272,1.0
0.02,653,2639,1,3299,0.5995145631067961,0.9996969696969698
0.03,723,2569,2,3298,0.6099817961165048,0.9993939393939394
0.04,785,2507,2,3298,0.6193871359223301,0.9993939393939394
0.05,844,2448,6,3294,0.6277305825242718,0.9981818181818182
0.06,892,2400,6,3294,0.6350121359223301,0.9981818181818182
0.07,951,2341,7,3293,0.6438106796116505,0.9978787878787879
0.08,1000,2292,8,3292,0.6510922330097088,0.9975757575757576
0.09,1051,2241,10,3290,0.6585254854368932,0.996969696969697
0.1,1107,2185,13,3287,0.6665655339805825,0.9960606060606061
0.11,1157,2135,14,3286,0.673998786407767,0.9957575757575757
0.12,1193,2099,17,3283,0.679004854368932,0.9948484848484849
0.13,1239,2053,23,3277,0.6850728155339806,0.993030303030303
0.14,1280,2012,26,3274,0.6908373786407767,0.9921212121212121
0.15,1321,1971,29,3271,0.6966019417475728,0.9912121212121212
0.16,1374,1918,31,3269,0.7043385922330098,0.9906060606060606
0.17,1427,1865,38,3262,0.7113167475728155,0.9884848484848485
0.18,1476,1816,45,3255,0.7176881067961165,0.9863636363636363
0.19,1516,1776,49,3251,0.7231492718446602,0.9851515151515151
0.2,1560,1732,55,3245,0.7289138349514563,0.9833333333333333
0.21,1605,1687,59,3241,0.7351334951456311,0.9821212121212122
0.22,1654,1638,68,3232,0.7412014563106796,0.9793939393939394
0.23,1702,1590,77,3223,0.7471177184466019,0.9766666666666667
0.24,1751,1541,85,3215,0.7533373786407767,0.9742424242424242
0.25,1812,1480,94,3206,0.7612257281553398,0.9715151515151516
0.26,1856,1436,102,3198,0.7666868932038835,0.9690909090909091
0.27,1915,1377,117,3183,0.7733616504854369,0.9645454545454546
0.28,1978,1314,131,3169,0.7807949029126213,0.9603030303030303
0.29,2039,1253,133,3167,0.789745145631068,0.9596969696969697
0.3,2097,1195,149,3151,0.7961165048543689,0.9548484848484848
0.31,2159,1133,165,3135,0.8030946601941747,0.95
0.32,2214,1078,182,3118,0.8088592233009708,0.9448484848484848
0.33,2284,1008,207,3093,0.8156856796116505,0.9372727272727273
0.34,2348,944,227,3073,0.8223604368932039,0.9312121212121212
0.35,2419,873,254,3046,0.8290351941747572,0.923030303030303
0.36,2475,817,284,3016,0.8329793689320388,0.9139393939393939
0.37,2542,750,314,2986,0.8385922330097088,0.9048484848484849
0.38,2592,700,345,2955,0.8414745145631068,0.8954545454545455
0.39,2642,650,379,2921,0.8439016990291263,0.8851515151515151
0.4,2688,604,409,2891,0.8463288834951457,0.8760606060606061
0.41,2720,572,429,2871,0.8481492718446602,0.87
0.42,2761,531,450,2850,0.8511832524271845,0.8636363636363636
0.43,2801,491,484,2816,0.8520934466019418,0.8533333333333334
0.44,2829,463,514,2786,0.8517900485436893,0.8442424242424242
