Threshold,True_Negatives,False_Positives,False_Negatives,True_Positives,Accuracy,Recall
0.0,0,3269,0,3259,0.49923406862745096,1.0
0.01,504,2765,2,3257,0.5761335784313726,0.9993863148204971
0.02,621,2648,2,3257,0.5940563725490197,0.9993863148204971
0.03,698,2571,2,3257,0.6058517156862745,0.9993863148204971
0.04,765,2504,3,3256,0.6159620098039216,0.9990794722307457
0.05,825,2444,3,3256,0.6251531862745098,0.9990794722307457
0.06,884,2385,4,3255,0.6340379901960784,0.9987726296409942
0.07,932,2337,5,3254,0.6412377450980392,0.9984657870512427
0.08,978,2291,6,3253,0.6481311274509803,0.9981589444614912
0.09,1027,2242,6,3253,0.6556372549019608,0.9981589444614912
0.1,1078,2191,7,3252,0.663296568627451,0.9978521018717398
0.11,1125,2144,8,3251,0.6703431372549019,0.9975452592819883
0.12,1164,2105,10,3249,0.6760110294117647,0.9969315741024855
0.13,1209,2060,14,3245,0.6822916666666666,0.9957042037434796
0.14,1253,2016,14,3245,0.6890318627450981,0.9957042037434796
0.15,1283,1986,17,3242,0.6931678921568627,0.9947836759742252
0.16,1325,1944,21,3238,0.6989889705882353,0.9935563056152193
0.17,1361,1908,23,3236,0.7041973039215687,0.9929426204357165
0.18,1400,1869,28,3231,0.7094056372549019,0.9914084074869592
0.19,1444,1825,29,3230,0.7159926470588235,0.9911015648972077
0.2,1493,1776,34,3225,0.7227328431372549,0.9895673519484505
0.21,1536,1733,37,3222,0.7288602941176471,0.988646824179196
0.22,1592,1677,42,3217,0.7366727941176471,0.9871126112304388
0.23,1651,1618,49,3210,0.7446384803921569,0.9849647131021786
0.24,1703,1566,60,3199,0.7509191176470589,0.9815894446149126
0.25,1763,1506,62,3197,0.7598039215686274,0.9809757594354096
0.26,1813,1456,66,3193,0.7668504901960784,0.9797483890764038
0.27,1875,1394,70,3189,0.7757352941176471,0.9785210187173979
0.28,1933,1336,79,3180,0.7832414215686274,0.9757594354096348
0.29,1980,1289,91,3168,0.7886029411764706,0.9720773243326174
0.3,2041,1228,108,3151,0.7953431372549019,0.9668610003068426
0.31,2099,1170,115,3144,0.8031556372549019,0.9647131021785824
0.32,2147,1122,126,3133,0.8088235294117647,0.9613378336913163
0.33,2204,1065,144,3115,0.8147977941176471,0.9558146670757901
0.34,2270,999,166,3093,0.8215379901960784,0.949064130101258
0.35,2335,934,187,3072,0.8282781862745098,0.9426204357164775
0.36,2398,871,217,3042,0.8333333333333334,0.9334151580239337
0.37,2454,815,254,3005,0.8362438725490197,0.9220619822031298
0.38,2518,751,275,2984,0.8428308823529411,0.9156182878183492
0.39,2573,696,310,2949,0.8458946078431373,0.9048787971770482
0.4,2629,640,349,2910,0.8484987745098039,0.8929119361767414
0.41,2678,591,379,2880,0.8514093137254902,0.8837066584841976
0.42,2720,549,426,2833,0.8506433823529411,0.8692850567658791
0.43,2754,515,451,2808,0.8520220588235294,0.8616139920220927
0.44,2787,482,476,2783,0.8532475490196079,0.8539429272783062
0.45,2822,447,506,2753,0.8540134803921569,0.8447376495857625
0.46,2847,422,534,2725,0.8535539215686274,0.8361460570727217
0.47,2875,394,557,2702,0.8543198529411765,0.8290886775084382
0.48,2899,370,583,2676,0.8540134803921569,0.8211107701749003
0.49,2910,359,611,2648,0.8514093137254902,0.8125191776618594
0.5,2929,340,638,2621,0.8501838235294118,0.8042344277385701
0.51,2948,321,666,2593,0.8488051470588235,0.7956428352255293
0.52,2962,307,687,2572,0.8477328431372549,0.7891991408407487
0.53,2973,296,703,2556,0.8469669117647058,0.7842896594047254
0.54,2980,289,740,2519,0.8423713235294118,0.7729364835839214
0.55,2991,278,770,2489,0.8394607843137255,0.7637312058913778
0.56,3023,246,809,2450,0.8383884803921569,0.7517643448910709
0.57,3039,230,841,2418,0.8359375,0.7419453820190243
0.58,3056,213,872,2387,0.8337928921568627,0.7324332617367291
0.59,3068,201,903,2356,0.8308823529411765,0.7229211414544339
0.6,3084,185,932,2327,0.828890931372549,0.7140227063516416
0.61,3107,162,964,2295,0.8275122549019608,0.7042037434795949
0.62,3120,149,1014,2245,0.8218443627450981,0.6888616139920221
0.63,3134,135,1050,2209,0.8184742647058824,0.6778152807609696
0.64,3143,126,1091,2168,0.8135723039215687,0.6652347345811599
0.65,3150,119,1126,2133,0.8092830882352942,0.6544952439398588
0.66,3155,114,1155,2104,0.8056066176470589,0.6455968088370666
0.67,3168,101,1201,2058,0.8005514705882353,0.6314820497084995
0.68,3177,92,1236,2023,0.7965686274509803,0.6207425590671986
0.69,3184,85,1270,1989,0.7924325980392157,0.610309911015649
0.7,3197,72,1307,1952,0.7887561274509803,0.598956735194845
0.71,3209,60,1346,1913,0.7846200980392157,0.5869898741945382
0.72,3214,55,1383,1876,0.7797181372549019,0.5756366983737343
0.73,3218,51,1411,1848,0.7760416666666666,0.5670451058606935
0.74,3224,45,1453,1806,0.7705269607843137,0.5541577170911323
0.75,3228,41,1477,1782,0.7674632352941176,0.5467934949370973
0.76,3232,37,1516,1743,0.7621017156862745,0.5348266339367904
0.77,3237,32,1549,1710,0.7578125,0.5247008284749923
0.78,3243,26,1591,1668,0.7522977941176471,0.5118134397054311
0.79,3245,24,1635,1624,0.7458639705882353,0.498312365756367
0.8,3246,23,1671,1588,0.7405024509803921,0.48726603252531453
0.81,3250,19,1698,1561,0.7369791666666666,0.47898128260202516
0.82,3250,19,1736,1523,0.7311580882352942,0.4673212641914698
0.83,3251,18,1772,1487,0.725796568627451,0.4562749309604173
0.84,3254,15,1802,1457,0.7216605392156863,0.44706965326787357
0.85,3255,14,1835,1424,0.7167585784313726,0.4369438478060755
0.86,3256,13,1869,1390,0.711703431372549,0.42651119975452595
0.87,3260,9,1907,1352,0.7064950980392157,0.41485118134397053
0.88,3261,8,1938,1321,0.7018995098039216,0.4053390610616754
0.89,3261,8,1991,1268,0.6937806372549019,0.3890764038048481
0.9,3262,7,2027,1232,0.6884191176470589,0.3780300705737956
0.91,3263,6,2072,1187,0.6816789215686274,0.36422215403498004
0.92,3264,5,2116,1143,0.6750919117647058,0.3507210800859159
0.93,3265,4,2164,1095,0.6678921568627451,0.33599263577784594
0.94,3266,3,2214,1045,0.6603860294117647,0.3206505062902731
0.95,3266,3,2261,998,0.6531862745098039,0.30622890457195456
0.96,3268,1,2325,934,0.6436887254901961,0.28659097882786133
0.97,3269,0,2405,854,0.6315870098039216,0.2620435716477447
0.98,3269,0,2464,795,0.6225490196078431,0.2439398588524087
0.99,3269,0,2583,676,0.6043198529411765,0.20742559067198527
1.0,3269,0,3148,111,0.5177696078431373,0.03405952746241178
