Threshold,True_Negatives,False_Positives,False_Negatives,True_Positives,Accuracy,Recall
0.44,2709,529,532,2790,0.8382621951219512,0.839855508729681
0.45,2740,498,554,2768,0.8396341463414634,0.8332329921733895
0.46,2764,474,569,2753,0.8410060975609757,0.8287176399759181
0.47,2792,446,592,2730,0.8417682926829269,0.8217940999397954
0.48,2816,422,607,2715,0.843140243902439,0.8172787477423239
0.49,2830,408,623,2699,0.8428353658536586,0.812462372065021
0.5,2841,397,637,2685,0.8423780487804878,0.8082480433473811
0.51,2860,378,660,2662,0.8417682926829269,0.8013245033112583
0.52,2874,364,679,2643,0.8410060975609757,0.7956050571944612
0.53,2895,343,699,2623,0.8411585365853659,0.7895845875978327
0.54,2909,329,729,2593,0.838719512195122,0.7805538832028899
0.55,2925,313,757,2565,0.836890243902439,0.7721252257676099
0.56,2935,303,775,2547,0.8356707317073171,0.7667068031306442
0.57,2950,288,792,2530,0.8353658536585366,0.7615894039735099
0.58,2965,273,807,2515,0.8353658536585366,0.7570740517760385
0.59,2974,264,827,2495,0.833689024390244,0.75105358217941
0.6,2982,256,847,2475,0.831859756097561,0.7450331125827815
0.61,2993,245,863,2459,0.8310975609756097,0.7402167369054786
0.62,3005,233,878,2444,0.8306402439024391,0.7357013847080073
0.63,3013,225,896,2426,0.8291158536585366,0.7302829620710415
0.64,3023,215,913,2409,0.8280487804878048,0.7251655629139073
0.65,3044,194,978,2344,0.8213414634146341,0.7055990367248646
0.66,3059,179,1005,2317,0.8195121951219512,0.697471402769416
0.67,3068,170,1043,2279,0.8150914634146341,0.6860325105358218
0.68,3079,159,1073,2249,0.8121951219512196,0.677001806140879
0.69,3096,142,1104,2218,0.8100609756097561,0.6676700782661048
0.7,3107,131,1135,2187,0.8070121951219512,0.6583383503913305
0.71,3116,122,1170,2152,0.8030487804878049,0.6478025285972305
0.72,3125,113,1198,2124,0.8001524390243903,0.6393738711619507
0.73,3132,106,1237,2085,0.7952743902439025,0.627633955448525
0.74,3140,98,1276,2046,0.7905487804878049,0.6158940397350994
0.75,3151,87,1312,2010,0.7867378048780488,0.605057194461168
0.76,3164,74,1350,1972,0.7829268292682927,0.5936183022275737
0.77,3170,68,1377,1945,0.7797256097560976,0.5854906682721253
0.78,3178,60,1408,1914,0.776219512195122,0.5761589403973509
0.79,3182,56,1444,1878,0.7713414634146342,0.5653220951234196
0.8,3187,51,1481,1841,0.7664634146341464,0.5541842263696568
0.81,3190,48,1510,1812,0.7625,0.5454545454545454
0.82,3197,41,1554,1768,0.756859756097561,0.5322095123419627
0.83,3202,36,1591,1731,0.7519817073170731,0.5210716435881999
0.84,3203,35,1630,1692,0.7461890243902439,0.5093317278747742
0.85,3211,27,1683,1639,0.739329268292683,0.49337748344370863
0.86,3214,24,1725,1597,0.7333841463414634,0.48073449729078865
0.87,3214,24,1771,1551,0.7263719512195121,0.46688741721854304
0.88,3217,21,1808,1514,0.7211890243902439,0.4557495484647803
0.89,3219,19,1855,1467,0.714329268292683,0.4416014449127032
0.9,3225,13,1915,1407,0.7060975609756097,0.4235400361228176
0.91,3227,11,1969,1353,0.698170731707317,0.40728476821192056
0.92,3227,11,2025,1297,0.6896341463414634,0.39042745334136064
0.93,3229,9,2086,1236,0.680640243902439,0.3720650210716436
0.94,3229,9,2145,1177,0.6716463414634146,0.3543046357615894
0.95,3231,7,2221,1101,0.6603658536585366,0.33142685129440097
0.96,3234,4,2291,1031,0.6501524390243902,0.31035520770620106
0.97,3235,3,2362,960,0.6394817073170732,0.2889825406381698
0.98,3235,3,2465,857,0.623780487804878,0.2579771222155328
0.99,3236,2,2579,743,0.6065548780487805,0.22366044551475014
1.0,3238,0,3195,127,0.5129573170731707,0.03822998193859121
