Threshold,True_Negatives,False_Positives,False_Negatives,True_Positives,Accuracy,Recall
0.0,0,3238,0,3322,0.5064024390243902,1.0
0.01,598,2640,3,3319,0.5971036585365853,0.9990969295605057
0.02,702,2536,5,3317,0.6126524390243903,0.9984948826008428
0.03,782,2456,6,3316,0.6246951219512196,0.9981938591210114
0.04,834,2404,6,3316,0.6326219512195121,0.9981938591210114
0.05,878,2360,6,3316,0.6393292682926829,0.9981938591210114
0.06,921,2317,7,3315,0.6457317073170732,0.99789283564118
0.07,957,2281,8,3314,0.6510670731707318,0.9975918121613486
0.08,997,2241,8,3314,0.6571646341463414,0.9975918121613486
0.09,1041,2197,9,3313,0.6637195121951219,0.9972907886815171
0.1,1080,2158,10,3312,0.6695121951219513,0.9969897652016857
0.11,1126,2112,13,3309,0.6760670731707317,0.9960866947621915
0.12,1179,2059,15,3307,0.6838414634146341,0.9954846478025285
0.13,1231,2007,16,3306,0.6916158536585366,0.9951836243226971
0.14,1277,1961,18,3304,0.6983231707317074,0.9945815773630343
0.15,1321,1917,21,3301,0.7045731707317073,0.99367850692354
0.16,1364,1874,23,3299,0.7108231707317073,0.9930764599638772
0.17,1402,1836,25,3297,0.7163109756097561,0.9924744130042144
0.18,1440,1798,27,3295,0.7217987804878049,0.9918723660445514
0.19,1479,1759,31,3291,0.7271341463414634,0.9906682721252258
0.2,1526,1712,39,3283,0.7330792682926829,0.9882600842865743
0.21,1555,1683,45,3277,0.7365853658536585,0.9864539434075857
0.22,1600,1638,50,3272,0.7426829268292683,0.9849488260084287
0.23,1639,1599,61,3261,0.7469512195121951,0.981637567730283
0.24,1674,1564,67,3255,0.7513719512195122,0.9798314268512944
0.25,1729,1509,73,3249,0.7588414634146341,0.9780252859723059
0.26,1776,1462,83,3239,0.7644817073170732,0.9750150511739916
0.27,1827,1411,88,3234,0.7714939024390244,0.9735099337748344
0.28,1872,1366,103,3219,0.7760670731707318,0.9689945815773631
0.29,1919,1319,119,3203,0.7807926829268292,0.9641782059000602
0.3,1973,1265,137,3185,0.786280487804878,0.9587597832630945
0.31,2020,1218,155,3167,0.7907012195121951,0.9533413606261288
0.32,2071,1167,172,3150,0.7958841463414634,0.9482239614689946
0.33,2133,1105,185,3137,0.8033536585365854,0.944310656231186
0.34,2191,1047,220,3102,0.806859756097561,0.9337748344370861
0.35,2246,992,243,3079,0.8117378048780488,0.9268512944009633
0.36,2317,921,273,3049,0.8179878048780488,0.9178205900060205
0.37,2389,849,313,3009,0.8228658536585366,0.9057796508127633
0.38,2436,802,338,2984,0.8262195121951219,0.8982540638169777
0.39,2491,747,371,2951,0.8295731707317073,0.8883202889825407
0.4,2542,696,407,2915,0.831859756097561,0.8774834437086093
0.41,2594,644,435,2887,0.8355182926829269,0.8690547862733293
0.42,2629,609,471,2851,0.8353658536585366,0.858217940999398
0.43,2670,568,497,2825,0.8376524390243902,0.8503913305237809
